      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   109.3236    17.6288     0.0000     0.0152     0.0040     0.0000
    41.75    60.75    1981   102.1080    12.3786     0.0000     0.0208     0.0103     0.0000
    41.75    60.75    1982    98.8015     0.0087     0.0000     0.0222     0.0114     0.0000
    41.75    60.75    1983    94.1614     8.4784     0.0000     0.0174     0.0079     0.0000
    41.75    60.75    1984    96.9682     7.8848     0.0000     0.0268     0.0183     0.0002
    41.75    60.75    1985    94.1099    14.6070     0.0000     0.0343     0.0247     0.0000
    41.75    60.75    1986    99.9901     7.1856     0.0000     0.0408     0.0292     0.0001
    41.75    60.75    1987   102.3801    12.5476     0.0000     0.0412     0.0323     0.0000
    41.75    60.75    1988    92.9138    14.9090     0.0000     0.0345     0.0193     0.0000
    41.75    60.75    1989    85.7759     6.9116     0.0000     0.0166     0.0084     0.0002
    41.75    60.75    1990    82.5007     9.2834     0.0000     0.0107     0.0023     0.0000
    41.75    60.75    1991    78.5746    10.6215     0.0000     0.0290     0.0211     0.0000
    41.75    60.75    1992    81.4500    26.8762     0.0168     0.0417     0.0291     0.0000
    41.75    60.75    1993    82.4373     7.9864     0.0000     0.0107     0.0026     0.0000
    41.75    60.75    1994    85.3467    13.2821     0.0000     0.0192     0.0110     0.0000
    41.75    60.75    1995    86.9155    12.7507     0.0000     0.0224     0.0147     0.0000
    41.75    60.75    1996    87.2109     8.6348     0.0000     0.0513     0.0448     0.0000
    41.75    60.75    1997    91.4579    17.8476     0.0000     0.0136     0.0043     0.0000
    41.75    60.75    1998    92.2344     6.1669     0.0000     0.0187     0.0102     0.0000
    41.75    60.75    1999    88.5292    15.8956     0.0000     0.0188     0.0103     0.0000
    41.75    60.75    2000    85.5928    10.8334     0.0000     0.0323     0.0243     0.0000
    41.75    60.75    2001    83.0625    17.8923     0.0000     0.0369     0.0296     0.0000
    41.75    60.75    2002    81.8292    22.7042     0.0000     0.0164     0.0083     0.0000
    41.75    60.75    2003    83.3215     9.6432     0.0000     0.0157     0.0072     0.0000
    41.75    60.75    2004    78.3727     8.5450     0.0000     0.0182     0.0105     0.0000
    41.75    60.75    2005    74.9157    16.6106     0.0000     0.0319     0.0249     0.0000
    41.75    60.75    2006    74.8564     7.7061     0.0000     0.0286     0.0194     0.0000
    41.75    60.75    2007    69.7948    11.0770     0.0000     0.0115     0.0046     0.0000
    41.75    60.75    2008    67.5597     5.3980     0.0000     0.0271     0.0204     0.0000
    41.75    60.75    2009    68.3595     8.5337     0.0000     0.0347     0.0283     0.0000
    41.75    60.75    2010    72.2425    10.7406     0.0000     0.0443     0.0392     0.0000
   142.25   -20.25    1980    15.6838    46.9204     1.0690     0.0585     0.0595     0.0001
   142.25   -20.25    1981    14.1317    35.2556     0.9913     0.0688     0.0702     0.0001
   142.25   -20.25    1982    12.5691    40.0697     0.9095     0.0570     0.0577     0.0001
   142.25   -20.25    1983    14.3264    37.1010     1.0142     0.0775     0.0787     0.0001
   142.25   -20.25    1984    13.9132    34.3806     0.9470     0.0780     0.0790     0.0001
   142.25   -20.25    1985    13.7391    41.0012     2.0152     0.0915     0.0989     0.0006
   142.25   -20.25    1986    16.9542    54.8001     1.6081     0.0835     0.0861     0.0002
   142.25   -20.25    1987    12.8534    39.5079     2.2549     0.0340     0.0445     0.0019
   142.25   -20.25    1988    15.5879    43.3983     3.5109     0.0520     0.0768     0.0111
   142.25   -20.25    1989    14.3560    29.6227     0.9829     0.1127     0.1145     0.0002
   142.25   -20.25    1990    10.2280    31.8066     1.0227     0.0601     0.0617     0.0001
   142.25   -20.25    1991    10.6727    35.6042     0.6535     0.0437     0.0440     0.0000
   142.25   -20.25    1992    15.6797    45.0580     2.1632     0.0666     0.0744     0.0008
   142.25   -20.25    1993    16.5138    40.0856     1.9925     0.0884     0.0979     0.0011
   142.25   -20.25    1994    11.0874    43.0262     0.5751     0.0375     0.0376     0.0000
   142.25   -20.25    1995    14.1301    40.3947     2.3962     0.0458     0.0579     0.0015
   142.25   -20.25    1996    11.6915    36.4299     1.5867     0.0997     0.1042     0.0004
   142.25   -20.25    1997    13.1223    23.9559     2.7823     0.0265     0.0511     0.0168
   142.25   -20.25    1998    11.3150    28.4512     2.3582     0.0523     0.0624     0.0099
   142.25   -20.25    1999    12.7795    26.9457     2.4668     0.0331     0.0525     0.0103
   142.25   -20.25    2000    13.6578    16.9468     3.2248     0.0147     0.0701     0.0688
   142.25   -20.25    2001     9.3926    28.9102     2.4659     0.0685     0.0840     0.0017
   142.25   -20.25    2002    11.6978    42.2855     0.6674     0.0339     0.0341     0.0000
   142.25   -20.25    2003    13.4623    40.7653     3.0992     0.0371     0.0572     0.0071
   142.25   -20.25    2004    13.0471    33.5438     3.1841     0.0403     0.0668     0.0195
   142.25   -20.25    2005    11.7197    48.6719     1.9389     0.0770     0.0816     0.0003
   142.25   -20.25    2006     8.9777    32.5729     0.7662     0.0415     0.0422     0.0001
   142.25   -20.25    2007    11.5172    25.4032     3.5398     0.0232     0.0747     0.0192
   142.25   -20.25    2008     8.9665    34.3118     1.6842     0.0557     0.0599     0.0004
   142.25   -20.25    2009    14.4741    35.8326     2.1069     0.0437     0.0523     0.0027
   142.25   -20.25    2010    15.1283    16.5031     3.3679     0.0102     0.0837     0.0739
