      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   107.2211    15.4720     0.0000     0.0148     0.0038     0.0000
    41.75    60.75    1981    97.2149    11.0041     0.0000     0.0196     0.0096     0.0000
    41.75    60.75    1982    91.1272     0.0081     0.0000     0.0203     0.0104     0.0000
    41.75    60.75    1983    89.4312     7.3759     0.0000     0.0165     0.0075     0.0000
    41.75    60.75    1984    96.0844     6.7847     0.0000     0.0260     0.0174     0.0001
    41.75    60.75    1985    90.3813    12.9825     0.0000     0.0334     0.0242     0.0000
    41.75    60.75    1986    97.6596     6.3750     0.0000     0.0399     0.0285     0.0001
    41.75    60.75    1987   101.4350    11.3363     0.0000     0.0407     0.0320     0.0000
    41.75    60.75    1988    94.0748    13.7358     0.0000     0.0348     0.0193     0.0000
    41.75    60.75    1989    89.0521     5.9209     0.0000     0.0169     0.0083     0.0001
    41.75    60.75    1990    83.4092     8.2763     0.0000     0.0109     0.0023     0.0000
    41.75    60.75    1991    79.6448     9.3112     0.0000     0.0292     0.0213     0.0000
    41.75    60.75    1992    77.9987    22.5130     0.0124     0.0417     0.0299     0.0000
    41.75    60.75    1993    80.5271     6.8381     0.0000     0.0105     0.0025     0.0000
    41.75    60.75    1994    81.7481    11.6620     0.0000     0.0181     0.0103     0.0000
    41.75    60.75    1995    87.2205    10.9309     0.0000     0.0221     0.0144     0.0000
    41.75    60.75    1996    84.2027     7.3132     0.0000     0.0486     0.0423     0.0000
    41.75    60.75    1997    86.3652    14.1358     0.0000     0.0129     0.0041     0.0000
    41.75    60.75    1998    88.6485     5.5090     0.0000     0.0179     0.0097     0.0000
    41.75    60.75    1999    83.7968    13.7036     0.0000     0.0173     0.0093     0.0000
    41.75    60.75    2000    80.4512     9.0024     0.0000     0.0302     0.0228     0.0000
    41.75    60.75    2001    75.2633    14.5385     0.0000     0.0337     0.0272     0.0000
    41.75    60.75    2002    72.3469    17.7227     0.0000     0.0148     0.0076     0.0000
    41.75    60.75    2003    73.5817     7.9910     0.0000     0.0138     0.0063     0.0000
    41.75    60.75    2004    67.4218     7.0959     0.0000     0.0155     0.0088     0.0000
    41.75    60.75    2005    65.8028    13.5755     0.0000     0.0282     0.0221     0.0000
    41.75    60.75    2006    65.8632     6.2996     0.0000     0.0251     0.0170     0.0000
    41.75    60.75    2007    63.0610     9.4846     0.0000     0.0103     0.0041     0.0000
    41.75    60.75    2008    61.1366     4.5038     0.0000     0.0243     0.0182     0.0000
    41.75    60.75    2009    61.8647     7.1473     0.0000     0.0317     0.0259     0.0000
    41.75    60.75    2010    66.0671     9.1957     0.0000     0.0400     0.0355     0.0000
   142.25   -20.25    1980    12.4811    44.6743     0.8759     0.0756     0.0763     0.0001
   142.25   -20.25    1981    12.0709    38.0219     0.8827     0.0866     0.0873     0.0001
   142.25   -20.25    1982    13.1336    42.5160     0.7903     0.0687     0.0692     0.0000
   142.25   -20.25    1983    12.9731    41.0706     0.9909     0.0874     0.0882     0.0001
   142.25   -20.25    1984    13.0423    34.2776     0.6851     0.0895     0.0901     0.0000
   142.25   -20.25    1985    13.2194    43.0839     1.9913     0.1028     0.1074     0.0004
   142.25   -20.25    1986    12.4803    51.2420     1.3626     0.0928     0.0945     0.0001
   142.25   -20.25    1987    11.9278    39.8757     2.0868     0.0470     0.0532     0.0012
   142.25   -20.25    1988    13.3494    40.1499     3.8788     0.0370     0.0698     0.0102
   142.25   -20.25    1989    15.5472    32.4333     1.0404     0.1432     0.1445     0.0001
   142.25   -20.25    1990    10.7470    32.7272     0.7439     0.0714     0.0722     0.0001
   142.25   -20.25    1991    11.8034    37.4863     0.5882     0.0550     0.0552     0.0000
   142.25   -20.25    1992    13.4086    44.2453     2.1817     0.0793     0.0847     0.0006
   142.25   -20.25    1993    14.7999    40.7600     2.1172     0.1020     0.1091     0.0008
   142.25   -20.25    1994    12.5365    42.3481     0.5270     0.0508     0.0509     0.0000
   142.25   -20.25    1995    12.6674    39.8168     2.1399     0.0567     0.0635     0.0010
   142.25   -20.25    1996    11.8901    36.2588     1.3518     0.1006     0.1031     0.0002
   142.25   -20.25    1997    15.3508    24.8227     2.8407     0.0276     0.0534     0.0151
   142.25   -20.25    1998    10.4693    27.6338     1.8312     0.0549     0.0597     0.0059
   142.25   -20.25    1999    13.7516    29.2589     2.6360     0.0391     0.0556     0.0061
   142.25   -20.25    2000    15.8093    19.5835     3.0368     0.0162     0.0536     0.0462
   142.25   -20.25    2001    11.3362    27.3419     1.7371     0.0711     0.0788     0.0010
   142.25   -20.25    2002    11.9581    40.0701     0.6574     0.0459     0.0461     0.0000
   142.25   -20.25    2003    13.7299    38.2905     2.7236     0.0559     0.0676     0.0036
   142.25   -20.25    2004    13.4006    29.2097     2.2887     0.0414     0.0541     0.0080
   142.25   -20.25    2005    10.7389    39.8468     1.2817     0.0884     0.0908     0.0002
   142.25   -20.25    2006    11.5764    31.5634     0.5767     0.0508     0.0512     0.0000
   142.25   -20.25    2007    12.4095    25.4067     2.5227     0.0333     0.0537     0.0081
   142.25   -20.25    2008    10.4909    30.8367     1.2639     0.0493     0.0520     0.0003
   142.25   -20.25    2009    13.8858    33.2148     1.9695     0.0542     0.0604     0.0033
   142.25   -20.25    2010    16.2416    15.3957     2.5731     0.0111     0.0494     0.0397
