      Lon      Lat    Year     Total
    41.75    60.75    1980     0.152
    41.75    60.75    1981     1.223
    41.75    60.75    1982     2.379
    41.75    60.75    1983     0.000
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.000
    41.75    60.75    1986     0.318
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.000
    41.75    60.75    1991     0.888
    41.75    60.75    1992     3.154
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.121
    41.75    60.75    1995     0.405
    41.75    60.75    1996     1.162
    41.75    60.75    1997     3.206
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.690
    41.75    60.75    2000     1.427
    41.75    60.75    2001     4.590
    41.75    60.75    2002     2.101
    41.75    60.75    2003     2.554
    41.75    60.75    2004     2.342
    41.75    60.75    2005     1.960
    41.75    60.75    2006     1.640
    41.75    60.75    2007     1.111
    41.75    60.75    2008     0.332
    41.75    60.75    2009     0.795
    41.75    60.75    2010     3.091
   142.25   -20.25    1980    27.766
   142.25   -20.25    1981    24.765
   142.25   -20.25    1982    40.294
   142.25   -20.25    1983    41.502
   142.25   -20.25    1984    40.316
   142.25   -20.25    1985    37.134
   142.25   -20.25    1986    33.441
   142.25   -20.25    1987    34.826
   142.25   -20.25    1988    31.816
   142.25   -20.25    1989    33.255
   142.25   -20.25    1990    61.315
   142.25   -20.25    1991    39.777
   142.25   -20.25    1992    35.230
   142.25   -20.25    1993    25.932
   142.25   -20.25    1994    51.922
   142.25   -20.25    1995    31.442
   142.25   -20.25    1996    30.223
   142.25   -20.25    1997    35.290
   142.25   -20.25    1998    36.831
   142.25   -20.25    1999    29.811
   142.25   -20.25    2000    26.002
   142.25   -20.25    2001    44.002
   142.25   -20.25    2002    51.074
   142.25   -20.25    2003    40.564
   142.25   -20.25    2004    45.914
   142.25   -20.25    2005    40.443
   142.25   -20.25    2006    53.135
   142.25   -20.25    2007    51.920
   142.25   -20.25    2008    47.064
   142.25   -20.25    2009    40.647
   142.25   -20.25    2010    20.204
