      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.023382    6.483087    6.088365    0.007972
    41.75    60.75    1981    0.037747    9.506638    8.268372    0.001581
    41.75    60.75    1982    0.022590    6.272006    5.565318    0.000073
    41.75    60.75    1983    0.027277    7.659164    7.310011    0.019716
    41.75    60.75    1984    0.025798    6.756444    6.344175    0.002446
    41.75    60.75    1985    0.024390    6.506873    6.046227    0.003763
    41.75    60.75    1986    0.020606    5.566577    5.252178    0.017817
    41.75    60.75    1987    0.021547    6.053895    5.812194    0.006415
    41.75    60.75    1988    0.034059    9.461827    8.872115    0.000000
    41.75    60.75    1989    0.035239    9.414256    8.847783    0.020938
    41.75    60.75    1990    0.023779    6.407544    5.994335    0.003209
    41.75    60.75    1991    0.026438    7.448909    6.861112    0.000000
    41.75    60.75    1992    0.020761    5.356867    4.312716    0.000000
    41.75    60.75    1993    0.019764    4.873186    4.616132    0.001966
    41.75    60.75    1994    0.018714    4.471067    4.078296    0.034572
    41.75    60.75    1995    0.028294    7.911038    7.428970    0.000112
    41.75    60.75    1996    0.020456    5.548301    5.077796    0.000155
    41.75    60.75    1997    0.021347    5.565201    4.654914    0.000468
    41.75    60.75    1998    0.024975    5.922538    5.682646    0.033735
    41.75    60.75    1999    0.031786    8.468285    7.456147    0.000006
    41.75    60.75    2000    0.028563    7.465073    6.745114    0.000000
    41.75    60.75    2001    0.024098    5.873701    4.713476    0.000021
    41.75    60.75    2002    0.022891    5.923012    5.046540    0.001235
    41.75    60.75    2003    0.023266    5.556205    4.819222    0.039698
    41.75    60.75    2004    0.022896    6.102664    5.471236    0.001626
    41.75    60.75    2005    0.027273    7.256862    6.342375    0.000000
    41.75    60.75    2006    0.023658    5.787319    5.056619    0.007794
    41.75    60.75    2007    0.022877    5.889195    5.746640    0.084488
    41.75    60.75    2008    0.017349    4.566891    4.325500    0.015794
    41.75    60.75    2009    0.018789    4.719712    4.254113    0.000822
    41.75    60.75    2010    0.028883    6.754362    5.700795    0.002018
   142.25   -20.25    1980    0.033112    9.638421    9.873648    0.073861
   142.25   -20.25    1981    0.033820    8.773128    9.691720    0.298184
   142.25   -20.25    1982    0.029967    9.384478    9.650604    0.090897
   142.25   -20.25    1983    0.028687    9.137537   10.458600    0.507466
   142.25   -20.25    1984    0.028596    7.986870    8.483753    0.150825
   142.25   -20.25    1985    0.031900   10.059234   11.438191    0.312555
   142.25   -20.25    1986    0.034405   10.489737   10.764635    0.034540
   142.25   -20.25    1987    0.031567    9.302940    9.760860    0.097674
   142.25   -20.25    1988    0.030903    9.635720   10.560456    0.218213
   142.25   -20.25    1989    0.030679    8.557250    8.958821    0.119761
   142.25   -20.25    1990    0.026575    9.009827   10.851314    1.050366
   142.25   -20.25    1991    0.030568    8.614636    8.968942    0.213673
   142.25   -20.25    1992    0.033306    9.815258   10.607601    0.184400
   142.25   -20.25    1993    0.033006    9.038001    9.956838    0.223849
   142.25   -20.25    1994    0.030235    9.364375    9.631540    0.094819
   142.25   -20.25    1995    0.032449    9.272909    9.969555    0.156394
   142.25   -20.25    1996    0.032295    9.377202    9.958655    0.159665
   142.25   -20.25    1997    0.029909    7.468109    7.933756    0.175740
   142.25   -20.25    1998    0.033184   10.026558   10.913842    0.197091
   142.25   -20.25    1999    0.031517    8.368564    8.944075    0.166127
   142.25   -20.25    2000    0.030505    7.611713    8.428421    0.305552
   142.25   -20.25    2001    0.030125    8.699509    9.323102    0.192840
   142.25   -20.25    2002    0.028321    8.336335    8.811624    0.199799
   142.25   -20.25    2003    0.033241    9.332540   10.019359    0.194265
   142.25   -20.25    2004    0.030027    7.746821    8.133983    0.212723
   142.25   -20.25    2005    0.033368   10.710642   11.409677    0.172264
   142.25   -20.25    2006    0.026398    7.648278    8.344299    0.247271
   142.25   -20.25    2007    0.027766    8.201817    9.686517    0.499218
   142.25   -20.25    2008    0.029480    8.901228    9.487453    0.195954
   142.25   -20.25    2009    0.029496    7.375786    7.746657    0.273339
   142.25   -20.25    2010    0.035185    7.429508    8.633193    0.446181
