      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    92.4640    16.1028     0.0000     0.0129     0.0033     0.0000
    41.75    60.75    1981    86.0295    10.8585     0.0000     0.0175     0.0087     0.0000
    41.75    60.75    1982    76.8627     0.0068     0.0000     0.0172     0.0088     0.0000
    41.75    60.75    1983    75.1556     7.3165     0.0000     0.0139     0.0063     0.0000
    41.75    60.75    1984    81.6106     6.7781     0.0000     0.0224     0.0152     0.0001
    41.75    60.75    1985    75.0062    12.3907     0.0000     0.0273     0.0197     0.0000
    41.75    60.75    1986    82.3525     6.5498     0.0000     0.0336     0.0241     0.0001
    41.75    60.75    1987    85.4831    11.2479     0.0000     0.0343     0.0269     0.0000
    41.75    60.75    1988    77.8958    12.5163     0.0000     0.0289     0.0161     0.0000
    41.75    60.75    1989    74.9051     5.8874     0.0000     0.0144     0.0072     0.0001
    41.75    60.75    1990    66.7113     7.8050     0.0000     0.0087     0.0019     0.0000
    41.75    60.75    1991    65.5106     9.0415     0.0000     0.0241     0.0176     0.0000
    41.75    60.75    1992    64.3008    23.3670     0.0149     0.0329     0.0229     0.0000
    41.75    60.75    1993    61.3704     6.5813     0.0000     0.0080     0.0019     0.0000
    41.75    60.75    1994    61.8432    10.6526     0.0000     0.0139     0.0079     0.0000
    41.75    60.75    1995    72.0228    10.5676     0.0000     0.0184     0.0120     0.0000
    41.75    60.75    1996    67.7912     7.2688     0.0000     0.0400     0.0349     0.0000
    41.75    60.75    1997    71.9836    15.0773     0.0000     0.0107     0.0034     0.0000
    41.75    60.75    1998    72.3991     5.2715     0.0000     0.0147     0.0080     0.0000
    41.75    60.75    1999    72.2575    13.4587     0.0000     0.0152     0.0082     0.0000
    41.75    60.75    2000    69.1293     9.1360     0.0000     0.0260     0.0196     0.0000
    41.75    60.75    2001    63.2191    14.6564     0.0000     0.0280     0.0225     0.0000
    41.75    60.75    2002    60.1062    17.5305     0.0000     0.0120     0.0061     0.0000
    41.75    60.75    2003    61.7672     7.7489     0.0000     0.0116     0.0053     0.0000
    41.75    60.75    2004    54.4493     6.4493     0.0000     0.0126     0.0073     0.0000
    41.75    60.75    2005    56.2659    13.3746     0.0000     0.0239     0.0187     0.0000
    41.75    60.75    2006    55.4079     6.2250     0.0000     0.0211     0.0143     0.0000
    41.75    60.75    2007    50.4994     8.6833     0.0000     0.0083     0.0033     0.0000
    41.75    60.75    2008    43.8323     3.9589     0.0000     0.0175     0.0131     0.0000
    41.75    60.75    2009    45.7266     6.3469     0.0000     0.0232     0.0189     0.0000
    41.75    60.75    2010    54.9352     8.7603     0.0000     0.0335     0.0296     0.0000
   142.25   -20.25    1980    10.3704    31.4582     0.7348     0.0655     0.0662     0.0001
   142.25   -20.25    1981     9.9530    24.3513     0.7170     0.0754     0.0763     0.0001
   142.25   -20.25    1982     8.4516    29.7222     0.7239     0.0627     0.0633     0.0000
   142.25   -20.25    1983    11.1302    29.9346     0.8045     0.0823     0.0831     0.0001
   142.25   -20.25    1984    10.9116    25.0911     0.6615     0.0840     0.0846     0.0001
   142.25   -20.25    1985    10.9475    29.2334     1.4864     0.0910     0.0955     0.0004
   142.25   -20.25    1986    10.3187    38.1228     1.2088     0.0863     0.0882     0.0001
   142.25   -20.25    1987     8.9668    27.9716     1.6936     0.0291     0.0359     0.0013
   142.25   -20.25    1988    11.2914    28.6152     2.3140     0.0325     0.0465     0.0065
   142.25   -20.25    1989    12.7164    21.3438     0.7427     0.1235     0.1246     0.0001
   142.25   -20.25    1990     8.1682    25.0624     0.7401     0.0662     0.0671     0.0001
   142.25   -20.25    1991     7.6043    26.6308     0.5119     0.0488     0.0490     0.0000
   142.25   -20.25    1992    11.4432    33.1902     1.6303     0.0645     0.0695     0.0005
   142.25   -20.25    1993    12.6911    28.1828     1.4605     0.0857     0.0913     0.0007
   142.25   -20.25    1994     8.7052    32.3377     0.4409     0.0446     0.0447     0.0000
   142.25   -20.25    1995     9.7530    27.9123     1.7287     0.0423     0.0497     0.0010
   142.25   -20.25    1996    10.0908    25.8186     1.1316     0.0978     0.1005     0.0002
   142.25   -20.25    1997    11.9491    17.2233     1.6358     0.0188     0.0299     0.0087
   142.25   -20.25    1998     9.1756    20.4503     1.4544     0.0485     0.0533     0.0050
   142.25   -20.25    1999    11.2125    19.3628     1.6091     0.0282     0.0377     0.0051
   142.25   -20.25    2000    13.8007    13.7544     1.8850     0.0126     0.0327     0.0237
   142.25   -20.25    2001     9.8924    22.2684     1.6842     0.0706     0.0791     0.0010
   142.25   -20.25    2002     8.4851    30.9350     0.5451     0.0404     0.0406     0.0000
   142.25   -20.25    2003    10.7856    28.1916     1.9729     0.0325     0.0424     0.0039
   142.25   -20.25    2004    12.6010    25.5466     2.0582     0.0376     0.0503     0.0092
   142.25   -20.25    2005     8.2544    31.8519     1.2801     0.0838     0.0865     0.0002
   142.25   -20.25    2006     8.8304    25.8061     0.5570     0.0468     0.0472     0.0000
   142.25   -20.25    2007    10.7046    19.8616     2.4417     0.0218     0.0487     0.0106
   142.25   -20.25    2008     8.6345    25.9497     1.2405     0.0499     0.0526     0.0003
   142.25   -20.25    2009    10.8827    24.3689     1.4737     0.0385     0.0438     0.0024
   142.25   -20.25    2010    15.5130    12.9065     2.0813     0.0094     0.0413     0.0322
