      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.025130    6.975397    6.589669    0.010801
    41.75    60.75    1981    0.041345   10.643215    9.454798    0.002359
    41.75    60.75    1982    0.024472    6.855096    6.152286    0.000029
    41.75    60.75    1983    0.029509    8.241492    7.969594    0.036668
    41.75    60.75    1984    0.027928    7.245836    6.868314    0.002120
    41.75    60.75    1985    0.026855    7.177090    6.698399    0.004522
    41.75    60.75    1986    0.022610    6.051058    5.733550    0.016032
    41.75    60.75    1987    0.023520    6.560115    6.302705    0.005587
    41.75    60.75    1988    0.037176   10.368431    9.817465    0.000000
    41.75    60.75    1989    0.038303   10.281606    9.762736    0.020577
    41.75    60.75    1990    0.026193    7.054819    6.631180    0.003145
    41.75    60.75    1991    0.029782    8.532023    7.957618    0.000000
    41.75    60.75    1992    0.023534    6.174960    5.092986    0.000007
    41.75    60.75    1993    0.022015    5.224269    4.954753    0.001845
    41.75    60.75    1994    0.021720    5.240246    4.802914    0.032180
    41.75    60.75    1995    0.031799    8.860341    8.385828    0.000090
    41.75    60.75    1996    0.022546    6.125171    5.634239    0.000156
    41.75    60.75    1997    0.024093    6.362038    5.445435    0.000422
    41.75    60.75    1998    0.027544    6.529376    6.283457    0.033184
    41.75    60.75    1999    0.035261    9.709816    8.760919    0.000006
    41.75    60.75    2000    0.031315    8.218338    7.529459    0.000000
    41.75    60.75    2001    0.027578    6.818886    5.654011    0.000046
    41.75    60.75    2002    0.025977    6.849396    5.956950    0.001269
    41.75    60.75    2003    0.026394    6.377750    5.621822    0.037612
    41.75    60.75    2004    0.025633    6.968810    6.324121    0.001978
    41.75    60.75    2005    0.030603    8.309197    7.418007    0.000000
    41.75    60.75    2006    0.026118    6.506646    5.795209    0.009143
    41.75    60.75    2007    0.025742    6.547161    6.348808    0.079805
    41.75    60.75    2008    0.019851    5.127523    4.850620    0.015755
    41.75    60.75    2009    0.022141    5.700218    5.206384    0.001055
    41.75    60.75    2010    0.033720    7.897933    6.846359    0.002063
   142.25   -20.25    1980    0.037985   10.866572   15.119506    1.108648
   142.25   -20.25    1981    0.041170   10.575911   15.548455    2.414820
   142.25   -20.25    1982    0.034650   10.575277   14.684222    1.161658
   142.25   -20.25    1983    0.035088   10.649960   13.850478    1.094949
   142.25   -20.25    1984    0.033568    9.086867   13.068472    1.634432
   142.25   -20.25    1985    0.036473   11.587446   14.260134    0.566573
   142.25   -20.25    1986    0.038855   11.641325   12.964248    0.139448
   142.25   -20.25    1987    0.038505   11.054937   19.018342    2.221526
   142.25   -20.25    1988    0.035691   11.066352   13.940913    0.450072
   142.25   -20.25    1989    0.037396   10.364616   17.793589    2.380220
   142.25   -20.25    1990    0.030946    9.935032   13.831273    2.007346
   142.25   -20.25    1991    0.035162    9.652619   11.027570    0.674080
   142.25   -20.25    1992    0.038476   11.024385   13.459018    0.918806
   142.25   -20.25    1993    0.039794   10.724283   15.447831    3.725509
   142.25   -20.25    1994    0.034558   10.573079   15.415224    2.454091
   142.25   -20.25    1995    0.037526   10.471016   12.296973    0.381330
   142.25   -20.25    1996    0.037156   10.922367   14.387570    0.990219
   142.25   -20.25    1997    0.035081    8.546388   10.564540    1.159574
   142.25   -20.25    1998    0.037921   11.133245   13.415651    0.739084
   142.25   -20.25    1999    0.036291    9.499433   12.593296    1.107103
   142.25   -20.25    2000    0.036015    9.091995   11.508082    1.718642
   142.25   -20.25    2001    0.034123    9.427756   10.276203    0.277824
   142.25   -20.25    2002    0.030379    9.049726    9.575559    0.218534
   142.25   -20.25    2003    0.036713   10.372674   11.797194    0.547691
   142.25   -20.25    2004    0.033172    8.865521   10.941712    0.761015
   142.25   -20.25    2005    0.035297   11.081759   12.046951    0.225546
   142.25   -20.25    2006    0.029513    8.424391   10.130777    0.713328
   142.25   -20.25    2007    0.030804    8.746418   10.731539    0.712382
   142.25   -20.25    2008    0.032499    9.536316   10.178600    0.211744
   142.25   -20.25    2009    0.032501    8.323487    8.741700    0.332244
   142.25   -20.25    2010    0.038659    8.479344   11.097433    0.974564
