      Lon      Lat    Year     Total
    41.75    60.75    1980     0.291
    41.75    60.75    1981     1.547
    41.75    60.75    1982     2.974
    41.75    60.75    1983     0.065
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.154
    41.75    60.75    1986     0.420
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.024
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.148
    41.75    60.75    1991     0.962
    41.75    60.75    1992     4.025
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.521
    41.75    60.75    1995     0.433
    41.75    60.75    1996     1.568
    41.75    60.75    1997     3.689
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.767
    41.75    60.75    2000     1.651
    41.75    60.75    2001     5.286
    41.75    60.75    2002     2.632
    41.75    60.75    2003     3.014
    41.75    60.75    2004     2.790
    41.75    60.75    2005     2.440
    41.75    60.75    2006     2.140
    41.75    60.75    2007     1.334
    41.75    60.75    2008     0.628
    41.75    60.75    2009     1.145
    41.75    60.75    2010     3.353
   142.25   -20.25    1980    27.792
   142.25   -20.25    1981    24.765
   142.25   -20.25    1982    40.328
   142.25   -20.25    1983    41.857
   142.25   -20.25    1984    40.389
   142.25   -20.25    1985    38.565
   142.25   -20.25    1986    33.587
   142.25   -20.25    1987    34.799
   142.25   -20.25    1988    31.996
   142.25   -20.25    1989    33.273
   142.25   -20.25    1990    61.950
   142.25   -20.25    1991    39.418
   142.25   -20.25    1992    35.261
   142.25   -20.25    1993    26.048
   142.25   -20.25    1994    51.936
   142.25   -20.25    1995    31.340
   142.25   -20.25    1996    30.335
   142.25   -20.25    1997    35.511
   142.25   -20.25    1998    37.375
   142.25   -20.25    1999    30.373
   142.25   -20.25    2000    26.596
   142.25   -20.25    2001    44.245
   142.25   -20.25    2002    52.169
   142.25   -20.25    2003    41.097
   142.25   -20.25    2004    45.915
   142.25   -20.25    2005    42.116
   142.25   -20.25    2006    53.294
   142.25   -20.25    2007    51.862
   142.25   -20.25    2008    47.870
   142.25   -20.25    2009    40.765
   142.25   -20.25    2010    20.627
