      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   107.9247    14.7092     0.0000     0.0149     0.0038     0.0000
    41.75    60.75    1981    97.9867    11.0820     0.0000     0.0197     0.0097     0.0000
    41.75    60.75    1982    92.3570     0.0082     0.0000     0.0206     0.0105     0.0000
    41.75    60.75    1983    90.7846     7.4562     0.0000     0.0167     0.0076     0.0000
    41.75    60.75    1984    97.4926     6.8565     0.0000     0.0264     0.0177     0.0001
    41.75    60.75    1985    91.9703    13.1875     0.0000     0.0339     0.0246     0.0000
    41.75    60.75    1986    99.2079     6.2577     0.0000     0.0405     0.0289     0.0001
    41.75    60.75    1987   102.7811    11.5170     0.0000     0.0412     0.0324     0.0000
    41.75    60.75    1988    95.1199    13.5402     0.0000     0.0352     0.0196     0.0000
    41.75    60.75    1989    90.5127     5.9564     0.0000     0.0172     0.0084     0.0001
    41.75    60.75    1990    84.9520     8.4201     0.0000     0.0111     0.0024     0.0000
    41.75    60.75    1991    81.4057     9.4468     0.0000     0.0299     0.0218     0.0000
    41.75    60.75    1992    80.0388    23.4831     0.0130     0.0424     0.0302     0.0000
    41.75    60.75    1993    82.1553     7.0124     0.0000     0.0107     0.0025     0.0000
    41.75    60.75    1994    83.3755    11.9015     0.0000     0.0185     0.0106     0.0000
    41.75    60.75    1995    88.3744    11.0449     0.0000     0.0224     0.0146     0.0000
    41.75    60.75    1996    86.1233     8.0106     0.0000     0.0499     0.0435     0.0000
    41.75    60.75    1997    88.2374    14.6320     0.0000     0.0132     0.0042     0.0000
    41.75    60.75    1998    90.3381     5.5969     0.0000     0.0182     0.0099     0.0000
    41.75    60.75    1999    85.2710    13.8593     0.0000     0.0176     0.0095     0.0000
    41.75    60.75    2000    82.3244     9.3536     0.0000     0.0309     0.0233     0.0000
    41.75    60.75    2001    77.1486    14.8228     0.0000     0.0345     0.0278     0.0000
    41.75    60.75    2002    74.1686    18.1731     0.0000     0.0151     0.0078     0.0000
    41.75    60.75    2003    75.0326     7.7460     0.0000     0.0141     0.0064     0.0000
    41.75    60.75    2004    68.7486     7.0261     0.0000     0.0158     0.0090     0.0000
    41.75    60.75    2005    66.9089    13.7883     0.0000     0.0287     0.0224     0.0000
    41.75    60.75    2006    67.0793     6.4169     0.0000     0.0255     0.0173     0.0000
    41.75    60.75    2007    64.5603     9.6698     0.0000     0.0106     0.0042     0.0000
    41.75    60.75    2008    62.7738     4.6399     0.0000     0.0250     0.0188     0.0000
    41.75    60.75    2009    63.3433     7.2396     0.0000     0.0324     0.0264     0.0000
    41.75    60.75    2010    67.2276     9.3167     0.0000     0.0407     0.0361     0.0000
   142.25   -20.25    1980    12.8403    46.1041     0.8985     0.0753     0.0759     0.0001
   142.25   -20.25    1981    12.3544    39.3461     0.9137     0.0865     0.0872     0.0001
   142.25   -20.25    1982    13.6686    43.9080     0.8154     0.0685     0.0691     0.0000
   142.25   -20.25    1983    13.3393    42.5145     1.0182     0.0875     0.0884     0.0001
   142.25   -20.25    1984    13.3874    35.3200     0.7057     0.0894     0.0900     0.0000
   142.25   -20.25    1985    13.4066    44.6242     2.0845     0.1034     0.1084     0.0004
   142.25   -20.25    1986    12.8691    53.3496     1.4120     0.0930     0.0948     0.0001
   142.25   -20.25    1987    12.3299    41.5053     2.1776     0.0484     0.0550     0.0013
   142.25   -20.25    1988    13.6347    41.7712     4.1309     0.0389     0.0753     0.0109
   142.25   -20.25    1989    15.8375    33.9727     1.1003     0.1438     0.1451     0.0001
   142.25   -20.25    1990    11.0005    33.6537     0.7742     0.0711     0.0719     0.0001
   142.25   -20.25    1991    12.2873    38.7061     0.6075     0.0548     0.0550     0.0000
   142.25   -20.25    1992    13.7146    45.6158     2.2662     0.0802     0.0860     0.0006
   142.25   -20.25    1993    15.0362    42.0310     2.1890     0.1029     0.1104     0.0008
   142.25   -20.25    1994    13.1302    43.9723     0.5474     0.0505     0.0506     0.0000
   142.25   -20.25    1995    13.0391    41.2791     2.2232     0.0576     0.0648     0.0010
   142.25   -20.25    1996    12.0755    37.6648     1.4052     0.1012     0.1038     0.0002
   142.25   -20.25    1997    15.8282    25.9547     3.0964     0.0289     0.0593     0.0174
   142.25   -20.25    1998    10.6484    28.5346     1.9251     0.0557     0.0611     0.0065
   142.25   -20.25    1999    13.9987    30.1793     2.7803     0.0406     0.0587     0.0065
   142.25   -20.25    2000    15.9703    20.1902     3.2651     0.0165     0.0595     0.0533
   142.25   -20.25    2001    11.5917    28.2852     1.8061     0.0717     0.0800     0.0011
   142.25   -20.25    2002    12.5279    41.3046     0.6800     0.0456     0.0459     0.0000
   142.25   -20.25    2003    14.0879    39.6222     2.8915     0.0587     0.0716     0.0039
   142.25   -20.25    2004    13.8030    30.2643     2.4723     0.0436     0.0583     0.0088
   142.25   -20.25    2005    11.1552    41.2488     1.3235     0.0883     0.0908     0.0002
   142.25   -20.25    2006    12.1277    32.7311     0.6048     0.0506     0.0510     0.0000
   142.25   -20.25    2007    12.6336    25.9925     2.6223     0.0346     0.0566     0.0087
   142.25   -20.25    2008    10.9700    31.8924     1.3029     0.0496     0.0525     0.0003
   142.25   -20.25    2009    14.3156    34.1140     2.0542     0.0557     0.0623     0.0035
   142.25   -20.25    2010    16.3783    15.8033     2.7634     0.0114     0.0557     0.0458
