      Lon      Lat    Year     Total
    41.75    60.75    1980     0.174
    41.75    60.75    1981     1.295
    41.75    60.75    1982     2.385
    41.75    60.75    1983     0.000
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.000
    41.75    60.75    1986     0.350
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.005
    41.75    60.75    1990     0.000
    41.75    60.75    1991     0.978
    41.75    60.75    1992     3.105
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.160
    41.75    60.75    1995     0.374
    41.75    60.75    1996     1.036
    41.75    60.75    1997     3.219
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.871
    41.75    60.75    2000     1.523
    41.75    60.75    2001     4.643
    41.75    60.75    2002     2.138
    41.75    60.75    2003     2.616
    41.75    60.75    2004     2.356
    41.75    60.75    2005     2.091
    41.75    60.75    2006     1.567
    41.75    60.75    2007     1.095
    41.75    60.75    2008     0.271
    41.75    60.75    2009     0.775
    41.75    60.75    2010     3.111
   142.25   -20.25    1980    27.027
   142.25   -20.25    1981    24.047
   142.25   -20.25    1982    39.241
   142.25   -20.25    1983    40.360
   142.25   -20.25    1984    39.129
   142.25   -20.25    1985    36.199
   142.25   -20.25    1986    32.450
   142.25   -20.25    1987    33.950
   142.25   -20.25    1988    30.938
   142.25   -20.25    1989    32.569
   142.25   -20.25    1990    60.094
   142.25   -20.25    1991    38.795
   142.25   -20.25    1992    34.264
   142.25   -20.25    1993    25.026
   142.25   -20.25    1994    50.845
   142.25   -20.25    1995    30.517
   142.25   -20.25    1996    29.276
   142.25   -20.25    1997    34.318
   142.25   -20.25    1998    35.599
   142.25   -20.25    1999    28.941
   142.25   -20.25    2000    25.192
   142.25   -20.25    2001    42.980
   142.25   -20.25    2002    49.865
   142.25   -20.25    2003    39.353
   142.25   -20.25    2004    45.257
   142.25   -20.25    2005    38.996
   142.25   -20.25    2006    52.022
   142.25   -20.25    2007    50.233
   142.25   -20.25    2008    45.741
   142.25   -20.25    2009    39.842
   142.25   -20.25    2010    19.449
