      Lon      Lat    Year     Total
    41.75    60.75    1980     0.957
    41.75    60.75    1981     3.090
    41.75    60.75    1982     4.341
    41.75    60.75    1983     0.504
    41.75    60.75    1984     0.537
    41.75    60.75    1985     0.915
    41.75    60.75    1986     0.931
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.691
    41.75    60.75    1989     0.336
    41.75    60.75    1990     0.719
    41.75    60.75    1991     1.999
    41.75    60.75    1992     6.301
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.829
    41.75    60.75    1995     1.197
    41.75    60.75    1996     2.394
    41.75    60.75    1997     6.003
    41.75    60.75    1998     0.133
    41.75    60.75    1999     3.830
    41.75    60.75    2000     2.851
    41.75    60.75    2001     7.908
    41.75    60.75    2002     4.861
    41.75    60.75    2003     4.725
    41.75    60.75    2004     4.115
    41.75    60.75    2005     4.763
    41.75    60.75    2006     3.972
    41.75    60.75    2007     1.961
    41.75    60.75    2008     1.019
    41.75    60.75    2009     2.498
    41.75    60.75    2010     5.373
   142.25   -20.25    1980    43.319
   142.25   -20.25    1981    39.743
   142.25   -20.25    1982    59.875
   142.25   -20.25    1983    62.816
   142.25   -20.25    1984    55.805
   142.25   -20.25    1985    55.006
   142.25   -20.25    1986    52.517
   142.25   -20.25    1987    53.122
   142.25   -20.25    1988    48.741
   142.25   -20.25    1989    50.090
   142.25   -20.25    1990    82.731
   142.25   -20.25    1991    57.565
   142.25   -20.25    1992    52.311
   142.25   -20.25    1993    42.450
   142.25   -20.25    1994    73.209
   142.25   -20.25    1995    46.617
   142.25   -20.25    1996    46.380
   142.25   -20.25    1997    51.094
   142.25   -20.25    1998    52.185
   142.25   -20.25    1999    44.841
   142.25   -20.25    2000    40.991
   142.25   -20.25    2001    59.331
   142.25   -20.25    2002    70.173
   142.25   -20.25    2003    58.360
   142.25   -20.25    2004    59.996
   142.25   -20.25    2005    57.357
   142.25   -20.25    2006    70.393
   142.25   -20.25    2007    63.681
   142.25   -20.25    2008    62.025
   142.25   -20.25    2009    57.135
   142.25   -20.25    2010    29.982
