      Lon      Lat    Year     Total
    41.75    60.75    1980     0.149
    41.75    60.75    1981     1.193
    41.75    60.75    1982     2.405
    41.75    60.75    1983     0.011
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.000
    41.75    60.75    1986     0.309
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.024
    41.75    60.75    1991     0.827
    41.75    60.75    1992     3.234
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.154
    41.75    60.75    1995     0.434
    41.75    60.75    1996     1.312
    41.75    60.75    1997     3.196
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.574
    41.75    60.75    2000     1.283
    41.75    60.75    2001     4.537
    41.75    60.75    2002     2.067
    41.75    60.75    2003     2.476
    41.75    60.75    2004     2.329
    41.75    60.75    2005     1.880
    41.75    60.75    2006     1.703
    41.75    60.75    2007     1.077
    41.75    60.75    2008     0.427
    41.75    60.75    2009     0.841
    41.75    60.75    2010     2.904
   142.25   -20.25    1980    28.966
   142.25   -20.25    1981    25.890
   142.25   -20.25    1982    41.771
   142.25   -20.25    1983    43.320
   142.25   -20.25    1984    41.614
   142.25   -20.25    1985    38.613
   142.25   -20.25    1986    34.995
   142.25   -20.25    1987    36.286
   142.25   -20.25    1988    33.262
   142.25   -20.25    1989    34.406
   142.25   -20.25    1990    63.462
   142.25   -20.25    1991    41.368
   142.25   -20.25    1992    36.788
   142.25   -20.25    1993    27.353
   142.25   -20.25    1994    53.646
   142.25   -20.25    1995    32.888
   142.25   -20.25    1996    31.598
   142.25   -20.25    1997    36.647
   142.25   -20.25    1998    38.474
   142.25   -20.25    1999    31.238
   142.25   -20.25    2000    27.440
   142.25   -20.25    2001    45.468
   142.25   -20.25    2002    52.771
   142.25   -20.25    2003    42.182
   142.25   -20.25    2004    46.963
   142.25   -20.25    2005    42.015
   142.25   -20.25    2006    54.544
   142.25   -20.25    2007    52.001
   142.25   -20.25    2008    48.015
   142.25   -20.25    2009    41.934
   142.25   -20.25    2010    21.187
