      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   109.9128    16.1162     0.0000     0.0153     0.0040     0.0000
    41.75    60.75    1981   101.4678    11.7227     0.0000     0.0205     0.0101     0.0000
    41.75    60.75    1982    97.2158     0.0086     0.0000     0.0218     0.0111     0.0000
    41.75    60.75    1983    94.2350     7.9892     0.0000     0.0174     0.0079     0.0000
    41.75    60.75    1984    98.5808     7.4970     0.0000     0.0270     0.0183     0.0001
    41.75    60.75    1985    94.7167    13.9780     0.0000     0.0347     0.0251     0.0000
    41.75    60.75    1986   101.1574     6.7998     0.0000     0.0413     0.0295     0.0001
    41.75    60.75    1987   103.9609    11.9019     0.0000     0.0418     0.0328     0.0000
    41.75    60.75    1988    95.4628    13.7568     0.0000     0.0354     0.0197     0.0000
    41.75    60.75    1989    88.2383     6.4488     0.0000     0.0169     0.0085     0.0001
    41.75    60.75    1990    84.4137     8.8847     0.0000     0.0110     0.0024     0.0000
    41.75    60.75    1991    80.7652    10.0505     0.0000     0.0297     0.0217     0.0000
    41.75    60.75    1992    81.5377    24.8253     0.0143     0.0425     0.0300     0.0000
    41.75    60.75    1993    84.1912     7.5236     0.0000     0.0110     0.0026     0.0000
    41.75    60.75    1994    86.4262    12.6898     0.0000     0.0193     0.0111     0.0000
    41.75    60.75    1995    88.1649    12.0166     0.0000     0.0226     0.0147     0.0000
    41.75    60.75    1996    87.2064     7.9257     0.0000     0.0509     0.0443     0.0000
    41.75    60.75    1997    90.5372    15.5275     0.0000     0.0135     0.0043     0.0000
    41.75    60.75    1998    92.5587     5.8929     0.0000     0.0187     0.0102     0.0000
    41.75    60.75    1999    87.7987    14.8992     0.0000     0.0184     0.0100     0.0000
    41.75    60.75    2000    85.1144     9.3789     0.0000     0.0320     0.0241     0.0000
    41.75    60.75    2001    81.9828    17.0844     0.0000     0.0366     0.0294     0.0000
    41.75    60.75    2002    79.8297    20.5986     0.0000     0.0162     0.0083     0.0000
    41.75    60.75    2003    81.5212     8.9286     0.0000     0.0154     0.0070     0.0000
    41.75    60.75    2004    75.7739     7.7974     0.0000     0.0175     0.0100     0.0000
    41.75    60.75    2005    72.6353    15.1714     0.0000     0.0311     0.0243     0.0000
    41.75    60.75    2006    72.5892     7.0773     0.0000     0.0277     0.0188     0.0000
    41.75    60.75    2007    69.4010    10.5230     0.0000     0.0114     0.0045     0.0000
    41.75    60.75    2008    67.8851     5.0953     0.0000     0.0271     0.0204     0.0000
    41.75    60.75    2009    67.8952     7.8983     0.0000     0.0346     0.0282     0.0000
    41.75    60.75    2010    71.5625    10.0652     0.0000     0.0436     0.0386     0.0000
   142.25   -20.25    1980    14.6553    45.3190     0.9548     0.0647     0.0656     0.0001
   142.25   -20.25    1981    13.6435    36.3928     0.8930     0.0751     0.0762     0.0001
   142.25   -20.25    1982    13.4553    40.7906     0.8741     0.0617     0.0624     0.0001
   142.25   -20.25    1983    14.2038    39.1408     0.9589     0.0822     0.0832     0.0001
   142.25   -20.25    1984    13.8706    33.9157     0.8083     0.0829     0.0838     0.0001
   142.25   -20.25    1985    13.4224    41.8783     1.9553     0.0956     0.1014     0.0005
   142.25   -20.25    1986    15.3139    53.1535     1.4542     0.0868     0.0891     0.0002
   142.25   -20.25    1987    12.8802    39.2479     2.0726     0.0368     0.0452     0.0016
   142.25   -20.25    1988    14.7022    41.9765     3.9220     0.0591     0.0887     0.0096
   142.25   -20.25    1989    15.1754    31.1696     0.9782     0.1250     0.1265     0.0001
   142.25   -20.25    1990    10.9911    32.0620     0.9122     0.0645     0.0658     0.0001
   142.25   -20.25    1991    11.7624    35.4310     0.6342     0.0480     0.0483     0.0000
   142.25   -20.25    1992    14.9010    43.9325     2.0528     0.0702     0.0766     0.0007
   142.25   -20.25    1993    15.8910    40.2662     1.9096     0.0921     0.0996     0.0009
   142.25   -20.25    1994    11.6379    40.8560     0.5752     0.0430     0.0432     0.0000
   142.25   -20.25    1995    13.7815    39.0387     2.1559     0.0476     0.0572     0.0013
   142.25   -20.25    1996    11.8604    35.4876     1.4239     0.0992     0.1028     0.0003
   142.25   -20.25    1997    14.1607    23.2316     2.7540     0.0290     0.0543     0.0145
   142.25   -20.25    1998    11.1611    27.5172     2.1036     0.0516     0.0596     0.0073
   142.25   -20.25    1999    13.3436    26.9307     2.3466     0.0403     0.0555     0.0074
   142.25   -20.25    2000    14.4185    17.2346     3.1034     0.0149     0.0626     0.0590
   142.25   -20.25    2001    10.2462    26.9942     2.1173     0.0702     0.0825     0.0014
   142.25   -20.25    2002    11.8085    40.5192     0.6910     0.0391     0.0393     0.0000
   142.25   -20.25    2003    13.8847    38.5036     2.7502     0.0462     0.0608     0.0054
   142.25   -20.25    2004    12.7415    29.8130     2.6038     0.0395     0.0579     0.0134
   142.25   -20.25    2005    11.3109    42.7419     1.6178     0.0824     0.0861     0.0003
   142.25   -20.25    2006    10.1556    30.7041     0.7107     0.0456     0.0462     0.0001
   142.25   -20.25    2007    12.2855    25.0911     2.9879     0.0252     0.0615     0.0142
   142.25   -20.25    2008     9.7848    31.1254     1.4833     0.0503     0.0541     0.0004
   142.25   -20.25    2009    14.1762    33.5927     2.0005     0.0454     0.0532     0.0033
   142.25   -20.25    2010    15.3703    14.9687     2.8320     0.0102     0.0630     0.0536
