      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.025493    7.087232    6.670445    0.010310
    41.75    60.75    1981    0.041667   10.594848    9.302821    0.001651
    41.75    60.75    1982    0.024945    6.967761    6.230309    0.000042
    41.75    60.75    1983    0.030379    8.505767    8.167452    0.028302
    41.75    60.75    1984    0.028490    7.465977    7.033984    0.002461
    41.75    60.75    1985    0.027120    7.250647    6.756596    0.004596
    41.75    60.75    1986    0.022916    6.166239    5.822615    0.016212
    41.75    60.75    1987    0.023805    6.662977    6.395698    0.005077
    41.75    60.75    1988    0.037675   10.505937    9.901113    0.000000
    41.75    60.75    1989    0.038475   10.275804    9.659405    0.022495
    41.75    60.75    1990    0.025975    7.015963    6.577912    0.003111
    41.75    60.75    1991    0.029564    8.400330    7.773588    0.000000
    41.75    60.75    1992    0.023463    6.113476    4.993947    0.000008
    41.75    60.75    1993    0.022316    5.385338    5.103254    0.001893
    41.75    60.75    1994    0.021968    5.286254    4.821027    0.031772
    41.75    60.75    1995    0.032077    8.938329    8.389041    0.000036
    41.75    60.75    1996    0.022613    6.146032    5.642062    0.000197
    41.75    60.75    1997    0.024017    6.273737    5.276371    0.000397
    41.75    60.75    1998    0.027928    6.614710    6.349382    0.033694
    41.75    60.75    1999    0.035425    9.520033    8.438781    0.000006
    41.75    60.75    2000    0.031709    8.291826    7.550632    0.000000
    41.75    60.75    2001    0.027639    6.783727    5.537507    0.000036
    41.75    60.75    2002    0.026338    6.876784    5.918766    0.001307
    41.75    60.75    2003    0.027069    6.509468    5.704691    0.043674
    41.75    60.75    2004    0.026772    7.244444    6.549649    0.001640
    41.75    60.75    2005    0.031884    8.577304    7.575848    0.000000
    41.75    60.75    2006    0.027058    6.678503    5.892291    0.008622
    41.75    60.75    2007    0.026754    6.843831    6.620020    0.080439
    41.75    60.75    2008    0.020615    5.361394    5.066995    0.015020
    41.75    60.75    2009    0.022914    5.845587    5.302145    0.001201
    41.75    60.75    2010    0.034270    7.993274    6.801691    0.001888
   142.25   -20.25    1980    0.033156    9.730278   10.075106    0.126909
   142.25   -20.25    1981    0.034673    8.968312   10.416849    0.503766
   142.25   -20.25    1982    0.029651    9.360698    9.696969    0.115096
   142.25   -20.25    1983    0.028742    9.133969   10.979740    0.704679
   142.25   -20.25    1984    0.028809    8.042101    8.755910    0.243291
   142.25   -20.25    1985    0.032324   10.160932   12.073664    0.433501
   142.25   -20.25    1986    0.034371   10.425350   10.772855    0.042296
   142.25   -20.25    1987    0.031751    9.381576    9.953231    0.120588
   142.25   -20.25    1988    0.031059    9.664716   10.843161    0.266333
   142.25   -20.25    1989    0.031242    8.720172    9.303334    0.169610
   142.25   -20.25    1990    0.026208    8.939120   11.759675    1.655664
   142.25   -20.25    1991    0.030642    8.644723    9.072493    0.274687
   142.25   -20.25    1992    0.033308    9.849064   10.856060    0.233043
   142.25   -20.25    1993    0.033592    9.262559   10.486355    0.295504
   142.25   -20.25    1994    0.030478    9.380869    9.726222    0.123193
   142.25   -20.25    1995    0.032368    9.309140   10.226926    0.203308
   142.25   -20.25    1996    0.032136    9.379144   10.154729    0.213471
   142.25   -20.25    1997    0.030067    7.527452    8.126755    0.230670
   142.25   -20.25    1998    0.033335   10.072560   11.366564    0.280282
   142.25   -20.25    1999    0.031235    8.323616    9.105163    0.228974
   142.25   -20.25    2000    0.030407    7.687123    9.191346    0.528697
   142.25   -20.25    2001    0.030080    8.722297    9.583750    0.264389
   142.25   -20.25    2002    0.028152    8.310292    8.944099    0.276736
   142.25   -20.25    2003    0.033784    9.494781   10.388969    0.257520
   142.25   -20.25    2004    0.029919    7.692554    8.210184    0.290747
   142.25   -20.25    2005    0.033890   10.805500   11.733015    0.227796
   142.25   -20.25    2006    0.026136    7.624098    8.665047    0.359903
   142.25   -20.25    2007    0.027733    8.217389   10.728428    0.828695
   142.25   -20.25    2008    0.029441    8.916413    9.641857    0.246380
   142.25   -20.25    2009    0.029837    7.424623    7.888360    0.369112
   142.25   -20.25    2010    0.035858    7.615317    9.474969    0.689698
