      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   108.7194    15.2951     0.0000     0.0151     0.0039     0.0000
    41.75    60.75    1981    99.2669    11.2073     0.0000     0.0200     0.0098     0.0000
    41.75    60.75    1982    93.9795     0.0083     0.0000     0.0210     0.0107     0.0000
    41.75    60.75    1983    92.1239     7.5131     0.0000     0.0170     0.0077     0.0000
    41.75    60.75    1984    98.4584     6.8785     0.0000     0.0267     0.0179     0.0001
    41.75    60.75    1985    93.5209    13.4058     0.0000     0.0344     0.0250     0.0000
    41.75    60.75    1986   100.5532     6.4936     0.0000     0.0410     0.0293     0.0001
    41.75    60.75    1987   103.7249    11.5775     0.0000     0.0416     0.0327     0.0000
    41.75    60.75    1988    96.6447    13.3516     0.0000     0.0357     0.0199     0.0000
    41.75    60.75    1989    92.3560     6.0011     0.0000     0.0175     0.0086     0.0001
    41.75    60.75    1990    87.0915     8.6456     0.0000     0.0113     0.0024     0.0000
    41.75    60.75    1991    83.1048     9.5674     0.0000     0.0305     0.0222     0.0000
    41.75    60.75    1992    81.0250    23.1338     0.0127     0.0429     0.0305     0.0000
    41.75    60.75    1993    83.4624     7.1706     0.0000     0.0109     0.0026     0.0000
    41.75    60.75    1994    85.0093    12.1555     0.0000     0.0190     0.0108     0.0000
    41.75    60.75    1995    88.4266    10.6074     0.0000     0.0224     0.0146     0.0000
    41.75    60.75    1996    85.7005     7.8180     0.0000     0.0498     0.0434     0.0000
    41.75    60.75    1997    88.3755    15.0001     0.0000     0.0132     0.0042     0.0000
    41.75    60.75    1998    90.6910     5.6140     0.0000     0.0183     0.0099     0.0000
    41.75    60.75    1999    85.8300    13.9547     0.0000     0.0178     0.0095     0.0000
    41.75    60.75    2000    83.6752     9.4927     0.0000     0.0314     0.0237     0.0000
    41.75    60.75    2001    79.1095    15.8161     0.0000     0.0354     0.0285     0.0000
    41.75    60.75    2002    76.2622    18.9018     0.0000     0.0155     0.0080     0.0000
    41.75    60.75    2003    77.4697     8.7073     0.0000     0.0146     0.0066     0.0000
    41.75    60.75    2004    71.0963     7.3836     0.0000     0.0163     0.0094     0.0000
    41.75    60.75    2005    68.3006    13.9340     0.0000     0.0293     0.0229     0.0000
    41.75    60.75    2006    67.8797     6.4779     0.0000     0.0258     0.0175     0.0000
    41.75    60.75    2007    65.1293     9.7051     0.0000     0.0107     0.0042     0.0000
    41.75    60.75    2008    63.7454     4.7618     0.0000     0.0255     0.0191     0.0000
    41.75    60.75    2009    63.6565     7.2571     0.0000     0.0325     0.0265     0.0000
    41.75    60.75    2010    67.9876     9.3979     0.0000     0.0412     0.0365     0.0000
   142.25   -20.25    1980    13.5532    49.9730     0.9670     0.0745     0.0752     0.0001
   142.25   -20.25    1981    12.9416    42.7558     0.9773     0.0862     0.0871     0.0001
   142.25   -20.25    1982    14.7651    47.6557     0.8668     0.0683     0.0689     0.0000
   142.25   -20.25    1983    14.1680    46.4928     1.0858     0.0879     0.0888     0.0001
   142.25   -20.25    1984    14.6467    39.3561     0.7608     0.0891     0.0897     0.0001
   142.25   -20.25    1985    13.8575    48.9003     2.3130     0.1048     0.1106     0.0005
   142.25   -20.25    1986    13.7259    58.9810     1.5105     0.0933     0.0953     0.0001
   142.25   -20.25    1987    13.2752    46.1631     2.3903     0.0516     0.0589     0.0014
   142.25   -20.25    1988    14.2492    46.0976     4.7925     0.0431     0.0892     0.0128
   142.25   -20.25    1989    16.5692    38.2681     1.2460     0.1451     0.1468     0.0001
   142.25   -20.25    1990    11.6574    36.0525     0.8349     0.0704     0.0714     0.0001
   142.25   -20.25    1991    13.4615    42.1676     0.6551     0.0546     0.0548     0.0000
   142.25   -20.25    1992    14.3273    48.7898     2.4321     0.0818     0.0882     0.0007
   142.25   -20.25    1993    15.5160    45.1932     2.3577     0.1046     0.1129     0.0009
   142.25   -20.25    1994    14.4106    48.2171     0.5995     0.0498     0.0499     0.0000
   142.25   -20.25    1995    13.7944    44.6980     2.4022     0.0593     0.0674     0.0011
   142.25   -20.25    1996    12.6275    42.2857     1.5701     0.1025     0.1056     0.0002
   142.25   -20.25    1997    16.9019    28.7635     3.6991     0.0318     0.0741     0.0231
   142.25   -20.25    1998    11.2497    31.3417     2.1711     0.0574     0.0640     0.0079
   142.25   -20.25    1999    14.6077    32.9363     3.1842     0.0445     0.0673     0.0078
   142.25   -20.25    2000    16.4090    22.0139     3.8515     0.0172     0.0756     0.0729
   142.25   -20.25    2001    12.4628    31.5971     1.9831     0.0734     0.0829     0.0012
   142.25   -20.25    2002    13.9686    45.1311     0.7396     0.0450     0.0454     0.0000
   142.25   -20.25    2003    14.9055    43.2268     3.2750     0.0650     0.0807     0.0045
   142.25   -20.25    2004    14.9755    33.9754     2.9918     0.0502     0.0704     0.0108
   142.25   -20.25    2005    12.1917    45.4381     1.4439     0.0882     0.0910     0.0002
   142.25   -20.25    2006    13.5818    36.3390     0.6847     0.0501     0.0505     0.0000
   142.25   -20.25    2007    13.2017    28.2487     2.8914     0.0378     0.0631     0.0099
   142.25   -20.25    2008    12.4761    36.2108     1.4191     0.0506     0.0537     0.0004
   142.25   -20.25    2009    15.5035    37.6277     2.3173     0.0596     0.0674     0.0040
   142.25   -20.25    2010    16.7944    17.4426     3.3337     0.0122     0.0752     0.0643
