      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    95.2363    15.6822     0.0000     0.0133     0.0035     0.0000
    41.75    60.75    1981    88.9756    11.3180     0.0000     0.0181     0.0090     0.0000
    41.75    60.75    1982    81.1677     0.0072     0.0000     0.0182     0.0093     0.0000
    41.75    60.75    1983    78.3492     7.6174     0.0000     0.0145     0.0066     0.0000
    41.75    60.75    1984    84.2889     7.0064     0.0000     0.0232     0.0158     0.0002
    41.75    60.75    1985    78.8430    13.1391     0.0000     0.0286     0.0206     0.0000
    41.75    60.75    1986    85.6330     6.5978     0.0000     0.0349     0.0250     0.0001
    41.75    60.75    1987    88.5851    11.3186     0.0000     0.0356     0.0279     0.0000
    41.75    60.75    1988    81.3106    14.2718     0.0000     0.0302     0.0168     0.0000
    41.75    60.75    1989    77.7397     6.2428     0.0000     0.0149     0.0075     0.0002
    41.75    60.75    1990    71.4829     8.4242     0.0000     0.0093     0.0020     0.0000
    41.75    60.75    1991    68.9854     9.5679     0.0000     0.0254     0.0185     0.0000
    41.75    60.75    1992    68.1741    25.0438     0.0164     0.0346     0.0240     0.0000
    41.75    60.75    1993    65.9474     7.0735     0.0000     0.0086     0.0021     0.0000
    41.75    60.75    1994    66.6480    11.4962     0.0000     0.0150     0.0086     0.0000
    41.75    60.75    1995    74.5598    10.4525     0.0000     0.0191     0.0125     0.0000
    41.75    60.75    1996    71.2095     7.6735     0.0000     0.0422     0.0369     0.0000
    41.75    60.75    1997    75.2950    15.6915     0.0000     0.0112     0.0036     0.0000
    41.75    60.75    1998    75.5889     5.5172     0.0000     0.0153     0.0084     0.0000
    41.75    60.75    1999    75.0681    14.0500     0.0000     0.0158     0.0086     0.0000
    41.75    60.75    2000    71.8487     9.2167     0.0000     0.0271     0.0204     0.0000
    41.75    60.75    2001    67.3925    16.2843     0.0000     0.0299     0.0240     0.0000
    41.75    60.75    2002    65.0898    19.5950     0.0000     0.0130     0.0065     0.0000
    41.75    60.75    2003    66.0932     8.3936     0.0000     0.0125     0.0057     0.0000
    41.75    60.75    2004    58.8073     6.8044     0.0000     0.0137     0.0079     0.0000
    41.75    60.75    2005    59.2750    14.1308     0.0000     0.0252     0.0197     0.0000
    41.75    60.75    2006    58.9596     6.7036     0.0000     0.0225     0.0153     0.0000
    41.75    60.75    2007    53.6167     9.2610     0.0000     0.0088     0.0035     0.0000
    41.75    60.75    2008    48.1419     4.4358     0.0000     0.0194     0.0146     0.0000
    41.75    60.75    2009    49.1871     6.8589     0.0000     0.0249     0.0203     0.0000
    41.75    60.75    2010    57.7316     9.2160     0.0000     0.0352     0.0312     0.0000
   142.25   -20.25    1980    13.8928    43.6938     0.8671     0.0666     0.0673     0.0001
   142.25   -20.25    1981    12.8505    35.0489     0.8237     0.0769     0.0777     0.0001
   142.25   -20.25    1982    12.6045    39.3240     0.8064     0.0633     0.0638     0.0000
   142.25   -20.25    1983    13.3188    37.6187     0.8825     0.0832     0.0840     0.0001
   142.25   -20.25    1984    13.4389    32.9888     0.7366     0.0839     0.0846     0.0001
   142.25   -20.25    1985    12.7488    39.1316     1.7719     0.0955     0.1003     0.0004
   142.25   -20.25    1986    14.0294    49.7419     1.3258     0.0874     0.0893     0.0001
   142.25   -20.25    1987    12.0456    37.2095     1.8907     0.0364     0.0433     0.0014
   142.25   -20.25    1988    13.9863    39.4739     3.5343     0.0525     0.0776     0.0079
   142.25   -20.25    1989    14.6462    29.2318     0.8877     0.1276     0.1288     0.0001
   142.25   -20.25    1990    10.5102    31.2509     0.8136     0.0658     0.0668     0.0001
   142.25   -20.25    1991    10.9146    34.1156     0.5836     0.0492     0.0495     0.0000
   142.25   -20.25    1992    14.1343    42.4694     1.9193     0.0705     0.0758     0.0006
   142.25   -20.25    1993    15.1825    38.7380     1.7975     0.0926     0.0989     0.0008
   142.25   -20.25    1994    10.9534    39.0558     0.5218     0.0448     0.0450     0.0000
   142.25   -20.25    1995    12.9299    37.2651     1.9747     0.0477     0.0555     0.0011
   142.25   -20.25    1996    11.3377    33.2922     1.2846     0.0985     0.1014     0.0002
   142.25   -20.25    1997    13.7837    22.1999     2.4118     0.0266     0.0463     0.0119
   142.25   -20.25    1998    10.8113    26.8394     1.8892     0.0513     0.0576     0.0058
   142.25   -20.25    1999    12.9615    25.8412     2.1346     0.0390     0.0513     0.0058
   142.25   -20.25    2000    14.2704    16.7710     2.6501     0.0143     0.0475     0.0404
   142.25   -20.25    2001     9.8902    25.6594     1.9190     0.0696     0.0796     0.0012
   142.25   -20.25    2002    10.5730    38.0366     0.6472     0.0408     0.0410     0.0000
   142.25   -20.25    2003    13.0328    36.2011     2.4505     0.0454     0.0570     0.0043
   142.25   -20.25    2004    12.4271    28.4836     2.2796     0.0371     0.0515     0.0105
   142.25   -20.25    2005    10.1521    39.2755     1.4421     0.0836     0.0867     0.0002
   142.25   -20.25    2006     9.5406    29.3550     0.6232     0.0467     0.0471     0.0000
   142.25   -20.25    2007    11.7474    24.1002     2.7147     0.0245     0.0541     0.0117
   142.25   -20.25    2008     9.1396    29.6466     1.3729     0.0492     0.0524     0.0003
   142.25   -20.25    2009    13.0309    31.7167     1.8683     0.0441     0.0510     0.0032
   142.25   -20.25    2010    15.3672    14.5844     2.4620     0.0098     0.0490     0.0398
