      Lon      Lat    Year     Total
    41.75    60.75    1980     0.454
    41.75    60.75    1981     1.882
    41.75    60.75    1982     3.446
    41.75    60.75    1983     0.206
    41.75    60.75    1984     0.021
    41.75    60.75    1985     0.431
    41.75    60.75    1986     0.582
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.135
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.334
    41.75    60.75    1991     1.123
    41.75    60.75    1992     4.985
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.948
    41.75    60.75    1995     0.471
    41.75    60.75    1996     1.990
    41.75    60.75    1997     4.364
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.076
    41.75    60.75    2000     1.867
    41.75    60.75    2001     6.068
    41.75    60.75    2002     3.294
    41.75    60.75    2003     3.562
    41.75    60.75    2004     3.246
    41.75    60.75    2005     3.025
    41.75    60.75    2006     2.773
    41.75    60.75    2007     1.540
    41.75    60.75    2008     0.803
    41.75    60.75    2009     1.614
    41.75    60.75    2010     3.767
   142.25   -20.25    1980    28.966
   142.25   -20.25    1981    25.890
   142.25   -20.25    1982    41.486
   142.25   -20.25    1983    42.761
   142.25   -20.25    1984    40.507
   142.25   -20.25    1985    39.457
   142.25   -20.25    1986    34.561
   142.25   -20.25    1987    36.148
   142.25   -20.25    1988    33.358
   142.25   -20.25    1989    34.177
   142.25   -20.25    1990    62.134
   142.25   -20.25    1991    41.445
   142.25   -20.25    1992    36.887
   142.25   -20.25    1993    27.372
   142.25   -20.25    1994    52.421
   142.25   -20.25    1995    31.839
   142.25   -20.25    1996    31.236
   142.25   -20.25    1997    36.387
   142.25   -20.25    1998    37.547
   142.25   -20.25    1999    31.513
   142.25   -20.25    2000    27.369
   142.25   -20.25    2001    44.924
   142.25   -20.25    2002    53.407
   142.25   -20.25    2003    41.816
   142.25   -20.25    2004    46.480
   142.25   -20.25    2005    42.767
   142.25   -20.25    2006    54.297
   142.25   -20.25    2007    50.428
   142.25   -20.25    2008    46.528
   142.25   -20.25    2009    41.980
   142.25   -20.25    2010    20.847
