      Lon      Lat    Year     Total
    41.75    60.75    1980     0.379
    41.75    60.75    1981     1.855
    41.75    60.75    1982     3.172
    41.75    60.75    1983     0.141
    41.75    60.75    1984     0.018
    41.75    60.75    1985     0.214
    41.75    60.75    1986     0.488
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.124
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.166
    41.75    60.75    1991     1.057
    41.75    60.75    1992     4.504
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.852
    41.75    60.75    1995     0.430
    41.75    60.75    1996     1.552
    41.75    60.75    1997     3.996
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.081
    41.75    60.75    2000     1.938
    41.75    60.75    2001     5.924
    41.75    60.75    2002     3.091
    41.75    60.75    2003     3.505
    41.75    60.75    2004     3.136
    41.75    60.75    2005     2.835
    41.75    60.75    2006     2.330
    41.75    60.75    2007     1.440
    41.75    60.75    2008     0.543
    41.75    60.75    2009     1.412
    41.75    60.75    2010     3.679
   142.25   -20.25    1980    25.839
   142.25   -20.25    1981    23.184
   142.25   -20.25    1982    37.642
   142.25   -20.25    1983    38.505
   142.25   -20.25    1984    37.036
   142.25   -20.25    1985    34.758
   142.25   -20.25    1986    31.122
   142.25   -20.25    1987    32.497
   142.25   -20.25    1988    29.527
   142.25   -20.25    1989    30.815
   142.25   -20.25    1990    58.405
   142.25   -20.25    1991    37.025
   142.25   -20.25    1992    32.742
   142.25   -20.25    1993    23.820
   142.25   -20.25    1994    49.147
   142.25   -20.25    1995    29.045
   142.25   -20.25    1996    27.811
   142.25   -20.25    1997    32.706
   142.25   -20.25    1998    33.775
   142.25   -20.25    1999    27.480
   142.25   -20.25    2000    23.516
   142.25   -20.25    2001    40.838
   142.25   -20.25    2002    48.204
   142.25   -20.25    2003    37.282
   142.25   -20.25    2004    43.742
   142.25   -20.25    2005    37.344
   142.25   -20.25    2006    49.911
   142.25   -20.25    2007    47.961
   142.25   -20.25    2008    42.813
   142.25   -20.25    2009    38.475
   142.25   -20.25    2010    18.669
