      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    91.4641    15.7153     0.0000     0.0127     0.0033     0.0000
    41.75    60.75    1981    85.0190    10.7238     0.0000     0.0173     0.0085     0.0000
    41.75    60.75    1982    75.4487     0.0067     0.0000     0.0169     0.0086     0.0000
    41.75    60.75    1983    73.8341     7.1892     0.0000     0.0136     0.0062     0.0000
    41.75    60.75    1984    80.7506     6.8032     0.0000     0.0221     0.0150     0.0001
    41.75    60.75    1985    73.6807    12.1081     0.0000     0.0269     0.0194     0.0000
    41.75    60.75    1986    81.2760     6.4142     0.0000     0.0332     0.0238     0.0001
    41.75    60.75    1987    84.4228    10.8267     0.0000     0.0339     0.0266     0.0000
    41.75    60.75    1988    77.0132    12.6748     0.0000     0.0286     0.0159     0.0000
    41.75    60.75    1989    73.6136     5.8176     0.0000     0.0141     0.0071     0.0001
    41.75    60.75    1990    65.3302     7.5923     0.0000     0.0085     0.0018     0.0000
    41.75    60.75    1991    64.3213     8.8226     0.0000     0.0236     0.0172     0.0000
    41.75    60.75    1992    62.9035    22.6659     0.0142     0.0324     0.0227     0.0000
    41.75    60.75    1993    59.9661     6.3601     0.0000     0.0078     0.0018     0.0000
    41.75    60.75    1994    60.3328    10.3169     0.0000     0.0135     0.0077     0.0000
    41.75    60.75    1995    71.1698    10.2025     0.0000     0.0181     0.0118     0.0000
    41.75    60.75    1996    66.2028     6.8094     0.0000     0.0387     0.0338     0.0000
    41.75    60.75    1997    69.8824    13.8066     0.0000     0.0104     0.0033     0.0000
    41.75    60.75    1998    70.4756     5.1385     0.0000     0.0143     0.0078     0.0000
    41.75    60.75    1999    70.7266    13.2081     0.0000     0.0148     0.0080     0.0000
    41.75    60.75    2000    67.6460     8.9100     0.0000     0.0254     0.0192     0.0000
    41.75    60.75    2001    61.9549    14.8430     0.0000     0.0275     0.0221     0.0000
    41.75    60.75    2002    58.6225    16.9575     0.0000     0.0119     0.0061     0.0000
    41.75    60.75    2003    59.7534     7.1515     0.0000     0.0112     0.0051     0.0000
    41.75    60.75    2004    52.2431     6.1459     0.0000     0.0121     0.0069     0.0000
    41.75    60.75    2005    54.6468    12.9917     0.0000     0.0233     0.0182     0.0000
    41.75    60.75    2006    53.8385     5.9986     0.0000     0.0205     0.0139     0.0000
    41.75    60.75    2007    48.8120     8.4001     0.0000     0.0080     0.0032     0.0000
    41.75    60.75    2008    41.8963     3.7388     0.0000     0.0167     0.0125     0.0000
    41.75    60.75    2009    44.0699     6.1298     0.0000     0.0224     0.0182     0.0000
    41.75    60.75    2010    53.8344     8.6028     0.0000     0.0328     0.0290     0.0000
   142.25   -20.25    1980    10.0497    31.0089     0.7191     0.0659     0.0665     0.0000
   142.25   -20.25    1981     9.7772    24.1390     0.6951     0.0757     0.0765     0.0001
   142.25   -20.25    1982     8.2647    29.5852     0.7083     0.0631     0.0636     0.0000
   142.25   -20.25    1983    10.8673    29.4204     0.7780     0.0822     0.0829     0.0001
   142.25   -20.25    1984    10.7756    24.9999     0.6428     0.0842     0.0848     0.0000
   142.25   -20.25    1985    10.8655    29.0965     1.4396     0.0907     0.0948     0.0003
   142.25   -20.25    1986    10.0636    37.6558     1.1726     0.0862     0.0880     0.0001
   142.25   -20.25    1987     8.9004    27.8990     1.6419     0.0287     0.0350     0.0012
   142.25   -20.25    1988    11.0629    28.0514     2.2018     0.0305     0.0432     0.0060
   142.25   -20.25    1989    12.7222    21.4092     0.7238     0.1241     0.1251     0.0001
   142.25   -20.25    1990     8.1748    25.0962     0.7205     0.0665     0.0673     0.0001
   142.25   -20.25    1991     7.5471    26.6779     0.5028     0.0492     0.0494     0.0000
   142.25   -20.25    1992    11.2297    32.8600     1.5889     0.0640     0.0687     0.0005
   142.25   -20.25    1993    12.4958    27.8622     1.4183     0.0850     0.0903     0.0006
   142.25   -20.25    1994     8.6706    32.4561     0.4366     0.0451     0.0452     0.0000
   142.25   -20.25    1995     9.6000    27.6957     1.6798     0.0418     0.0487     0.0009
   142.25   -20.25    1996    10.0995    25.8662     1.1062     0.0974     0.1000     0.0002
   142.25   -20.25    1997    11.9676    17.3391     1.5921     0.0187     0.0290     0.0080
   142.25   -20.25    1998     9.0922    20.3869     1.4145     0.0484     0.0529     0.0046
   142.25   -20.25    1999    11.2147    19.5182     1.5689     0.0280     0.0369     0.0047
   142.25   -20.25    2000    13.8393    13.9201     1.8339     0.0125     0.0311     0.0217
   142.25   -20.25    2001     9.9267    22.5097     1.6578     0.0705     0.0785     0.0010
   142.25   -20.25    2002     8.4016    31.0520     0.5439     0.0409     0.0411     0.0000
   142.25   -20.25    2003    10.7432    28.2630     1.9169     0.0324     0.0416     0.0036
   142.25   -20.25    2004    12.5508    25.7139     2.0136     0.0373     0.0493     0.0087
   142.25   -20.25    2005     8.2560    31.8530     1.2611     0.0842     0.0868     0.0002
   142.25   -20.25    2006     8.8302    25.9304     0.5438     0.0471     0.0475     0.0000
   142.25   -20.25    2007    10.7120    20.0983     2.3878     0.0218     0.0468     0.0099
   142.25   -20.25    2008     8.6310    26.1923     1.2224     0.0495     0.0522     0.0003
   142.25   -20.25    2009    10.7737    24.6562     1.4706     0.0382     0.0434     0.0024
   142.25   -20.25    2010    15.5416    13.1235     2.0375     0.0094     0.0390     0.0299
