      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.021131    5.843421    5.457308    0.006291
    41.75    60.75    1981    0.033638    8.395550    7.228402    0.001992
    41.75    60.75    1982    0.020081    5.548805    4.857116    0.000090
    41.75    60.75    1983    0.024163    6.765460    6.422093    0.015072
    41.75    60.75    1984    0.023091    6.064438    5.677592    0.002524
    41.75    60.75    1985    0.021458    5.644329    5.193481    0.004146
    41.75    60.75    1986    0.018322    4.961190    4.661891    0.018976
    41.75    60.75    1987    0.019172    5.315848    5.076624    0.007242
    41.75    60.75    1988    0.030156    8.362777    7.803941    0.000000
    41.75    60.75    1989    0.031973    8.554632    8.033731    0.020844
    41.75    60.75    1990    0.021417    5.698230    5.290364    0.003712
    41.75    60.75    1991    0.023517    6.606114    6.050604    0.000000
    41.75    60.75    1992    0.017830    4.567868    3.599419    0.000000
    41.75    60.75    1993    0.017179    4.383659    4.143603    0.001719
    41.75    60.75    1994    0.015249    3.587721    3.266944    0.040561
    41.75    60.75    1995    0.024289    6.815776    6.402383    0.000083
    41.75    60.75    1996    0.017838    4.769296    4.309319    0.000058
    41.75    60.75    1997    0.018178    4.717513    3.881080    0.000648
    41.75    60.75    1998    0.021540    5.149847    4.949622    0.035674
    41.75    60.75    1999    0.027524    7.270343    6.352367    0.000006
    41.75    60.75    2000    0.025296    6.662782    5.990187    0.000000
    41.75    60.75    2001    0.020747    5.022391    3.947490    0.000048
    41.75    60.75    2002    0.019796    5.046158    4.218553    0.001487
    41.75    60.75    2003    0.020096    4.806536    4.137122    0.043383
    41.75    60.75    2004    0.019523    5.111110    4.526663    0.002208
    41.75    60.75    2005    0.023171    6.089060    5.249782    0.000000
    41.75    60.75    2006    0.020387    4.943113    4.256914    0.005621
    41.75    60.75    2007    0.019434    5.023527    4.950302    0.088586
    41.75    60.75    2008    0.014357    3.847037    3.618937    0.012365
    41.75    60.75    2009    0.014897    3.662106    3.257170    0.000936
    41.75    60.75    2010    0.023932    5.621948    4.713143    0.002402
   142.25   -20.25    1980    0.032377    9.469517    9.746217    0.086180
   142.25   -20.25    1981    0.033081    8.616295    9.714589    0.350868
   142.25   -20.25    1982    0.029423    9.236631    9.546599    0.105189
   142.25   -20.25    1983    0.028505    9.127382   10.725054    0.609437
   142.25   -20.25    1984    0.028274    7.908401    8.480337    0.173625
   142.25   -20.25    1985    0.031355    9.955107   11.552959    0.365504
   142.25   -20.25    1986    0.034318   10.449540   10.755696    0.037382
   142.25   -20.25    1987    0.031078    9.210603    9.729743    0.109416
   142.25   -20.25    1988    0.030383    9.524456   10.574508    0.243691
   142.25   -20.25    1989    0.030289    8.449573    8.937021    0.143739
   142.25   -20.25    1990    0.026574    8.965538   11.259304    1.323230
   142.25   -20.25    1991    0.030337    8.530737    8.929563    0.248242
   142.25   -20.25    1992    0.032773    9.744599   10.644802    0.208999
   142.25   -20.25    1993    0.032079    8.860232    9.923817    0.258175
   142.25   -20.25    1994    0.029986    9.216480    9.525902    0.109489
   142.25   -20.25    1995    0.032280    9.287643   10.081481    0.177781
   142.25   -20.25    1996    0.031654    9.236252    9.904829    0.183285
   142.25   -20.25    1997    0.029289    7.303784    7.829431    0.199645
   142.25   -20.25    1998    0.032594    9.888947   10.929494    0.229497
   142.25   -20.25    1999    0.030309    8.115822    8.758962    0.187789
   142.25   -20.25    2000    0.028987    7.333509    8.354424    0.376885
   142.25   -20.25    2001    0.029483    8.523185    9.251316    0.225102
   142.25   -20.25    2002    0.028029    8.189538    8.726354    0.227656
   142.25   -20.25    2003    0.033414    9.339696   10.130061    0.222761
   142.25   -20.25    2004    0.029726    7.564238    8.012727    0.246492
   142.25   -20.25    2005    0.033424   10.710846   11.493265    0.193318
   142.25   -20.25    2006    0.025959    7.511087    8.345568    0.291653
   142.25   -20.25    2007    0.027460    8.136198    9.987236    0.614292
   142.25   -20.25    2008    0.029727    8.940592    9.602268    0.221151
   142.25   -20.25    2009    0.028715    7.111231    7.511766    0.308626
   142.25   -20.25    2010    0.033877    7.186769    8.613005    0.533056
