      Lon      Lat    Year     Total
    41.75    60.75    1980     0.963
    41.75    60.75    1981     2.960
    41.75    60.75    1982     4.259
    41.75    60.75    1983     0.496
    41.75    60.75    1984     0.480
    41.75    60.75    1985     0.879
    41.75    60.75    1986     0.971
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.643
    41.75    60.75    1989     0.277
    41.75    60.75    1990     0.676
    41.75    60.75    1991     1.945
    41.75    60.75    1992     6.315
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.799
    41.75    60.75    1995     1.115
    41.75    60.75    1996     2.504
    41.75    60.75    1997     5.955
    41.75    60.75    1998     0.122
    41.75    60.75    1999     3.745
    41.75    60.75    2000     2.815
    41.75    60.75    2001     7.708
    41.75    60.75    2002     4.743
    41.75    60.75    2003     4.669
    41.75    60.75    2004     4.022
    41.75    60.75    2005     4.747
    41.75    60.75    2006     3.931
    41.75    60.75    2007     1.857
    41.75    60.75    2008     0.995
    41.75    60.75    2009     2.510
    41.75    60.75    2010     5.277
   142.25   -20.25    1980    45.382
   142.25   -20.25    1981    41.353
   142.25   -20.25    1982    61.016
   142.25   -20.25    1983    60.653
   142.25   -20.25    1984    55.652
   142.25   -20.25    1985    53.363
   142.25   -20.25    1986    51.430
   142.25   -20.25    1987    54.053
   142.25   -20.25    1988    48.537
   142.25   -20.25    1989    50.773
   142.25   -20.25    1990    77.980
   142.25   -20.25    1991    58.603
   142.25   -20.25    1992    52.511
   142.25   -20.25    1993    43.954
   142.25   -20.25    1994    72.386
   142.25   -20.25    1995    46.603
   142.25   -20.25    1996    45.460
   142.25   -20.25    1997    51.507
   142.25   -20.25    1998    51.381
   142.25   -20.25    1999    45.943
   142.25   -20.25    2000    39.296
   142.25   -20.25    2001    57.508
   142.25   -20.25    2002    69.370
   142.25   -20.25    2003    57.299
   142.25   -20.25    2004    59.619
   142.25   -20.25    2005    57.098
   142.25   -20.25    2006    69.999
   142.25   -20.25    2007    62.203
   142.25   -20.25    2008    58.903
   142.25   -20.25    2009    58.106
   142.25   -20.25    2010    29.318
