      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   100.8575    15.5868     0.0000     0.0140     0.0036     0.0000
    41.75    60.75    1981    94.2747    11.3661     0.0000     0.0191     0.0095     0.0000
    41.75    60.75    1982    87.9996     0.0078     0.0000     0.0197     0.0101     0.0000
    41.75    60.75    1983    84.8897     7.6775     0.0000     0.0157     0.0071     0.0000
    41.75    60.75    1984    90.5415     6.9884     0.0000     0.0248     0.0168     0.0001
    41.75    60.75    1985    85.8164    13.3538     0.0000     0.0313     0.0226     0.0000
    41.75    60.75    1986    92.2186     6.6100     0.0000     0.0376     0.0269     0.0001
    41.75    60.75    1987    94.6324    11.5809     0.0000     0.0380     0.0298     0.0000
    41.75    60.75    1988    87.3799    13.2157     0.0000     0.0324     0.0181     0.0000
    41.75    60.75    1989    82.7711     6.1686     0.0000     0.0158     0.0079     0.0001
    41.75    60.75    1990    77.4648     8.5833     0.0000     0.0101     0.0022     0.0000
    41.75    60.75    1991    74.4776     9.6519     0.0000     0.0274     0.0200     0.0000
    41.75    60.75    1992    74.0064    24.7203     0.0150     0.0381     0.0267     0.0000
    41.75    60.75    1993    73.4394     7.1925     0.0000     0.0096     0.0023     0.0000
    41.75    60.75    1994    74.9902    11.9165     0.0000     0.0168     0.0097     0.0000
    41.75    60.75    1995    80.2472    11.1509     0.0000     0.0205     0.0134     0.0000
    41.75    60.75    1996    77.7638     7.9086     0.0000     0.0457     0.0398     0.0000
    41.75    60.75    1997    81.7689    15.6196     0.0000     0.0122     0.0039     0.0000
    41.75    60.75    1998    82.6887     5.6080     0.0000     0.0167     0.0091     0.0000
    41.75    60.75    1999    80.4685    14.2104     0.0000     0.0169     0.0091     0.0000
    41.75    60.75    2000    78.0671     9.2979     0.0000     0.0294     0.0221     0.0000
    41.75    60.75    2001    74.1758    16.2019     0.0000     0.0330     0.0265     0.0000
    41.75    60.75    2002    71.9587    19.7568     0.0000     0.0145     0.0074     0.0000
    41.75    60.75    2003    73.7993     9.4631     0.0000     0.0139     0.0064     0.0000
    41.75    60.75    2004    67.0369     7.3055     0.0000     0.0155     0.0089     0.0000
    41.75    60.75    2005    65.5721    14.4065     0.0000     0.0280     0.0219     0.0000
    41.75    60.75    2006    64.8732     6.7367     0.0000     0.0247     0.0168     0.0000
    41.75    60.75    2007    60.3635     9.6673     0.0000     0.0099     0.0039     0.0000
    41.75    60.75    2008    56.8636     4.6893     0.0000     0.0228     0.0171     0.0000
    41.75    60.75    2009    57.1365     7.2624     0.0000     0.0290     0.0236     0.0000
    41.75    60.75    2010    63.5639     9.4576     0.0000     0.0387     0.0343     0.0000
   142.25   -20.25    1980    13.6476    41.6668     0.8987     0.0648     0.0656     0.0001
   142.25   -20.25    1981    12.5773    32.5824     0.8387     0.0750     0.0760     0.0001
   142.25   -20.25    1982    11.6641    36.7016     0.8208     0.0618     0.0624     0.0000
   142.25   -20.25    1983    12.7983    34.7899     0.9031     0.0821     0.0830     0.0001
   142.25   -20.25    1984    13.1701    31.2451     0.7676     0.0831     0.0840     0.0001
   142.25   -20.25    1985    12.4439    36.4687     1.7785     0.0938     0.0993     0.0005
   142.25   -20.25    1986    13.6581    47.0149     1.3701     0.0865     0.0887     0.0002
   142.25   -20.25    1987    11.1537    34.2327     1.9430     0.0340     0.0420     0.0016
   142.25   -20.25    1988    13.7149    37.4893     3.3617     0.0515     0.0749     0.0087
   142.25   -20.25    1989    14.0211    26.9140     0.8986     0.1236     0.1250     0.0001
   142.25   -20.25    1990    10.2827    30.3281     0.8738     0.0648     0.0660     0.0001
   142.25   -20.25    1991     9.8588    31.7043     0.5821     0.0481     0.0483     0.0000
   142.25   -20.25    1992    13.8889    40.6951     1.9362     0.0686     0.0747     0.0006
   142.25   -20.25    1993    14.9967    36.6854     1.7823     0.0905     0.0976     0.0008
   142.25   -20.25    1994    10.5220    37.8305     0.5242     0.0431     0.0433     0.0000
   142.25   -20.25    1995    12.5541    35.7384     2.0428     0.0463     0.0554     0.0012
   142.25   -20.25    1996    10.9872    31.4257     1.3319     0.0987     0.1021     0.0003
   142.25   -20.25    1997    13.1003    20.7497     2.2897     0.0245     0.0430     0.0122
   142.25   -20.25    1998    10.6324    25.5529     1.9262     0.0508     0.0577     0.0067
   142.25   -20.25    1999    12.3004    23.5800     2.0710     0.0350     0.0483     0.0068
   142.25   -20.25    2000    13.8481    15.5678     2.5382     0.0137     0.0471     0.0403
   142.25   -20.25    2001     9.7238    25.1228     2.0068     0.0701     0.0815     0.0013
   142.25   -20.25    2002    10.3111    37.0707     0.6400     0.0391     0.0393     0.0000
   142.25   -20.25    2003    12.5030    34.4909     2.4951     0.0407     0.0540     0.0050
   142.25   -20.25    2004    12.5904    28.3422     2.4305     0.0378     0.0547     0.0123
   142.25   -20.25    2005     9.6094    38.2764     1.5118     0.0825     0.0860     0.0002
   142.25   -20.25    2006     8.9254    28.2297     0.6473     0.0458     0.0463     0.0000
   142.25   -20.25    2007    11.3223    22.6820     2.8229     0.0233     0.0574     0.0133
   142.25   -20.25    2008     8.6502    28.4369     1.4067     0.0502     0.0536     0.0004
   142.25   -20.25    2009    12.9137    30.2438     1.8186     0.0428     0.0498     0.0030
   142.25   -20.25    2010    15.2588    14.0116     2.4797     0.0097     0.0528     0.0437
