      Lon      Lat    Year     Total
    41.75    60.75    1980     0.255
    41.75    60.75    1981     1.411
    41.75    60.75    1982     2.603
    41.75    60.75    1983     0.006
    41.75    60.75    1984     0.003
    41.75    60.75    1985     0.046
    41.75    60.75    1986     0.411
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.005
    41.75    60.75    1990     0.076
    41.75    60.75    1991     1.062
    41.75    60.75    1992     3.544
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.281
    41.75    60.75    1995     0.422
    41.75    60.75    1996     1.397
    41.75    60.75    1997     3.569
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.935
    41.75    60.75    2000     1.555
    41.75    60.75    2001     4.897
    41.75    60.75    2002     2.422
    41.75    60.75    2003     2.699
    41.75    60.75    2004     2.470
    41.75    60.75    2005     2.277
    41.75    60.75    2006     1.864
    41.75    60.75    2007     1.222
    41.75    60.75    2008     0.485
    41.75    60.75    2009     0.917
    41.75    60.75    2010     3.176
   142.25   -20.25    1980    27.082
   142.25   -20.25    1981    24.078
   142.25   -20.25    1982    39.345
   142.25   -20.25    1983    40.762
   142.25   -20.25    1984    40.128
   142.25   -20.25    1985    37.948
   142.25   -20.25    1986    32.674
   142.25   -20.25    1987    33.924
   142.25   -20.25    1988    31.138
   142.25   -20.25    1989    32.597
   142.25   -20.25    1990    61.236
   142.25   -20.25    1991    39.107
   142.25   -20.25    1992    34.537
   142.25   -20.25    1993    25.287
   142.25   -20.25    1994    50.888
   142.25   -20.25    1995    30.896
   142.25   -20.25    1996    29.623
   142.25   -20.25    1997    34.740
   142.25   -20.25    1998    36.537
   142.25   -20.25    1999    29.662
   142.25   -20.25    2000    25.974
   142.25   -20.25    2001    43.386
   142.25   -20.25    2002    51.365
   142.25   -20.25    2003    40.300
   142.25   -20.25    2004    45.299
   142.25   -20.25    2005    41.251
   142.25   -20.25    2006    52.381
   142.25   -20.25    2007    51.566
   142.25   -20.25    2008    46.769
   142.25   -20.25    2009    39.982
   142.25   -20.25    2010    20.148
