      Lon      Lat    Year     Total
    41.75    60.75    1980     0.530
    41.75    60.75    1981     2.059
    41.75    60.75    1982     2.955
    41.75    60.75    1983     0.159
    41.75    60.75    1984     0.302
    41.75    60.75    1985     0.043
    41.75    60.75    1986     0.609
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.280
    41.75    60.75    1989     0.377
    41.75    60.75    1990     0.097
    41.75    60.75    1991     1.570
    41.75    60.75    1992     4.005
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.836
    41.75    60.75    1995     1.035
    41.75    60.75    1996     1.178
    41.75    60.75    1997     4.472
    41.75    60.75    1998     0.001
    41.75    60.75    1999     3.277
    41.75    60.75    2000     2.273
    41.75    60.75    2001     6.019
    41.75    60.75    2002     3.183
    41.75    60.75    2003     3.528
    41.75    60.75    2004     2.954
    41.75    60.75    2005     3.222
    41.75    60.75    2006     2.327
    41.75    60.75    2007     1.364
    41.75    60.75    2008     0.361
    41.75    60.75    2009     1.276
    41.75    60.75    2010     4.406
   142.25   -20.25    1980    43.402
   142.25   -20.25    1981    39.604
   142.25   -20.25    1982    59.304
   142.25   -20.25    1983    60.969
   142.25   -20.25    1984    55.329
   142.25   -20.25    1985    52.490
   142.25   -20.25    1986    50.810
   142.25   -20.25    1987    52.509
   142.25   -20.25    1988    47.300
   142.25   -20.25    1989    50.923
   142.25   -20.25    1990    80.494
   142.25   -20.25    1991    57.409
   142.25   -20.25    1992    50.706
   142.25   -20.25    1993    40.983
   142.25   -20.25    1994    72.850
   142.25   -20.25    1995    46.555
   142.25   -20.25    1996    44.481
   142.25   -20.25    1997    50.159
   142.25   -20.25    1998    50.847
   142.25   -20.25    1999    43.713
   142.25   -20.25    2000    38.706
   142.25   -20.25    2001    57.869
   142.25   -20.25    2002    67.910
   142.25   -20.25    2003    56.272
   142.25   -20.25    2004    59.321
   142.25   -20.25    2005    55.064
   142.25   -20.25    2006    69.538
   142.25   -20.25    2007    63.095
   142.25   -20.25    2008    60.654
   142.25   -20.25    2009    56.696
   142.25   -20.25    2010    28.766
