      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    86.9349    16.4474     0.0000     0.0121     0.0032     0.0000
    41.75    60.75    1981    82.4422    11.1090     0.0000     0.0168     0.0084     0.0000
    41.75    60.75    1982    72.9499     0.0065     0.0000     0.0164     0.0084     0.0000
    41.75    60.75    1983    70.7484     7.4246     0.0000     0.0131     0.0059     0.0000
    41.75    60.75    1984    76.5853     6.9740     0.0000     0.0212     0.0145     0.0002
    41.75    60.75    1985    69.8013    12.2650     0.0000     0.0253     0.0182     0.0000
    41.75    60.75    1986    76.4558     6.6540     0.0000     0.0311     0.0223     0.0002
    41.75    60.75    1987    78.9915    10.9643     0.0000     0.0317     0.0249     0.0000
    41.75    60.75    1988    72.5510    12.8931     0.0000     0.0270     0.0151     0.0000
    41.75    60.75    1989    70.0563     6.0522     0.0000     0.0135     0.0069     0.0002
    41.75    60.75    1990    60.8008     7.6315     0.0000     0.0079     0.0017     0.0000
    41.75    60.75    1991    60.2613     9.0540     0.0000     0.0222     0.0162     0.0000
    41.75    60.75    1992    59.4027    23.3209     0.0156     0.0298     0.0205     0.0000
    41.75    60.75    1993    54.4142     6.3793     0.0000     0.0071     0.0017     0.0000
    41.75    60.75    1994    55.1399    10.2529     0.0000     0.0124     0.0071     0.0000
    41.75    60.75    1995    66.5012    10.4333     0.0000     0.0171     0.0112     0.0000
    41.75    60.75    1996    62.1204     7.1936     0.0000     0.0369     0.0322     0.0000
    41.75    60.75    1997    66.4809    15.3579     0.0000     0.0099     0.0031     0.0000
    41.75    60.75    1998    66.4913     5.1861     0.0000     0.0135     0.0074     0.0000
    41.75    60.75    1999    68.1791    13.7479     0.0000     0.0145     0.0079     0.0000
    41.75    60.75    2000    65.2640     9.1813     0.0000     0.0245     0.0185     0.0000
    41.75    60.75    2001    58.9329    15.3957     0.0000     0.0260     0.0208     0.0000
    41.75    60.75    2002    56.2748    17.8539     0.0000     0.0112     0.0056     0.0000
    41.75    60.75    2003    58.2795     7.7310     0.0000     0.0110     0.0050     0.0000
    41.75    60.75    2004    51.0120     6.3064     0.0000     0.0119     0.0069     0.0000
    41.75    60.75    2005    53.8338    13.6668     0.0000     0.0228     0.0177     0.0000
    41.75    60.75    2006    52.1216     6.2728     0.0000     0.0199     0.0135     0.0000
    41.75    60.75    2007    45.8189     8.2962     0.0000     0.0075     0.0030     0.0000
    41.75    60.75    2008    38.2315     3.6948     0.0000     0.0153     0.0115     0.0000
    41.75    60.75    2009    40.4535     6.0218     0.0000     0.0204     0.0166     0.0000
    41.75    60.75    2010    51.0097     8.7018     0.0000     0.0312     0.0276     0.0000
   142.25   -20.25    1980     7.8521    25.6494     0.6832     0.0599     0.0604     0.0000
   142.25   -20.25    1981     8.6067    20.9156     0.7323     0.0701     0.0711     0.0001
   142.25   -20.25    1982     8.2766    29.0511     0.7059     0.0584     0.0589     0.0000
   142.25   -20.25    1983     9.5856    25.9227     0.8176     0.0785     0.0795     0.0001
   142.25   -20.25    1984    10.5216    24.3046     0.6878     0.0795     0.0803     0.0001
   142.25   -20.25    1985    10.3555    27.3372     1.5772     0.0914     0.0969     0.0005
   142.25   -20.25    1986     8.8831    36.2477     1.2554     0.0847     0.0868     0.0001
   142.25   -20.25    1987     8.8735    28.3228     1.8567     0.0313     0.0395     0.0015
   142.25   -20.25    1988    10.0836    25.7096     2.1798     0.0232     0.0391     0.0081
   142.25   -20.25    1989    12.6395    21.6406     0.7705     0.1147     0.1160     0.0001
   142.25   -20.25    1990     8.1671    24.8040     0.7784     0.0622     0.0632     0.0001
   142.25   -20.25    1991     7.8479    27.0220     0.4960     0.0447     0.0449     0.0000
   142.25   -20.25    1992     9.2381    28.8386     1.6470     0.0629     0.0687     0.0006
   142.25   -20.25    1993    11.1521    24.0637     1.4713     0.0850     0.0917     0.0008
   142.25   -20.25    1994     9.1193    33.0610     0.3998     0.0388     0.0388     0.0000
   142.25   -20.25    1995     8.8821    26.9058     1.8574     0.0436     0.0524     0.0011
   142.25   -20.25    1996    10.0507    25.9833     1.1958     0.1018     0.1048     0.0002
   142.25   -20.25    1997    11.8600    17.1944     1.7834     0.0192     0.0330     0.0106
   142.25   -20.25    1998     8.7635    19.1272     1.5155     0.0473     0.0530     0.0060
   142.25   -20.25    1999    11.1015    18.7733     1.7308     0.0287     0.0405     0.0062
   142.25   -20.25    2000    13.5820    12.9279     2.0110     0.0131     0.0390     0.0308
   142.25   -20.25    2001     9.6513    21.0304     1.6573     0.0705     0.0790     0.0009
   142.25   -20.25    2002     9.4646    29.4862     0.4486     0.0351     0.0352     0.0000
   142.25   -20.25    2003    10.8634    28.9351     2.2141     0.0312     0.0440     0.0045
   142.25   -20.25    2004    13.2864    25.7636     2.2827     0.0411     0.0573     0.0117
   142.25   -20.25    2005     8.2991    33.0420     1.3415     0.0790     0.0820     0.0002
   142.25   -20.25    2006     8.8901    25.8235     0.5623     0.0427     0.0431     0.0000
   142.25   -20.25    2007    10.6302    18.9263     2.6542     0.0228     0.0575     0.0129
   142.25   -20.25    2008     8.7820    25.8909     1.2193     0.0562     0.0588     0.0003
   142.25   -20.25    2009    12.2148    23.1060     1.3035     0.0411     0.0453     0.0013
   142.25   -20.25    2010    15.3766    12.4611     2.2372     0.0100     0.0499     0.0399
