      Lon      Lat    Year     Total
    41.75    60.75    1980     0.947
    41.75    60.75    1981     3.012
    41.75    60.75    1982     4.073
    41.75    60.75    1983     0.499
    41.75    60.75    1984     0.513
    41.75    60.75    1985     0.766
    41.75    60.75    1986     0.912
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.668
    41.75    60.75    1989     0.322
    41.75    60.75    1990     0.571
    41.75    60.75    1991     1.897
    41.75    60.75    1992     6.094
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.727
    41.75    60.75    1995     1.164
    41.75    60.75    1996     2.320
    41.75    60.75    1997     5.776
    41.75    60.75    1998     0.132
    41.75    60.75    1999     3.772
    41.75    60.75    2000     2.810
    41.75    60.75    2001     7.740
    41.75    60.75    2002     4.626
    41.75    60.75    2003     4.652
    41.75    60.75    2004     3.977
    41.75    60.75    2005     4.643
    41.75    60.75    2006     3.798
    41.75    60.75    2007     1.904
    41.75    60.75    2008     0.830
    41.75    60.75    2009     2.422
    41.75    60.75    2010     5.307
   142.25   -20.25    1980    43.202
   142.25   -20.25    1981    39.623
   142.25   -20.25    1982    59.318
   142.25   -20.25    1983    59.292
   142.25   -20.25    1984    54.346
   142.25   -20.25    1985    51.938
   142.25   -20.25    1986    50.785
   142.25   -20.25    1987    52.312
   142.25   -20.25    1988    46.435
   142.25   -20.25    1989    49.160
   142.25   -20.25    1990    78.144
   142.25   -20.25    1991    56.490
   142.25   -20.25    1992    50.221
   142.25   -20.25    1993    41.153
   142.25   -20.25    1994    71.421
   142.25   -20.25    1995    44.987
   142.25   -20.25    1996    44.509
   142.25   -20.25    1997    49.970
   142.25   -20.25    1998    50.060
   142.25   -20.25    1999    43.538
   142.25   -20.25    2000    38.205
   142.25   -20.25    2001    57.370
   142.25   -20.25    2002    68.107
   142.25   -20.25    2003    56.426
   142.25   -20.25    2004    59.350
   142.25   -20.25    2005    55.140
   142.25   -20.25    2006    68.612
   142.25   -20.25    2007    62.206
   142.25   -20.25    2008    59.180
   142.25   -20.25    2009    56.512
   142.25   -20.25    2010    28.900
