      Lon      Lat    Year     Total
    41.75    60.75    1980     0.532
    41.75    60.75    1981     2.040
    41.75    60.75    1982     2.971
    41.75    60.75    1983     0.155
    41.75    60.75    1984     0.234
    41.75    60.75    1985     0.084
    41.75    60.75    1986     0.602
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.234
    41.75    60.75    1989     0.284
    41.75    60.75    1990     0.154
    41.75    60.75    1991     1.400
    41.75    60.75    1992     4.062
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.829
    41.75    60.75    1995     1.018
    41.75    60.75    1996     1.321
    41.75    60.75    1997     4.391
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.920
    41.75    60.75    2000     2.110
    41.75    60.75    2001     6.082
    41.75    60.75    2002     3.194
    41.75    60.75    2003     3.509
    41.75    60.75    2004     2.965
    41.75    60.75    2005     3.160
    41.75    60.75    2006     2.357
    41.75    60.75    2007     1.411
    41.75    60.75    2008     0.440
    41.75    60.75    2009     1.309
    41.75    60.75    2010     4.322
   142.25   -20.25    1980    44.386
   142.25   -20.25    1981    40.395
   142.25   -20.25    1982    60.647
   142.25   -20.25    1983    62.537
   142.25   -20.25    1984    56.374
   142.25   -20.25    1985    53.707
   142.25   -20.25    1986    52.132
   142.25   -20.25    1987    53.770
   142.25   -20.25    1988    48.522
   142.25   -20.25    1989    51.838
   142.25   -20.25    1990    81.558
   142.25   -20.25    1991    58.435
   142.25   -20.25    1992    52.403
   142.25   -20.25    1993    42.535
   142.25   -20.25    1994    74.216
   142.25   -20.25    1995    47.626
   142.25   -20.25    1996    46.240
   142.25   -20.25    1997    51.554
   142.25   -20.25    1998    52.583
   142.25   -20.25    1999    45.410
   142.25   -20.25    2000    40.325
   142.25   -20.25    2001    59.551
   142.25   -20.25    2002    69.615
   142.25   -20.25    2003    58.120
   142.25   -20.25    2004    60.571
   142.25   -20.25    2005    56.710
   142.25   -20.25    2006    71.043
   142.25   -20.25    2007    64.313
   142.25   -20.25    2008    63.150
   142.25   -20.25    2009    57.752
   142.25   -20.25    2010    29.856
