      Lon      Lat    Year     Total
    41.75    60.75    1980     0.971
    41.75    60.75    1981     3.004
    41.75    60.75    1982     4.268
    41.75    60.75    1983     0.526
    41.75    60.75    1984     0.491
    41.75    60.75    1985     0.908
    41.75    60.75    1986     1.001
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.647
    41.75    60.75    1989     0.278
    41.75    60.75    1990     0.675
    41.75    60.75    1991     1.965
    41.75    60.75    1992     6.348
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.816
    41.75    60.75    1995     1.125
    41.75    60.75    1996     2.521
    41.75    60.75    1997     6.011
    41.75    60.75    1998     0.122
    41.75    60.75    1999     3.770
    41.75    60.75    2000     2.823
    41.75    60.75    2001     7.753
    41.75    60.75    2002     4.783
    41.75    60.75    2003     4.690
    41.75    60.75    2004     4.047
    41.75    60.75    2005     4.821
    41.75    60.75    2006     3.994
    41.75    60.75    2007     1.885
    41.75    60.75    2008     1.002
    41.75    60.75    2009     2.555
    41.75    60.75    2010     5.305
   142.25   -20.25    1980    46.123
   142.25   -20.25    1981    41.469
   142.25   -20.25    1982    61.886
   142.25   -20.25    1983    64.505
   142.25   -20.25    1984    57.005
   142.25   -20.25    1985    56.425
   142.25   -20.25    1986    53.368
   142.25   -20.25    1987    54.537
   142.25   -20.25    1988    51.130
   142.25   -20.25    1989    51.653
   142.25   -20.25    1990    82.739
   142.25   -20.25    1991    59.403
   142.25   -20.25    1992    54.858
   142.25   -20.25    1993    44.975
   142.25   -20.25    1994    74.153
   142.25   -20.25    1995    47.902
   142.25   -20.25    1996    47.138
   142.25   -20.25    1997    52.908
   142.25   -20.25    1998    53.621
   142.25   -20.25    1999    47.065
   142.25   -20.25    2000    42.294
   142.25   -20.25    2001    59.434
   142.25   -20.25    2002    71.601
   142.25   -20.25    2003    59.261
   142.25   -20.25    2004    60.306
   142.25   -20.25    2005    59.273
   142.25   -20.25    2006    71.713
   142.25   -20.25    2007    63.681
   142.25   -20.25    2008    60.906
   142.25   -20.25    2009    58.694
   142.25   -20.25    2010    30.434
