      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   113.5665    15.7997     0.0000     0.0157     0.0040     0.0000
    41.75    60.75    1981   102.7201    11.3103     0.0000     0.0207     0.0101     0.0000
    41.75    60.75    1982    98.6325     0.0087     0.0000     0.0220     0.0112     0.0000
    41.75    60.75    1983    96.7655     7.5855     0.0000     0.0178     0.0081     0.0000
    41.75    60.75    1984   101.9919     6.8542     0.0000     0.0276     0.0185     0.0001
    41.75    60.75    1985    97.3073    13.4608     0.0000     0.0361     0.0262     0.0000
    41.75    60.75    1986   103.8762     6.1455     0.0000     0.0424     0.0303     0.0001
    41.75    60.75    1987   107.9770    11.6188     0.0000     0.0433     0.0340     0.0000
    41.75    60.75    1988   100.0557    13.0591     0.0000     0.0370     0.0206     0.0000
    41.75    60.75    1989    93.7079     6.0450     0.0000     0.0178     0.0087     0.0001
    41.75    60.75    1990    89.3188     8.5549     0.0000     0.0116     0.0025     0.0000
    41.75    60.75    1991    84.7128     9.6391     0.0000     0.0311     0.0226     0.0000
    41.75    60.75    1992    83.8137    23.5308     0.0128     0.0453     0.0327     0.0000
    41.75    60.75    1993    88.1527     7.0841     0.0000     0.0114     0.0027     0.0000
    41.75    60.75    1994    90.1888    12.2224     0.0000     0.0200     0.0114     0.0000
    41.75    60.75    1995    93.2072    11.2904     0.0000     0.0236     0.0154     0.0000
    41.75    60.75    1996    91.7018     7.3710     0.0000     0.0528     0.0459     0.0000
    41.75    60.75    1997    93.5769    14.8647     0.0000     0.0140     0.0045     0.0000
    41.75    60.75    1998    96.3487     5.7065     0.0000     0.0194     0.0105     0.0000
    41.75    60.75    1999    89.5619    14.2249     0.0000     0.0185     0.0099     0.0000
    41.75    60.75    2000    86.5157     9.1181     0.0000     0.0325     0.0245     0.0000
    41.75    60.75    2001    81.9336    15.4044     0.0000     0.0367     0.0297     0.0000
    41.75    60.75    2002    79.0098    18.6291     0.0000     0.0161     0.0084     0.0000
    41.75    60.75    2003    80.3746     8.3650     0.0000     0.0151     0.0069     0.0000
    41.75    60.75    2004    75.4565     7.5839     0.0000     0.0173     0.0098     0.0000
    41.75    60.75    2005    71.7069    14.2618     0.0000     0.0308     0.0241     0.0000
    41.75    60.75    2006    72.0682     6.5630     0.0000     0.0274     0.0186     0.0000
    41.75    60.75    2007    69.6981    10.0360     0.0000     0.0114     0.0045     0.0000
    41.75    60.75    2008    69.8491     4.8234     0.0000     0.0278     0.0208     0.0000
    41.75    60.75    2009    70.0583     7.6389     0.0000     0.0360     0.0294     0.0000
    41.75    60.75    2010    72.1346     9.6580     0.0000     0.0437     0.0387     0.0000
   142.25   -20.25    1980    13.3373    49.7631     0.9477     0.0755     0.0762     0.0001
   142.25   -20.25    1981    12.7816    42.7865     0.9691     0.0870     0.0878     0.0001
   142.25   -20.25    1982    14.6415    47.7444     0.8467     0.0688     0.0693     0.0000
   142.25   -20.25    1983    13.9821    46.3857     1.0760     0.0881     0.0890     0.0001
   142.25   -20.25    1984    14.4088    39.1333     0.7383     0.0894     0.0900     0.0000
   142.25   -20.25    1985    13.8240    48.9283     2.2826     0.1054     0.1109     0.0004
   142.25   -20.25    1986    13.4427    58.2199     1.4979     0.0937     0.0956     0.0001
   142.25   -20.25    1987    13.0967    45.9845     2.3816     0.0525     0.0596     0.0013
   142.25   -20.25    1988    14.0812    45.5299     4.6731     0.0411     0.0858     0.0127
   142.25   -20.25    1989    16.5616    38.1492     1.2298     0.1465     0.1481     0.0001
   142.25   -20.25    1990    11.4755    35.9139     0.8046     0.0710     0.0718     0.0001
   142.25   -20.25    1991    13.3360    42.2957     0.6441     0.0551     0.0553     0.0000
   142.25   -20.25    1992    14.1644    48.6274     2.4258     0.0824     0.0887     0.0006
   142.25   -20.25    1993    15.4342    45.1452     2.3610     0.1053     0.1135     0.0009
   142.25   -20.25    1994    14.3565    48.3147     0.5847     0.0505     0.0506     0.0000
   142.25   -20.25    1995    13.6475    44.7038     2.3862     0.0602     0.0678     0.0010
   142.25   -20.25    1996    12.5966    42.0961     1.5473     0.1027     0.1056     0.0002
   142.25   -20.25    1997    16.8207    28.7672     3.6314     0.0314     0.0723     0.0225
   142.25   -20.25    1998    11.1543    31.3262     2.1126     0.0572     0.0632     0.0076
   142.25   -20.25    1999    14.5907    33.1194     3.1624     0.0437     0.0661     0.0076
   142.25   -20.25    2000    16.5316    22.2033     3.7707     0.0173     0.0728     0.0693
   142.25   -20.25    2001    12.5198    31.7484     1.9316     0.0736     0.0824     0.0011
   142.25   -20.25    2002    13.8738    44.9525     0.7228     0.0457     0.0460     0.0000
   142.25   -20.25    2003    14.8446    43.2490     3.2519     0.0643     0.0796     0.0042
   142.25   -20.25    2004    15.0109    33.9794     2.9371     0.0499     0.0693     0.0101
   142.25   -20.25    2005    12.0889    45.1754     1.3868     0.0886     0.0912     0.0002
   142.25   -20.25    2006    13.6219    36.4698     0.6518     0.0506     0.0509     0.0000
   142.25   -20.25    2007    13.1515    28.2031     2.8250     0.0383     0.0617     0.0091
   142.25   -20.25    2008    12.5092    36.3491     1.3835     0.0508     0.0538     0.0003
   142.25   -20.25    2009    15.4238    37.5694     2.2863     0.0603     0.0678     0.0038
   142.25   -20.25    2010    16.9882    17.7260     3.3158     0.0122     0.0738     0.0631
