      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.026306    7.241937    6.916697    0.016207
    41.75    60.75    1981    0.044351   11.812457   10.802103    0.001800
    41.75    60.75    1982    0.025952    7.222385    6.632135    0.000016
    41.75    60.75    1983    0.030862    8.406497    8.214781    0.043772
    41.75    60.75    1984    0.029468    7.413913    7.078493    0.001595
    41.75    60.75    1985    0.028787    7.935647    7.546427    0.003514
    41.75    60.75    1986    0.024001    6.299291    6.006112    0.009092
    41.75    60.75    1987    0.024924    6.788526    6.566596    0.005489
    41.75    60.75    1988    0.039565   10.615273   10.155353    0.000000
    41.75    60.75    1989    0.041136   10.660958   10.183956    0.015500
    41.75    60.75    1990    0.028184    7.570943    7.200029    0.002718
    41.75    60.75    1991    0.032079    9.157381    8.638891    0.000000
    41.75    60.75    1992    0.026271    7.222381    6.272785    0.000004
    41.75    60.75    1993    0.023133    4.888780    4.658856    0.007943
    41.75    60.75    1994    0.024222    5.969515    5.553875    0.023642
    41.75    60.75    1995    0.034671    9.510018    9.077190    0.000051
    41.75    60.75    1996    0.024637    6.712282    6.286094    0.000352
    41.75    60.75    1997    0.026940    7.326248    6.502044    0.000279
    41.75    60.75    1998    0.029502    6.799688    6.565798    0.030004
    41.75    60.75    1999    0.038067   10.876541   10.041361    0.000005
    41.75    60.75    2000    0.032954    8.507283    7.919037    0.000000
    41.75    60.75    2001    0.030123    7.730853    6.731663    0.000015
    41.75    60.75    2002    0.027591    7.648025    6.922349    0.000639
    41.75    60.75    2003    0.027966    6.970962    6.332262    0.032015
    41.75    60.75    2004    0.027183    7.632416    7.099738    0.001649
    41.75    60.75    2005    0.032630    9.200630    8.466469    0.000000
    41.75    60.75    2006    0.027455    7.105998    6.526263    0.009042
    41.75    60.75    2007    0.027143    6.749074    6.535866    0.063678
    41.75    60.75    2008    0.021353    5.217925    4.971141    0.012554
    41.75    60.75    2009    0.024656    6.628250    6.212508    0.000979
    41.75    60.75    2010    0.037369    8.929061    8.021433    0.002390
   142.25   -20.25    1980    0.040514   11.527272   13.729358    0.582678
   142.25   -20.25    1981    0.041535   11.060099   13.883045    1.391101
   142.25   -20.25    1982    0.037760   11.144803   14.144659    0.843937
   142.25   -20.25    1983    0.037873   11.683215   14.524530    0.839814
   142.25   -20.25    1984    0.036341    9.870721   12.103000    0.948125
   142.25   -20.25    1985    0.037211   12.080907   14.548397    0.458139
   142.25   -20.25    1986    0.040094   12.849672   14.905299    0.199133
   142.25   -20.25    1987    0.039824   11.558763   16.851684    1.635469
   142.25   -20.25    1988    0.035621   11.640784   14.701823    0.440080
   142.25   -20.25    1989    0.038882   10.798203   15.500460    1.458771
   142.25   -20.25    1990    0.035175   10.904773   13.851994    1.373841
   142.25   -20.25    1991    0.038963   10.583483   11.616964    0.508612
   142.25   -20.25    1992    0.040893   11.870976   14.455658    1.032936
   142.25   -20.25    1993    0.041013   11.166263   14.808620    2.931411
   142.25   -20.25    1994    0.037377   11.219019   15.537455    2.181615
   142.25   -20.25    1995    0.040735   11.623726   14.069641    0.519957
   142.25   -20.25    1996    0.038471   11.566222   14.471651    0.766110
   142.25   -20.25    1997    0.038470    9.250732   10.861158    0.954005
   142.25   -20.25    1998    0.041434   12.229483   14.029716    0.596457
   142.25   -20.25    1999    0.038953   10.291749   12.404868    0.687852
   142.25   -20.25    2000    0.038806    9.867603   12.031824    1.788126
   142.25   -20.25    2001    0.039523   10.565554   11.161800    0.199745
   142.25   -20.25    2002    0.034943   10.106964   10.491556    0.155219
   142.25   -20.25    2003    0.039633   11.214483   12.955655    0.734623
   142.25   -20.25    2004    0.036275    9.653877   11.353319    0.644558
   142.25   -20.25    2005    0.038272   12.147364   13.002407    0.202125
   142.25   -20.25    2006    0.033720    9.150793   10.623885    0.607232
   142.25   -20.25    2007    0.035080    9.729611   11.042232    0.503249
   142.25   -20.25    2008    0.037400   10.610993   11.417466    0.243478
   142.25   -20.25    2009    0.036444    9.445536    9.847405    0.305549
   142.25   -20.25    2010    0.040922    9.133931   11.919917    1.039727
