      Lon      Lat    Year     Total
    41.75    60.75    1980     0.429
    41.75    60.75    1981     1.920
    41.75    60.75    1982     3.489
    41.75    60.75    1983     0.164
    41.75    60.75    1984     0.033
    41.75    60.75    1985     0.435
    41.75    60.75    1986     0.559
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.132
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.353
    41.75    60.75    1991     1.122
    41.75    60.75    1992     4.835
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.936
    41.75    60.75    1995     0.480
    41.75    60.75    1996     1.790
    41.75    60.75    1997     4.333
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.090
    41.75    60.75    2000     1.916
    41.75    60.75    2001     6.090
    41.75    60.75    2002     3.292
    41.75    60.75    2003     3.538
    41.75    60.75    2004     3.233
    41.75    60.75    2005     3.041
    41.75    60.75    2006     2.594
    41.75    60.75    2007     1.530
    41.75    60.75    2008     0.774
    41.75    60.75    2009     1.510
    41.75    60.75    2010     3.799
   142.25   -20.25    1980    27.774
   142.25   -20.25    1981    24.765
   142.25   -20.25    1982    40.328
   142.25   -20.25    1983    41.856
   142.25   -20.25    1984    40.066
   142.25   -20.25    1985    38.247
   142.25   -20.25    1986    33.400
   142.25   -20.25    1987    34.555
   142.25   -20.25    1988    31.936
   142.25   -20.25    1989    32.990
   142.25   -20.25    1990    61.522
   142.25   -20.25    1991    39.579
   142.25   -20.25    1992    35.294
   142.25   -20.25    1993    26.041
   142.25   -20.25    1994    51.550
   142.25   -20.25    1995    30.843
   142.25   -20.25    1996    29.948
   142.25   -20.25    1997    35.443
   142.25   -20.25    1998    36.459
   142.25   -20.25    1999    30.013
   142.25   -20.25    2000    26.184
   142.25   -20.25    2001    43.981
   142.25   -20.25    2002    51.985
   142.25   -20.25    2003    41.064
   142.25   -20.25    2004    45.763
   142.25   -20.25    2005    41.808
   142.25   -20.25    2006    53.276
   142.25   -20.25    2007    50.592
   142.25   -20.25    2008    45.919
   142.25   -20.25    2009    40.756
   142.25   -20.25    2010    20.311
