      Lon      Lat    Year     Total
    41.75    60.75    1980     0.899
    41.75    60.75    1981     3.046
    41.75    60.75    1982     4.298
    41.75    60.75    1983     0.479
    41.75    60.75    1984     0.516
    41.75    60.75    1985     0.897
    41.75    60.75    1986     0.915
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.676
    41.75    60.75    1989     0.312
    41.75    60.75    1990     0.704
    41.75    60.75    1991     1.971
    41.75    60.75    1992     6.187
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.797
    41.75    60.75    1995     1.181
    41.75    60.75    1996     2.285
    41.75    60.75    1997     5.971
    41.75    60.75    1998     0.127
    41.75    60.75    1999     3.789
    41.75    60.75    2000     2.818
    41.75    60.75    2001     7.837
    41.75    60.75    2002     4.824
    41.75    60.75    2003     4.664
    41.75    60.75    2004     4.067
    41.75    60.75    2005     4.676
    41.75    60.75    2006     3.813
    41.75    60.75    2007     1.903
    41.75    60.75    2008     0.963
    41.75    60.75    2009     2.416
    41.75    60.75    2010     5.322
   142.25   -20.25    1980    44.527
   142.25   -20.25    1981    40.547
   142.25   -20.25    1982    61.267
   142.25   -20.25    1983    63.780
   142.25   -20.25    1984    55.905
   142.25   -20.25    1985    55.314
   142.25   -20.25    1986    52.528
   142.25   -20.25    1987    53.733
   142.25   -20.25    1988    49.706
   142.25   -20.25    1989    50.692
   142.25   -20.25    1990    82.360
   142.25   -20.25    1991    58.229
   142.25   -20.25    1992    53.338
   142.25   -20.25    1993    43.568
   142.25   -20.25    1994    73.473
   142.25   -20.25    1995    47.484
   142.25   -20.25    1996    47.167
   142.25   -20.25    1997    51.873
   142.25   -20.25    1998    52.674
   142.25   -20.25    1999    45.937
   142.25   -20.25    2000    41.990
   142.25   -20.25    2001    59.476
   142.25   -20.25    2002    71.123
   142.25   -20.25    2003    59.196
   142.25   -20.25    2004    60.394
   142.25   -20.25    2005    58.150
   142.25   -20.25    2006    70.995
   142.25   -20.25    2007    63.868
   142.25   -20.25    2008    62.169
   142.25   -20.25    2009    58.189
   142.25   -20.25    2010    29.878
