      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.021999    6.089771    5.687377    0.005398
    41.75    60.75    1981    0.035001    8.725785    7.497824    0.001976
    41.75    60.75    1982    0.021121    5.839812    5.106787    0.000183
    41.75    60.75    1983    0.025621    7.189408    6.798106    0.009042
    41.75    60.75    1984    0.024207    6.372766    5.965031    0.003004
    41.75    60.75    1985    0.022662    5.967858    5.485701    0.004318
    41.75    60.75    1986    0.019314    5.259875    4.944195    0.019722
    41.75    60.75    1987    0.020020    5.569083    5.320894    0.006659
    41.75    60.75    1988    0.031571    8.782726    8.191559    0.000000
    41.75    60.75    1989    0.033346    8.920482    8.372541    0.023126
    41.75    60.75    1990    0.022546    6.005854    5.570752    0.003771
    41.75    60.75    1991    0.024968    7.008162    6.415211    0.000000
    41.75    60.75    1992    0.018938    4.840927    3.802674    0.000000
    41.75    60.75    1993    0.018442    4.713177    4.453630    0.001861
    41.75    60.75    1994    0.016702    3.941189    3.578261    0.041124
    41.75    60.75    1995    0.025993    7.299532    6.848053    0.000156
    41.75    60.75    1996    0.018881    5.054678    4.571847    0.000054
    41.75    60.75    1997    0.019222    4.980960    4.090326    0.000590
    41.75    60.75    1998    0.022890    5.474096    5.258494    0.037555
    41.75    60.75    1999    0.029145    7.696180    6.717919    0.000006
    41.75    60.75    2000    0.026891    7.106761    6.391547    0.000000
    41.75    60.75    2001    0.022226    5.374543    4.208942    0.000052
    41.75    60.75    2002    0.021335    5.431437    4.530119    0.001797
    41.75    60.75    2003    0.021592    5.109965    4.373617    0.036110
    41.75    60.75    2004    0.020959    5.481298    4.846482    0.001611
    41.75    60.75    2005    0.024840    6.526883    5.623555    0.000000
    41.75    60.75    2006    0.021648    5.247547    4.515613    0.006299
    41.75    60.75    2007    0.020792    5.386930    5.290813    0.091483
    41.75    60.75    2008    0.015494    4.150101    3.901559    0.012914
    41.75    60.75    2009    0.016219    3.984553    3.538776    0.000916
    41.75    60.75    2010    0.025551    5.994056    5.011170    0.002422
   142.25   -20.25    1980    0.033142    9.705770   10.035275    0.120084
   142.25   -20.25    1981    0.034557    8.947267   10.438085    0.525574
   142.25   -20.25    1982    0.029532    9.311415    9.626035    0.106991
   142.25   -20.25    1983    0.028679    9.110212   10.832028    0.664985
   142.25   -20.25    1984    0.028937    8.057512    8.832853    0.254783
   142.25   -20.25    1985    0.032035   10.114711   11.886201    0.403629
   142.25   -20.25    1986    0.034360   10.406428   10.729317    0.040075
   142.25   -20.25    1987    0.031817    9.386574    9.917041    0.111909
   142.25   -20.25    1988    0.031096    9.637161   10.702022    0.237062
   142.25   -20.25    1989    0.031430    8.747919    9.338690    0.172936
   142.25   -20.25    1990    0.026162    8.891740   11.550751    1.575296
   142.25   -20.25    1991    0.030494    8.606340    9.004816    0.250953
   142.25   -20.25    1992    0.033181    9.802685   10.763774    0.220832
   142.25   -20.25    1993    0.033443    9.201373   10.370402    0.282354
   142.25   -20.25    1994    0.030387    9.367176    9.716453    0.123161
   142.25   -20.25    1995    0.032438    9.290253   10.174879    0.193806
   142.25   -20.25    1996    0.031600    9.233745    9.945290    0.196278
   142.25   -20.25    1997    0.029796    7.424922    7.984045    0.212851
   142.25   -20.25    1998    0.033061    9.986588   11.243571    0.269290
   142.25   -20.25    1999    0.030688    8.178734    8.914129    0.213622
   142.25   -20.25    2000    0.029356    7.460640    8.912201    0.502452
   142.25   -20.25    2001    0.029625    8.563253    9.386432    0.249098
   142.25   -20.25    2002    0.027822    8.216042    8.801302    0.257392
   142.25   -20.25    2003    0.033284    9.351245   10.199756    0.242986
   142.25   -20.25    2004    0.029643    7.592764    8.071643    0.268352
   142.25   -20.25    2005    0.033404   10.638366   11.497887    0.209961
   142.25   -20.25    2006    0.025947    7.538987    8.524464    0.336485
   142.25   -20.25    2007    0.027509    8.106172   10.510804    0.795195
   142.25   -20.25    2008    0.029502    8.865117    9.562229    0.232708
   142.25   -20.25    2009    0.029259    7.284398    7.695488    0.338374
   142.25   -20.25    2010    0.034694    7.375633    9.189613    0.668958
