      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    88.2193    15.5574     0.0000     0.0123     0.0032     0.0000
    41.75    60.75    1981    84.9315    11.4726     0.0000     0.0174     0.0087     0.0000
    41.75    60.75    1982    77.5306     0.0069     0.0000     0.0174     0.0090     0.0000
    41.75    60.75    1983    73.6605     7.6267     0.0000     0.0136     0.0062     0.0000
    41.75    60.75    1984    78.8522     7.3800     0.0000     0.0218     0.0150     0.0002
    41.75    60.75    1985    73.1766    12.9188     0.0000     0.0264     0.0189     0.0000
    41.75    60.75    1986    78.4827     6.5830     0.0000     0.0319     0.0229     0.0001
    41.75    60.75    1987    80.3640    11.1012     0.0000     0.0323     0.0253     0.0000
    41.75    60.75    1988    74.9527    13.3468     0.0000     0.0279     0.0156     0.0000
    41.75    60.75    1989    72.5113     6.2593     0.0000     0.0140     0.0072     0.0002
    41.75    60.75    1990    65.2885     8.2665     0.0000     0.0085     0.0018     0.0000
    41.75    60.75    1991    63.3830     9.4299     0.0000     0.0234     0.0170     0.0000
    41.75    60.75    1992    62.6698    24.4932     0.0168     0.0312     0.0214     0.0000
    41.75    60.75    1993    57.9425     6.8271     0.0000     0.0076     0.0018     0.0000
    41.75    60.75    1994    58.9807    10.9590     0.0000     0.0134     0.0077     0.0000
    41.75    60.75    1995    69.1261    11.2177     0.0000     0.0178     0.0117     0.0000
    41.75    60.75    1996    65.0530     7.6970     0.0000     0.0389     0.0340     0.0000
    41.75    60.75    1997    69.2464    15.7009     0.0000     0.0103     0.0033     0.0000
    41.75    60.75    1998    68.8965     5.3343     0.0000     0.0140     0.0076     0.0000
    41.75    60.75    1999    70.8134    14.2342     0.0000     0.0151     0.0083     0.0000
    41.75    60.75    2000    68.4069     9.4273     0.0000     0.0258     0.0194     0.0000
    41.75    60.75    2001    63.8782    16.7103     0.0000     0.0281     0.0225     0.0000
    41.75    60.75    2002    62.0317    20.0105     0.0000     0.0123     0.0061     0.0000
    41.75    60.75    2003    62.6513     7.8452     0.0000     0.0118     0.0054     0.0000
    41.75    60.75    2004    55.5254     6.6417     0.0000     0.0130     0.0075     0.0000
    41.75    60.75    2005    56.6470    14.1957     0.0000     0.0240     0.0186     0.0000
    41.75    60.75    2006    55.3097     6.6352     0.0000     0.0211     0.0143     0.0000
    41.75    60.75    2007    48.3732     8.6528     0.0000     0.0079     0.0032     0.0000
    41.75    60.75    2008    42.0185     4.1077     0.0000     0.0169     0.0127     0.0000
    41.75    60.75    2009    42.9228     6.3322     0.0000     0.0217     0.0176     0.0000
    41.75    60.75    2010    53.2426     9.0333     0.0000     0.0326     0.0288     0.0000
   142.25   -20.25    1980    12.4252    38.1365     0.9121     0.0589     0.0597     0.0001
   142.25   -20.25    1981    10.6157    26.9885     0.8602     0.0691     0.0703     0.0001
   142.25   -20.25    1982     8.9566    33.2296     0.8002     0.0573     0.0579     0.0000
   142.25   -20.25    1983    12.3485    32.7206     0.9355     0.0778     0.0788     0.0001
   142.25   -20.25    1984    11.5999    28.8395     0.8126     0.0784     0.0794     0.0001
   142.25   -20.25    1985    11.2257    32.8289     1.8093     0.0907     0.0973     0.0005
   142.25   -20.25    1986    13.1461    46.4318     1.4472     0.0838     0.0862     0.0002
   142.25   -20.25    1987     9.0777    31.6453     2.0713     0.0313     0.0409     0.0017
   142.25   -20.25    1988    12.9473    35.6340     2.9061     0.0394     0.0599     0.0100
   142.25   -20.25    1989    12.4403    24.1472     0.8891     0.1123     0.1138     0.0001
   142.25   -20.25    1990     8.0384    27.8715     0.9166     0.0606     0.0620     0.0001
   142.25   -20.25    1991     7.7950    30.4614     0.5671     0.0439     0.0442     0.0000
   142.25   -20.25    1992    12.4787    37.8826     1.9563     0.0650     0.0720     0.0007
   142.25   -20.25    1993    13.3599    31.7214     1.7692     0.0866     0.0951     0.0010
   142.25   -20.25    1994     9.0172    38.0187     0.4628     0.0378     0.0379     0.0000
   142.25   -20.25    1995    10.6481    33.4064     2.1853     0.0445     0.0554     0.0014
   142.25   -20.25    1996     9.8449    30.4689     1.4347     0.0999     0.1039     0.0003
   142.25   -20.25    1997    11.7304    20.2241     2.1713     0.0191     0.0376     0.0142
   142.25   -20.25    1998     9.4549    23.8188     1.9386     0.0484     0.0564     0.0085
   142.25   -20.25    1999    10.8697    21.8719     2.1421     0.0282     0.0449     0.0089
   142.25   -20.25    2000    13.1303    14.9989     2.5399     0.0127     0.0510     0.0458
   142.25   -20.25    2001     9.4655    26.4277     2.1919     0.0691     0.0820     0.0014
   142.25   -20.25    2002     9.3518    36.4917     0.5730     0.0341     0.0342     0.0000
   142.25   -20.25    2003    10.8822    34.2517     2.7215     0.0312     0.0487     0.0062
   142.25   -20.25    2004    13.1488    31.1901     2.8848     0.0407     0.0634     0.0167
   142.25   -20.25    2005     8.2478    40.6764     1.6806     0.0774     0.0814     0.0003
   142.25   -20.25    2006     8.7606    30.3418     0.6954     0.0417     0.0423     0.0001
   142.25   -20.25    2007    10.4174    22.3153     3.2312     0.0224     0.0679     0.0169
   142.25   -20.25    2008     8.6792    31.2440     1.5149     0.0560     0.0596     0.0004
   142.25   -20.25    2009    12.2358    29.4654     1.7666     0.0410     0.0478     0.0021
   142.25   -20.25    2010    15.0674    14.9135     2.9115     0.0099     0.0704     0.0610
