      Lon      Lat    Year     Total
    41.75    60.75    1980     0.198
    41.75    60.75    1981     1.299
    41.75    60.75    1982     2.555
    41.75    60.75    1983     0.000
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.037
    41.75    60.75    1986     0.353
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.036
    41.75    60.75    1991     0.935
    41.75    60.75    1992     3.369
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.194
    41.75    60.75    1995     0.430
    41.75    60.75    1996     1.310
    41.75    60.75    1997     3.429
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.748
    41.75    60.75    2000     1.455
    41.75    60.75    2001     4.710
    41.75    60.75    2002     2.267
    41.75    60.75    2003     2.617
    41.75    60.75    2004     2.419
    41.75    60.75    2005     2.067
    41.75    60.75    2006     1.789
    41.75    60.75    2007     1.176
    41.75    60.75    2008     0.465
    41.75    60.75    2009     0.868
    41.75    60.75    2010     3.135
   142.25   -20.25    1980    27.792
   142.25   -20.25    1981    24.765
   142.25   -20.25    1982    40.328
   142.25   -20.25    1983    41.857
   142.25   -20.25    1984    40.947
   142.25   -20.25    1985    38.916
   142.25   -20.25    1986    33.576
   142.25   -20.25    1987    34.796
   142.25   -20.25    1988    31.996
   142.25   -20.25    1989    33.270
   142.25   -20.25    1990    62.341
   142.25   -20.25    1991    40.027
   142.25   -20.25    1992    35.442
   142.25   -20.25    1993    26.049
   142.25   -20.25    1994    51.936
   142.25   -20.25    1995    31.738
   142.25   -20.25    1996    30.410
   142.25   -20.25    1997    35.507
   142.25   -20.25    1998    37.379
   142.25   -20.25    1999    30.427
   142.25   -20.25    2000    26.614
   142.25   -20.25    2001    44.447
   142.25   -20.25    2002    52.348
   142.25   -20.25    2003    41.106
   142.25   -20.25    2004    45.917
   142.25   -20.25    2005    42.356
   142.25   -20.25    2006    53.293
   142.25   -20.25    2007    53.040
   142.25   -20.25    2008    47.858
   142.25   -20.25    2009    40.774
   142.25   -20.25    2010    20.696
