      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   112.3104    15.7569     0.0000     0.0156     0.0040     0.0000
    41.75    60.75    1981   102.2009    11.5370     0.0000     0.0206     0.0101     0.0000
    41.75    60.75    1982    97.7563     0.0087     0.0000     0.0219     0.0112     0.0000
    41.75    60.75    1983    95.1589     7.7688     0.0000     0.0176     0.0080     0.0000
    41.75    60.75    1984   100.9411     7.0933     0.0000     0.0274     0.0185     0.0001
    41.75    60.75    1985    96.4749    13.8611     0.0000     0.0355     0.0257     0.0000
    41.75    60.75    1986   103.4147     6.6666     0.0000     0.0422     0.0302     0.0001
    41.75    60.75    1987   106.9333    12.1005     0.0000     0.0429     0.0337     0.0000
    41.75    60.75    1988    99.0184    13.7947     0.0000     0.0366     0.0204     0.0000
    41.75    60.75    1989    93.7347     6.2086     0.0000     0.0178     0.0088     0.0001
    41.75    60.75    1990    89.8024     8.9151     0.0000     0.0117     0.0025     0.0000
    41.75    60.75    1991    84.8816     9.9099     0.0000     0.0312     0.0227     0.0000
    41.75    60.75    1992    83.7417    24.0894     0.0136     0.0442     0.0314     0.0000
    41.75    60.75    1993    87.4513     7.4344     0.0000     0.0114     0.0027     0.0000
    41.75    60.75    1994    89.1894    12.6485     0.0000     0.0199     0.0114     0.0000
    41.75    60.75    1995    92.0190    11.6912     0.0000     0.0234     0.0152     0.0000
    41.75    60.75    1996    90.1771     8.0369     0.0000     0.0525     0.0457     0.0000
    41.75    60.75    1997    92.1998    14.7105     0.0000     0.0138     0.0044     0.0000
    41.75    60.75    1998    94.4645     5.8253     0.0000     0.0191     0.0104     0.0000
    41.75    60.75    1999    88.6300    14.4115     0.0000     0.0184     0.0099     0.0000
    41.75    60.75    2000    85.7302     9.6185     0.0000     0.0322     0.0243     0.0000
    41.75    60.75    2001    81.6143    15.7836     0.0000     0.0365     0.0294     0.0000
    41.75    60.75    2002    79.3292    19.6533     0.0000     0.0161     0.0083     0.0000
    41.75    60.75    2003    80.2286     8.6714     0.0000     0.0151     0.0069     0.0000
    41.75    60.75    2004    74.3988     7.7267     0.0000     0.0171     0.0098     0.0000
    41.75    60.75    2005    70.9617    14.5110     0.0000     0.0304     0.0238     0.0000
    41.75    60.75    2006    71.2033     6.7958     0.0000     0.0271     0.0184     0.0000
    41.75    60.75    2007    68.4502    10.2253     0.0000     0.0112     0.0045     0.0000
    41.75    60.75    2008    67.9344     5.0385     0.0000     0.0272     0.0204     0.0000
    41.75    60.75    2009    67.8383     7.7948     0.0000     0.0347     0.0283     0.0000
    41.75    60.75    2010    71.0800     9.7869     0.0000     0.0431     0.0382     0.0000
   142.25   -20.25    1980    13.8646    55.9780     1.0241     0.0767     0.0774     0.0001
   142.25   -20.25    1981    13.2719    48.5152     1.0610     0.0884     0.0892     0.0001
   142.25   -20.25    1982    15.7877    54.0290     0.8953     0.0695     0.0700     0.0000
   142.25   -20.25    1983    14.8186    54.6129     1.2032     0.0893     0.0903     0.0001
   142.25   -20.25    1984    16.1110    47.4056     0.8041     0.0898     0.0904     0.0000
   142.25   -20.25    1985    14.4491    57.0615     2.6597     0.1090     0.1155     0.0005
   142.25   -20.25    1986    14.2551    69.8828     1.6826     0.0953     0.0972     0.0001
   142.25   -20.25    1987    14.0454    54.3459     2.7599     0.0589     0.0669     0.0014
   142.25   -20.25    1988    14.7567    55.4358     6.0382     0.0438     0.1100     0.0174
   142.25   -20.25    1989    17.6057    45.7090     1.4696     0.1515     0.1534     0.0002
   142.25   -20.25    1990    13.8102    43.6808     0.8677     0.0713     0.0722     0.0001
   142.25   -20.25    1991    14.6939    48.2591     0.7010     0.0559     0.0562     0.0000
   142.25   -20.25    1992    14.7734    55.1112     2.7511     0.0864     0.0935     0.0007
   142.25   -20.25    1993    15.9395    50.5988     2.6590     0.1092     0.1188     0.0010
   142.25   -20.25    1994    15.9015    55.4891     0.6383     0.0509     0.0510     0.0000
   142.25   -20.25    1995    14.4808    51.6957     2.6984     0.0646     0.0729     0.0011
   142.25   -20.25    1996    13.3998    50.6723     1.8072     0.1056     0.1088     0.0003
   142.25   -20.25    1997    18.4369    34.3485     4.5906     0.0347     0.0951     0.0321
   142.25   -20.25    1998    12.5372    38.4257     2.5480     0.0601     0.0673     0.0093
   142.25   -20.25    1999    15.5822    38.8143     3.8548     0.0485     0.0791     0.0095
   142.25   -20.25    2000    17.5923    26.2055     4.6880     0.0187     0.0978     0.0997
   142.25   -20.25    2001    14.2925    39.1107     2.1546     0.0773     0.0866     0.0012
   142.25   -20.25    2002    15.8471    52.2024     0.7971     0.0463     0.0466     0.0000
   142.25   -20.25    2003    15.9571    50.3373     3.9229     0.0720     0.0922     0.0048
   142.25   -20.25    2004    17.3698    42.0466     3.9269     0.0621     0.0933     0.0129
   142.25   -20.25    2005    13.5953    54.5686     1.5154     0.0896     0.0923     0.0002
   142.25   -20.25    2006    15.9938    43.7948     0.7286     0.0507     0.0511     0.0000
   142.25   -20.25    2007    13.8161    32.4235     3.1683     0.0436     0.0690     0.0093
   142.25   -20.25    2008    14.6133    44.0241     1.5209     0.0526     0.0557     0.0004
   142.25   -20.25    2009    17.0173    44.4772     2.7430     0.0676     0.0767     0.0043
   142.25   -20.25    2010    18.2390    21.9254     4.4293     0.0137     0.1123     0.0984
