      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    96.6820    15.9169     0.0000     0.0135     0.0035     0.0000
    41.75    60.75    1981    91.1006    11.5699     0.0000     0.0186     0.0092     0.0000
    41.75    60.75    1982    84.0392     0.0074     0.0000     0.0189     0.0097     0.0000
    41.75    60.75    1983    81.2204     7.8726     0.0000     0.0150     0.0068     0.0000
    41.75    60.75    1984    86.0773     7.4212     0.0000     0.0238     0.0162     0.0002
    41.75    60.75    1985    80.9382    13.2664     0.0000     0.0294     0.0212     0.0000
    41.75    60.75    1986    87.4658     6.9547     0.0000     0.0356     0.0256     0.0002
    41.75    60.75    1987    89.8854    11.6092     0.0000     0.0361     0.0283     0.0000
    41.75    60.75    1988    82.3112    13.7457     0.0000     0.0306     0.0171     0.0000
    41.75    60.75    1989    77.5539     6.3800     0.0000     0.0150     0.0076     0.0002
    41.75    60.75    1990    70.9285     8.3438     0.0000     0.0092     0.0020     0.0000
    41.75    60.75    1991    68.9338     9.7275     0.0000     0.0254     0.0185     0.0000
    41.75    60.75    1992    69.9507    25.4746     0.0164     0.0356     0.0247     0.0000
    41.75    60.75    1993    66.9885     7.1050     0.0000     0.0087     0.0021     0.0000
    41.75    60.75    1994    68.7203    11.6136     0.0000     0.0155     0.0089     0.0000
    41.75    60.75    1995    75.8766    11.6768     0.0000     0.0195     0.0128     0.0000
    41.75    60.75    1996    73.3030     7.5940     0.0000     0.0433     0.0378     0.0000
    41.75    60.75    1997    77.6288    15.9328     0.0000     0.0116     0.0037     0.0000
    41.75    60.75    1998    78.3866     5.6354     0.0000     0.0159     0.0087     0.0000
    41.75    60.75    1999    77.6210    14.6450     0.0000     0.0164     0.0090     0.0000
    41.75    60.75    2000    74.3726     9.6022     0.0000     0.0280     0.0211     0.0000
    41.75    60.75    2001    69.6835    16.3829     0.0000     0.0309     0.0248     0.0000
    41.75    60.75    2002    67.6774    19.8133     0.0000     0.0136     0.0069     0.0000
    41.75    60.75    2003    70.6278     9.6484     0.0000     0.0134     0.0061     0.0000
    41.75    60.75    2004    64.1021     7.4054     0.0000     0.0149     0.0086     0.0000
    41.75    60.75    2005    64.0428    15.0349     0.0000     0.0272     0.0212     0.0000
    41.75    60.75    2006    62.8550     6.9270     0.0000     0.0240     0.0163     0.0000
    41.75    60.75    2007    57.4771     9.6641     0.0000     0.0094     0.0038     0.0000
    41.75    60.75    2008    51.9500     4.5049     0.0000     0.0208     0.0156     0.0000
    41.75    60.75    2009    53.4764     7.2514     0.0000     0.0271     0.0220     0.0000
    41.75    60.75    2010    60.7800     9.6177     0.0000     0.0372     0.0329     0.0000
   142.25   -20.25    1980     9.2060    29.6445     0.7596     0.0592     0.0599     0.0001
   142.25   -20.25    1981     8.7338    21.9726     0.7684     0.0695     0.0705     0.0001
   142.25   -20.25    1982     8.2538    30.0871     0.7365     0.0577     0.0582     0.0000
   142.25   -20.25    1983    10.6980    28.4890     0.8587     0.0780     0.0790     0.0001
   142.25   -20.25    1984    10.4768    25.2075     0.7225     0.0790     0.0798     0.0001
   142.25   -20.25    1985    10.2724    28.2436     1.6459     0.0907     0.0966     0.0005
   142.25   -20.25    1986     9.3065    38.1465     1.3101     0.0840     0.0862     0.0002
   142.25   -20.25    1987     8.8298    29.2866     1.9466     0.0313     0.0402     0.0016
   142.25   -20.25    1988    10.4741    27.9698     2.3683     0.0263     0.0437     0.0089
   142.25   -20.25    1989    12.5732    22.5309     0.8159     0.1135     0.1148     0.0001
   142.25   -20.25    1990     8.0798    25.9917     0.8471     0.0613     0.0625     0.0001
   142.25   -20.25    1991     7.8322    28.1710     0.5211     0.0442     0.0444     0.0000
   142.25   -20.25    1992    10.0338    31.4398     1.7558     0.0636     0.0699     0.0006
   142.25   -20.25    1993    11.6440    26.0894     1.5713     0.0855     0.0930     0.0009
   142.25   -20.25    1994     9.1001    34.7557     0.4209     0.0381     0.0382     0.0000
   142.25   -20.25    1995     8.8352    28.2131     1.9825     0.0436     0.0534     0.0012
   142.25   -20.25    1996     9.9674    27.6119     1.2920     0.1012     0.1047     0.0003
   142.25   -20.25    1997    11.8207    18.1563     1.9237     0.0191     0.0348     0.0120
   142.25   -20.25    1998     8.7114    20.3253     1.6537     0.0470     0.0535     0.0069
   142.25   -20.25    1999    11.0326    19.7801     1.8819     0.0286     0.0422     0.0072
   142.25   -20.25    2000    13.4425    13.6747     2.2159     0.0130     0.0436     0.0364
   142.25   -20.25    2001     9.5931    23.0028     1.8573     0.0701     0.0802     0.0011
   142.25   -20.25    2002     9.4626    31.9446     0.4927     0.0344     0.0346     0.0000
   142.25   -20.25    2003    10.8309    30.7065     2.4071     0.0310     0.0457     0.0052
   142.25   -20.25    2004    13.2888    27.5654     2.5072     0.0412     0.0599     0.0136
   142.25   -20.25    2005     8.2593    35.7642     1.4689     0.0782     0.0815     0.0002
   142.25   -20.25    2006     8.8501    27.3068     0.6106     0.0422     0.0427     0.0000
   142.25   -20.25    2007    10.5645    20.1441     2.8792     0.0228     0.0619     0.0145
   142.25   -20.25    2008     8.7719    27.6610     1.3222     0.0566     0.0595     0.0003
   142.25   -20.25    2009    12.3101    25.2979     1.4591     0.0413     0.0463     0.0016
   142.25   -20.25    2010    15.3388    13.2879     2.4660     0.0100     0.0566     0.0467
