      Lon      Lat    Year     Total
    41.75    60.75    1980     0.702
    41.75    60.75    1981     2.450
    41.75    60.75    1982     3.497
    41.75    60.75    1983     0.306
    41.75    60.75    1984     0.327
    41.75    60.75    1985     0.420
    41.75    60.75    1986     0.734
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.393
    41.75    60.75    1989     0.240
    41.75    60.75    1990     0.357
    41.75    60.75    1991     1.578
    41.75    60.75    1992     5.105
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.218
    41.75    60.75    1995     1.092
    41.75    60.75    1996     1.853
    41.75    60.75    1997     4.978
    41.75    60.75    1998     0.046
    41.75    60.75    1999     3.197
    41.75    60.75    2000     2.388
    41.75    60.75    2001     6.766
    41.75    60.75    2002     3.804
    41.75    60.75    2003     4.005
    41.75    60.75    2004     3.417
    41.75    60.75    2005     3.765
    41.75    60.75    2006     3.090
    41.75    60.75    2007     1.654
    41.75    60.75    2008     0.663
    41.75    60.75    2009     1.795
    41.75    60.75    2010     4.716
   142.25   -20.25    1980    44.334
   142.25   -20.25    1981    40.403
   142.25   -20.25    1982    60.578
   142.25   -20.25    1983    61.732
   142.25   -20.25    1984    56.455
   142.25   -20.25    1985    53.152
   142.25   -20.25    1986    51.874
   142.25   -20.25    1987    53.594
   142.25   -20.25    1988    47.992
   142.25   -20.25    1989    51.491
   142.25   -20.25    1990    80.687
   142.25   -20.25    1991    57.807
   142.25   -20.25    1992    51.576
   142.25   -20.25    1993    42.356
   142.25   -20.25    1994    72.876
   142.25   -20.25    1995    46.513
   142.25   -20.25    1996    45.953
   142.25   -20.25    1997    51.433
   142.25   -20.25    1998    52.126
   142.25   -20.25    1999    45.013
   142.25   -20.25    2000    39.881
   142.25   -20.25    2001    58.973
   142.25   -20.25    2002    69.403
   142.25   -20.25    2003    58.015
   142.25   -20.25    2004    60.427
   142.25   -20.25    2005    56.639
   142.25   -20.25    2006    70.757
   142.25   -20.25    2007    63.505
   142.25   -20.25    2008    62.010
   142.25   -20.25    2009    57.693
   142.25   -20.25    2010    29.518
