      Lon      Lat    Year     Total
    41.75    60.75    1980     0.685
    41.75    60.75    1981     2.447
    41.75    60.75    1982     3.685
    41.75    60.75    1983     0.304
    41.75    60.75    1984     0.273
    41.75    60.75    1985     0.544
    41.75    60.75    1986     0.772
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.368
    41.75    60.75    1989     0.183
    41.75    60.75    1990     0.455
    41.75    60.75    1991     1.606
    41.75    60.75    1992     5.231
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.279
    41.75    60.75    1995     1.039
    41.75    60.75    1996     1.890
    41.75    60.75    1997     5.175
    41.75    60.75    1998     0.039
    41.75    60.75    1999     3.148
    41.75    60.75    2000     2.358
    41.75    60.75    2001     6.772
    41.75    60.75    2002     3.926
    41.75    60.75    2003     4.044
    41.75    60.75    2004     3.478
    41.75    60.75    2005     3.831
    41.75    60.75    2006     3.085
    41.75    60.75    2007     1.639
    41.75    60.75    2008     0.758
    41.75    60.75    2009     1.850
    41.75    60.75    2010     4.674
   142.25   -20.25    1980    46.609
   142.25   -20.25    1981    41.864
   142.25   -20.25    1982    62.274
   142.25   -20.25    1983    66.228
   142.25   -20.25    1984    58.895
   142.25   -20.25    1985    57.519
   142.25   -20.25    1986    54.216
   142.25   -20.25    1987    55.702
   142.25   -20.25    1988    52.005
   142.25   -20.25    1989    53.198
   142.25   -20.25    1990    85.817
   142.25   -20.25    1991    60.157
   142.25   -20.25    1992    55.543
   142.25   -20.25    1993    45.464
   142.25   -20.25    1994    75.671
   142.25   -20.25    1995    49.616
   142.25   -20.25    1996    48.655
   142.25   -20.25    1997    53.645
   142.25   -20.25    1998    55.290
   142.25   -20.25    1999    47.749
   142.25   -20.25    2000    43.268
   142.25   -20.25    2001    61.115
   142.25   -20.25    2002    72.673
   142.25   -20.25    2003    61.218
   142.25   -20.25    2004    61.688
   142.25   -20.25    2005    60.091
   142.25   -20.25    2006    73.302
   142.25   -20.25    2007    65.191
   142.25   -20.25    2008    64.660
   142.25   -20.25    2009    59.391
   142.25   -20.25    2010    31.614
