      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    98.6890    16.8379     0.0000     0.0138     0.0036     0.0000
    41.75    60.75    1981    94.0302    11.8863     0.0000     0.0192     0.0095     0.0000
    41.75    60.75    1982    88.0704     0.0078     0.0000     0.0198     0.0101     0.0000
    41.75    60.75    1983    83.7181     8.0205     0.0000     0.0155     0.0070     0.0000
    41.75    60.75    1984    88.5914     7.6793     0.0000     0.0245     0.0168     0.0002
    41.75    60.75    1985    84.1404    13.8018     0.0000     0.0305     0.0219     0.0000
    41.75    60.75    1986    90.1212     6.7190     0.0000     0.0367     0.0263     0.0001
    41.75    60.75    1987    91.7102    11.7955     0.0000     0.0368     0.0289     0.0000
    41.75    60.75    1988    84.6432    13.3466     0.0000     0.0315     0.0176     0.0000
    41.75    60.75    1989    79.9901     6.4806     0.0000     0.0154     0.0078     0.0002
    41.75    60.75    1990    74.7910     8.8372     0.0000     0.0097     0.0021     0.0000
    41.75    60.75    1991    71.7755    10.0241     0.0000     0.0265     0.0193     0.0000
    41.75    60.75    1992    72.4845    26.3535     0.0171     0.0366     0.0252     0.0000
    41.75    60.75    1993    70.2901     7.4571     0.0000     0.0092     0.0022     0.0000
    41.75    60.75    1994    72.2723    12.1949     0.0000     0.0163     0.0094     0.0000
    41.75    60.75    1995    77.5549    11.3005     0.0000     0.0199     0.0131     0.0000
    41.75    60.75    1996    74.9720     7.9829     0.0000     0.0445     0.0389     0.0000
    41.75    60.75    1997    79.4941    16.5034     0.0000     0.0118     0.0037     0.0000
    41.75    60.75    1998    79.8636     5.7288     0.0000     0.0162     0.0088     0.0000
    41.75    60.75    1999    79.6185    14.9767     0.0000     0.0169     0.0092     0.0000
    41.75    60.75    2000    77.2375     9.7361     0.0000     0.0291     0.0219     0.0000
    41.75    60.75    2001    75.0185    18.3109     0.0000     0.0333     0.0266     0.0000
    41.75    60.75    2002    73.3979    21.7415     0.0000     0.0146     0.0073     0.0000
    41.75    60.75    2003    74.0959     8.5250     0.0000     0.0140     0.0064     0.0000
    41.75    60.75    2004    68.0407     7.6500     0.0000     0.0158     0.0092     0.0000
    41.75    60.75    2005    67.1794    15.5777     0.0000     0.0285     0.0222     0.0000
    41.75    60.75    2006    65.8345     7.1838     0.0000     0.0251     0.0171     0.0000
    41.75    60.75    2007    59.8976     9.9226     0.0000     0.0098     0.0039     0.0000
    41.75    60.75    2008    55.3361     4.8258     0.0000     0.0222     0.0167     0.0000
    41.75    60.75    2009    55.7242     7.6655     0.0000     0.0282     0.0229     0.0000
    41.75    60.75    2010    63.1431     9.9250     0.0000     0.0387     0.0342     0.0000
   142.25   -20.25    1980    15.4709    46.6302     1.0931     0.0579     0.0589     0.0001
   142.25   -20.25    1981    13.7898    34.4128     1.0251     0.0682     0.0697     0.0001
   142.25   -20.25    1982    12.2148    39.6931     0.9257     0.0563     0.0570     0.0001
   142.25   -20.25    1983    14.2400    36.6605     1.0506     0.0769     0.0782     0.0001
   142.25   -20.25    1984    13.6662    34.0249     0.9741     0.0776     0.0787     0.0001
   142.25   -20.25    1985    13.4530    39.9774     2.0876     0.0911     0.0993     0.0007
   142.25   -20.25    1986    17.0017    55.0141     1.6722     0.0831     0.0859     0.0002
   142.25   -20.25    1987    12.2610    38.6712     2.3485     0.0338     0.0454     0.0021
   142.25   -20.25    1988    15.4863    43.0085     3.5343     0.0496     0.0758     0.0123
   142.25   -20.25    1989    14.0258    29.0701     1.0083     0.1109     0.1128     0.0002
   142.25   -20.25    1990    10.2201    31.8071     1.0503     0.0597     0.0614     0.0001
   142.25   -20.25    1991    10.1680    35.3406     0.6596     0.0432     0.0435     0.0000
   142.25   -20.25    1992    15.4805    44.8161     2.2301     0.0663     0.0747     0.0008
   142.25   -20.25    1993    16.2842    39.4896     2.0443     0.0882     0.0985     0.0012
   142.25   -20.25    1994    10.7626    43.0784     0.5647     0.0366     0.0368     0.0000
   142.25   -20.25    1995    14.0139    40.5346     2.4936     0.0461     0.0592     0.0017
   142.25   -20.25    1996    11.5044    36.3650     1.6399     0.1001     0.1050     0.0004
   142.25   -20.25    1997    12.8926    23.9789     2.8195     0.0257     0.0514     0.0183
   142.25   -20.25    1998    11.1626    28.3662     2.4147     0.0521     0.0629     0.0108
   142.25   -20.25    1999    12.4634    26.5133     2.5237     0.0322     0.0531     0.0112
   142.25   -20.25    2000    13.4981    16.7412     3.2479     0.0146     0.0717     0.0707
   142.25   -20.25    2001     9.3575    29.2205     2.5281     0.0682     0.0844     0.0017
   142.25   -20.25    2002    11.4174    41.9816     0.6542     0.0331     0.0333     0.0000
   142.25   -20.25    2003    13.1982    40.8862     3.2233     0.0361     0.0582     0.0077
   142.25   -20.25    2004    13.1647    34.1094     3.3257     0.0409     0.0696     0.0212
   142.25   -20.25    2005    11.2774    48.8903     1.9935     0.0763     0.0812     0.0003
   142.25   -20.25    2006     8.7157    32.6758     0.7824     0.0410     0.0417     0.0001
   142.25   -20.25    2007    11.1042    24.8952     3.6408     0.0229     0.0781     0.0204
   142.25   -20.25    2008     8.8844    34.7977     1.7270     0.0566     0.0610     0.0004
   142.25   -20.25    2009    14.3516    35.7133     2.1202     0.0438     0.0526     0.0026
   142.25   -20.25    2010    14.9940    16.4244     3.3882     0.0101     0.0866     0.0772
