      Lon      Lat    Year     Total
    41.75    60.75    1980     0.681
    41.75    60.75    1981     2.405
    41.75    60.75    1982     3.648
    41.75    60.75    1983     0.298
    41.75    60.75    1984     0.261
    41.75    60.75    1985     0.508
    41.75    60.75    1986     0.750
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.361
    41.75    60.75    1989     0.182
    41.75    60.75    1990     0.434
    41.75    60.75    1991     1.585
    41.75    60.75    1992     5.195
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.262
    41.75    60.75    1995     1.029
    41.75    60.75    1996     1.886
    41.75    60.75    1997     5.074
    41.75    60.75    1998     0.039
    41.75    60.75    1999     3.114
    41.75    60.75    2000     2.345
    41.75    60.75    2001     6.723
    41.75    60.75    2002     3.864
    41.75    60.75    2003     4.033
    41.75    60.75    2004     3.451
    41.75    60.75    2005     3.735
    41.75    60.75    2006     3.064
    41.75    60.75    2007     1.630
    41.75    60.75    2008     0.784
    41.75    60.75    2009     1.799
    41.75    60.75    2010     4.652
   142.25   -20.25    1980    45.996
   142.25   -20.25    1981    41.759
   142.25   -20.25    1982    61.653
   142.25   -20.25    1983    62.982
   142.25   -20.25    1984    57.497
   142.25   -20.25    1985    54.662
   142.25   -20.25    1986    52.742
   142.25   -20.25    1987    55.544
   142.25   -20.25    1988    49.811
   142.25   -20.25    1989    52.803
   142.25   -20.25    1990    81.219
   142.25   -20.25    1991    59.654
   142.25   -20.25    1992    53.558
   142.25   -20.25    1993    44.562
   142.25   -20.25    1994    74.610
   142.25   -20.25    1995    47.976
   142.25   -20.25    1996    47.202
   142.25   -20.25    1997    52.415
   142.25   -20.25    1998    53.016
   142.25   -20.25    1999    46.729
   142.25   -20.25    2000    40.413
   142.25   -20.25    2001    59.375
   142.25   -20.25    2002    70.647
   142.25   -20.25    2003    59.285
   142.25   -20.25    2004    61.442
   142.25   -20.25    2005    58.074
   142.25   -20.25    2006    71.796
   142.25   -20.25    2007    63.757
   142.25   -20.25    2008    62.652
   142.25   -20.25    2009    59.001
   142.25   -20.25    2010    30.550
