      Lon      Lat    Year     Total
    41.75    60.75    1980     0.435
    41.75    60.75    1981     1.890
    41.75    60.75    1982     3.384
    41.75    60.75    1983     0.164
    41.75    60.75    1984     0.023
    41.75    60.75    1985     0.376
    41.75    60.75    1986     0.546
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.125
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.306
    41.75    60.75    1991     1.098
    41.75    60.75    1992     4.835
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.925
    41.75    60.75    1995     0.475
    41.75    60.75    1996     1.882
    41.75    60.75    1997     4.213
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.069
    41.75    60.75    2000     1.899
    41.75    60.75    2001     6.077
    41.75    60.75    2002     3.224
    41.75    60.75    2003     3.514
    41.75    60.75    2004     3.187
    41.75    60.75    2005     2.942
    41.75    60.75    2006     2.682
    41.75    60.75    2007     1.541
    41.75    60.75    2008     0.769
    41.75    60.75    2009     1.498
    41.75    60.75    2010     3.771
   142.25   -20.25    1980    27.805
   142.25   -20.25    1981    24.791
   142.25   -20.25    1982    40.309
   142.25   -20.25    1983    41.004
   142.25   -20.25    1984    39.403
   142.25   -20.25    1985    36.457
   142.25   -20.25    1986    33.199
   142.25   -20.25    1987    34.627
   142.25   -20.25    1988    31.452
   142.25   -20.25    1989    33.006
   142.25   -20.25    1990    59.605
   142.25   -20.25    1991    39.411
   142.25   -20.25    1992    34.915
   142.25   -20.25    1993    25.954
   142.25   -20.25    1994    51.543
   142.25   -20.25    1995    30.334
   142.25   -20.25    1996    29.700
   142.25   -20.25    1997    35.117
   142.25   -20.25    1998    35.467
   142.25   -20.25    1999    29.444
   142.25   -20.25    2000    25.301
   142.25   -20.25    2001    43.235
   142.25   -20.25    2002    50.711
   142.25   -20.25    2003    40.286
   142.25   -20.25    2004    45.685
   142.25   -20.25    2005    40.040
   142.25   -20.25    2006    52.975
   142.25   -20.25    2007    49.527
   142.25   -20.25    2008    44.991
   142.25   -20.25    2009    40.688
   142.25   -20.25    2010    19.917
