      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   100.2982    15.3238     0.0000     0.0139     0.0036     0.0000
    41.75    60.75    1981    93.4061    10.9399     0.0000     0.0188     0.0093     0.0000
    41.75    60.75    1982    85.3544     0.0076     0.0000     0.0191     0.0098     0.0000
    41.75    60.75    1983    84.7285     7.3544     0.0000     0.0156     0.0071     0.0000
    41.75    60.75    1984    91.5976     6.7477     0.0000     0.0249     0.0167     0.0001
    41.75    60.75    1985    85.4602    12.8516     0.0000     0.0313     0.0226     0.0000
    41.75    60.75    1986    92.8297     6.2057     0.0000     0.0379     0.0271     0.0001
    41.75    60.75    1987    95.4715    11.3826     0.0000     0.0383     0.0301     0.0000
    41.75    60.75    1988    90.0873    13.4126     0.0000     0.0333     0.0185     0.0000
    41.75    60.75    1989    87.0660     5.9016     0.0000     0.0165     0.0082     0.0001
    41.75    60.75    1990    80.2811     8.3948     0.0000     0.0104     0.0022     0.0000
    41.75    60.75    1991    77.1635     9.2834     0.0000     0.0283     0.0206     0.0000
    41.75    60.75    1992    73.9540    22.9407     0.0135     0.0386     0.0272     0.0000
    41.75    60.75    1993    72.6248     6.7732     0.0000     0.0095     0.0023     0.0000
    41.75    60.75    1994    73.2723    11.2808     0.0000     0.0164     0.0094     0.0000
    41.75    60.75    1995    80.8852    10.5556     0.0000     0.0205     0.0134     0.0000
    41.75    60.75    1996    76.2696     7.3524     0.0000     0.0447     0.0389     0.0000
    41.75    60.75    1997    79.0173    14.0446     0.0000     0.0118     0.0037     0.0000
    41.75    60.75    1998    80.5644     5.3326     0.0000     0.0163     0.0089     0.0000
    41.75    60.75    1999    78.8066    13.4070     0.0000     0.0163     0.0088     0.0000
    41.75    60.75    2000    76.7644     8.7824     0.0000     0.0288     0.0217     0.0000
    41.75    60.75    2001    71.8794    14.6461     0.0000     0.0320     0.0258     0.0000
    41.75    60.75    2002    68.5375    17.8648     0.0000     0.0138     0.0071     0.0000
    41.75    60.75    2003    69.3267     7.8334     0.0000     0.0130     0.0059     0.0000
    41.75    60.75    2004    62.0567     6.9001     0.0000     0.0143     0.0082     0.0000
    41.75    60.75    2005    61.0720    13.0245     0.0000     0.0261     0.0204     0.0000
    41.75    60.75    2006    60.7799     6.1799     0.0000     0.0231     0.0157     0.0000
    41.75    60.75    2007    56.9310     8.9311     0.0000     0.0093     0.0037     0.0000
    41.75    60.75    2008    53.6999     4.3815     0.0000     0.0215     0.0162     0.0000
    41.75    60.75    2009    53.5113     6.4949     0.0000     0.0272     0.0222     0.0000
    41.75    60.75    2010    61.1027     8.8670     0.0000     0.0370     0.0328     0.0000
   142.25   -20.25    1980    14.2200    56.0303     1.0540     0.0748     0.0756     0.0001
   142.25   -20.25    1981    13.5284    48.2563     1.0791     0.0869     0.0878     0.0001
   142.25   -20.25    1982    15.9922    53.6612     0.9320     0.0685     0.0691     0.0001
   142.25   -20.25    1983    15.1487    54.4192     1.2037     0.0886     0.0897     0.0001
   142.25   -20.25    1984    16.3639    47.1856     0.8447     0.0891     0.0898     0.0001
   142.25   -20.25    1985    14.5223    57.2733     2.7116     0.1078     0.1147     0.0006
   142.25   -20.25    1986    14.7593    71.7761     1.7166     0.0944     0.0965     0.0002
   142.25   -20.25    1987    14.3545    54.3905     2.7536     0.0569     0.0653     0.0016
   142.25   -20.25    1988    15.0233    56.2032     6.2337     0.0472     0.1158     0.0171
   142.25   -20.25    1989    17.6154    45.9040     1.4815     0.1488     0.1508     0.0002
   142.25   -20.25    1990    14.0744    43.7136     0.9227     0.0705     0.0715     0.0001
   142.25   -20.25    1991    14.9171    47.9160     0.7200     0.0549     0.0552     0.0000
   142.25   -20.25    1992    15.0511    55.1279     2.7386     0.0850     0.0923     0.0007
   142.25   -20.25    1993    16.0698    50.4834     2.6358     0.1078     0.1173     0.0010
   142.25   -20.25    1994    16.0658    55.4196     0.6691     0.0497     0.0499     0.0000
   142.25   -20.25    1995    14.7431    51.8433     2.7308     0.0632     0.0722     0.0012
   142.25   -20.25    1996    13.4458    50.7488     1.8257     0.1047     0.1082     0.0003
   142.25   -20.25    1997    18.6067    34.3518     4.7177     0.0355     0.0990     0.0330
   142.25   -20.25    1998    12.9060    38.8778     2.6688     0.0609     0.0693     0.0098
   142.25   -20.25    1999    15.6690    38.6433     3.8764     0.0504     0.0810     0.0095
   142.25   -20.25    2000    17.4545    26.0728     4.8756     0.0186     0.1048     0.1088
   142.25   -20.25    2001    14.2864    38.6877     2.2366     0.0764     0.0870     0.0014
   142.25   -20.25    2002    15.9931    52.2847     0.8299     0.0452     0.0455     0.0000
   142.25   -20.25    2003    16.0899    50.2856     3.9469     0.0737     0.0940     0.0053
   142.25   -20.25    2004    17.3247    41.9238     4.0155     0.0630     0.0956     0.0140
   142.25   -20.25    2005    13.8575    54.8577     1.6112     0.0886     0.0918     0.0002
   142.25   -20.25    2006    15.9752    43.4146     0.7905     0.0499     0.0504     0.0000
   142.25   -20.25    2007    13.8881    32.2789     3.2736     0.0426     0.0714     0.0109
   142.25   -20.25    2008    14.6392    43.7207     1.5897     0.0519     0.0554     0.0004
   142.25   -20.25    2009    17.1669    44.5916     2.7957     0.0661     0.0760     0.0047
   142.25   -20.25    2010    18.0007    21.7849     4.5860     0.0137     0.1199     0.1052
