      Lon      Lat    Year     Total
    41.75    60.75    1980     0.016
    41.75    60.75    1981     0.897
    41.75    60.75    1982     2.355
    41.75    60.75    1983     0.000
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.025
    41.75    60.75    1986     0.147
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.020
    41.75    60.75    1991     0.505
    41.75    60.75    1992     3.101
    41.75    60.75    1993     0.000
    41.75    60.75    1994     1.920
    41.75    60.75    1995     0.038
    41.75    60.75    1996     1.413
    41.75    60.75    1997     2.553
    41.75    60.75    1998     0.000
    41.75    60.75    1999     0.883
    41.75    60.75    2000     0.963
    41.75    60.75    2001     3.987
    41.75    60.75    2002     1.685
    41.75    60.75    2003     2.173
    41.75    60.75    2004     2.149
    41.75    60.75    2005     1.482
    41.75    60.75    2006     1.446
    41.75    60.75    2007     0.987
    41.75    60.75    2008     0.501
    41.75    60.75    2009     0.740
    41.75    60.75    2010     2.151
   142.25   -20.25    1980    16.193
   142.25   -20.25    1981    13.855
   142.25   -20.25    1982    23.000
   142.25   -20.25    1983    23.331
   142.25   -20.25    1984    23.294
   142.25   -20.25    1985    22.776
   142.25   -20.25    1986    18.394
   142.25   -20.25    1987    19.278
   142.25   -20.25    1988    18.119
   142.25   -20.25    1989    19.027
   142.25   -20.25    1990    37.335
   142.25   -20.25    1991    23.265
   142.25   -20.25    1992    20.372
   142.25   -20.25    1993    14.290
   142.25   -20.25    1994    30.588
   142.25   -20.25    1995    17.264
   142.25   -20.25    1996    16.830
   142.25   -20.25    1997    20.660
   142.25   -20.25    1998    20.615
   142.25   -20.25    1999    17.443
   142.25   -20.25    2000    14.138
   142.25   -20.25    2001    26.356
   142.25   -20.25    2002    32.035
   142.25   -20.25    2003    24.364
   142.25   -20.25    2004    29.064
   142.25   -20.25    2005    24.901
   142.25   -20.25    2006    32.683
   142.25   -20.25    2007    34.019
   142.25   -20.25    2008    28.648
   142.25   -20.25    2009    24.903
   142.25   -20.25    2010    10.273
