      Lon      Lat    Year     Total
    41.75    60.75    1980     0.451
    41.75    60.75    1981     1.949
    41.75    60.75    1982     3.522
    41.75    60.75    1983     0.178
    41.75    60.75    1984     0.045
    41.75    60.75    1985     0.450
    41.75    60.75    1986     0.563
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.135
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.355
    41.75    60.75    1991     1.134
    41.75    60.75    1992     4.942
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.964
    41.75    60.75    1995     0.487
    41.75    60.75    1996     1.885
    41.75    60.75    1997     4.345
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.097
    41.75    60.75    2000     1.947
    41.75    60.75    2001     6.149
    41.75    60.75    2002     3.324
    41.75    60.75    2003     3.570
    41.75    60.75    2004     3.265
    41.75    60.75    2005     3.068
    41.75    60.75    2006     2.725
    41.75    60.75    2007     1.574
    41.75    60.75    2008     0.833
    41.75    60.75    2009     1.562
    41.75    60.75    2010     3.797
   142.25   -20.25    1980    27.061
   142.25   -20.25    1981    24.078
   142.25   -20.25    1982    39.345
   142.25   -20.25    1983    40.476
   142.25   -20.25    1984    39.836
   142.25   -20.25    1985    37.556
   142.25   -20.25    1986    32.662
   142.25   -20.25    1987    33.717
   142.25   -20.25    1988    31.063
   142.25   -20.25    1989    32.063
   142.25   -20.25    1990    60.738
   142.25   -20.25    1991    38.370
   142.25   -20.25    1992    34.145
   142.25   -20.25    1993    25.248
   142.25   -20.25    1994    50.161
   142.25   -20.25    1995    30.646
   142.25   -20.25    1996    29.599
   142.25   -20.25    1997    34.400
   142.25   -20.25    1998    35.735
   142.25   -20.25    1999    29.302
   142.25   -20.25    2000    25.461
   142.25   -20.25    2001    43.045
   142.25   -20.25    2002    51.066
   142.25   -20.25    2003    39.878
   142.25   -20.25    2004    45.077
   142.25   -20.25    2005    40.950
   142.25   -20.25    2006    51.813
   142.25   -20.25    2007    50.232
   142.25   -20.25    2008    45.395
   142.25   -20.25    2009    39.706
   142.25   -20.25    2010    19.753
