      Lon      Lat    Year     Total
    41.75    60.75    1980     0.276
    41.75    60.75    1981     1.483
    41.75    60.75    1982     2.584
    41.75    60.75    1983     0.013
    41.75    60.75    1984     0.053
    41.75    60.75    1985     0.051
    41.75    60.75    1986     0.421
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.008
    41.75    60.75    1990     0.063
    41.75    60.75    1991     1.139
    41.75    60.75    1992     3.718
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.413
    41.75    60.75    1995     0.429
    41.75    60.75    1996     1.430
    41.75    60.75    1997     3.685
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.933
    41.75    60.75    2000     1.608
    41.75    60.75    2001     5.286
    41.75    60.75    2002     2.634
    41.75    60.75    2003     2.698
    41.75    60.75    2004     2.532
    41.75    60.75    2005     2.371
    41.75    60.75    2006     2.123
    41.75    60.75    2007     1.234
    41.75    60.75    2008     0.481
    41.75    60.75    2009     0.997
    41.75    60.75    2010     3.292
   142.25   -20.25    1980    26.143
   142.25   -20.25    1981    23.155
   142.25   -20.25    1982    38.095
   142.25   -20.25    1983    39.414
   142.25   -20.25    1984    39.034
   142.25   -20.25    1985    36.198
   142.25   -20.25    1986    31.576
   142.25   -20.25    1987    32.820
   142.25   -20.25    1988    30.061
   142.25   -20.25    1989    31.549
   142.25   -20.25    1990    60.331
   142.25   -20.25    1991    37.524
   142.25   -20.25    1992    33.271
   142.25   -20.25    1993    24.330
   142.25   -20.25    1994    49.532
   142.25   -20.25    1995    29.841
   142.25   -20.25    1996    28.665
   142.25   -20.25    1997    33.658
   142.25   -20.25    1998    35.438
   142.25   -20.25    1999    27.915
   142.25   -20.25    2000    24.859
   142.25   -20.25    2001    42.212
   142.25   -20.25    2002    49.525
   142.25   -20.25    2003    39.088
   142.25   -20.25    2004    44.056
   142.25   -20.25    2005    38.936
   142.25   -20.25    2006    51.115
   142.25   -20.25    2007    49.275
   142.25   -20.25    2008    44.749
   142.25   -20.25    2009    38.807
   142.25   -20.25    2010    19.400
