      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   104.2727    16.2717     0.0000     0.0145     0.0038     0.0000
    41.75    60.75    1981    96.5906    11.7035     0.0000     0.0196     0.0097     0.0000
    41.75    60.75    1982    91.0689     0.0081     0.0000     0.0204     0.0105     0.0000
    41.75    60.75    1983    88.0621     7.9789     0.0000     0.0163     0.0074     0.0000
    41.75    60.75    1984    92.5894     7.1385     0.0000     0.0255     0.0173     0.0001
    41.75    60.75    1985    88.1832    13.8175     0.0000     0.0321     0.0232     0.0000
    41.75    60.75    1986    94.9636     7.0445     0.0000     0.0388     0.0278     0.0001
    41.75    60.75    1987    98.1246    12.1938     0.0000     0.0394     0.0310     0.0000
    41.75    60.75    1988    89.6480    14.5201     0.0000     0.0333     0.0186     0.0000
    41.75    60.75    1989    83.8291     6.4961     0.0000     0.0161     0.0081     0.0002
    41.75    60.75    1990    79.1228     8.8119     0.0000     0.0103     0.0022     0.0000
    41.75    60.75    1991    75.5393    10.0396     0.0000     0.0278     0.0203     0.0000
    41.75    60.75    1992    76.0805    25.2599     0.0157     0.0391     0.0273     0.0000
    41.75    60.75    1993    76.6983     7.5448     0.0000     0.0100     0.0024     0.0000
    41.75    60.75    1994    78.2366    12.3763     0.0000     0.0176     0.0101     0.0000
    41.75    60.75    1995    83.0463    11.5378     0.0000     0.0212     0.0139     0.0000
    41.75    60.75    1996    81.4240     7.9409     0.0000     0.0479     0.0418     0.0000
    41.75    60.75    1997    85.1204    16.3478     0.0000     0.0127     0.0040     0.0000
    41.75    60.75    1998    86.4507     5.8671     0.0000     0.0175     0.0096     0.0000
    41.75    60.75    1999    83.3515    14.8128     0.0000     0.0175     0.0095     0.0000
    41.75    60.75    2000    79.5621     9.3918     0.0000     0.0300     0.0226     0.0000
    41.75    60.75    2001    76.0296    16.5613     0.0000     0.0338     0.0272     0.0000
    41.75    60.75    2002    74.0448    20.5378     0.0000     0.0149     0.0076     0.0000
    41.75    60.75    2003    75.4275     8.9116     0.0000     0.0142     0.0065     0.0000
    41.75    60.75    2004    69.1844     7.6158     0.0000     0.0160     0.0092     0.0000
    41.75    60.75    2005    67.5744    15.1589     0.0000     0.0288     0.0225     0.0000
    41.75    60.75    2006    67.7857     7.1364     0.0000     0.0259     0.0175     0.0000
    41.75    60.75    2007    63.3803    10.2899     0.0000     0.0104     0.0041     0.0000
    41.75    60.75    2008    59.9666     4.9466     0.0000     0.0241     0.0181     0.0000
    41.75    60.75    2009    60.8808     7.8126     0.0000     0.0309     0.0252     0.0000
    41.75    60.75    2010    66.4513     9.9003     0.0000     0.0405     0.0359     0.0000
   142.25   -20.25    1980    14.9167    47.9290     0.9154     0.0666     0.0673     0.0001
   142.25   -20.25    1981    13.9381    39.5078     0.8701     0.0771     0.0780     0.0001
   142.25   -20.25    1982    14.3093    43.4634     0.8461     0.0633     0.0638     0.0000
   142.25   -20.25    1983    14.6192    42.3673     0.9277     0.0835     0.0843     0.0001
   142.25   -20.25    1984    14.0951    35.6990     0.7621     0.0837     0.0844     0.0001
   142.25   -20.25    1985    13.6980    45.1996     1.9556     0.0976     0.1026     0.0004
   142.25   -20.25    1986    15.4875    56.5446     1.3997     0.0877     0.0896     0.0001
   142.25   -20.25    1987    13.7353    42.8699     2.0178     0.0398     0.0467     0.0014
   142.25   -20.25    1988    14.9382    44.7025     4.2141     0.0597     0.0933     0.0089
   142.25   -20.25    1989    16.0576    34.9064     0.9817     0.1296     0.1309     0.0001
   142.25   -20.25    1990    11.5506    34.1901     0.8537     0.0656     0.0666     0.0001
   142.25   -20.25    1991    12.9993    38.5521     0.6349     0.0493     0.0496     0.0000
   142.25   -20.25    1992    15.2295    46.6914     2.0519     0.0727     0.0782     0.0006
   142.25   -20.25    1993    16.1194    42.9380     1.9325     0.0948     0.1013     0.0008
   142.25   -20.25    1994    12.8350    43.3979     0.5874     0.0448     0.0449     0.0000
   142.25   -20.25    1995    14.3760    41.5652     2.0846     0.0498     0.0577     0.0011
   142.25   -20.25    1996    12.3260    38.2621     1.3742     0.0994     0.1023     0.0002
   142.25   -20.25    1997    15.3785    25.7472     3.1086     0.0324     0.0633     0.0155
   142.25   -20.25    1998    11.3600    29.1970     2.0639     0.0523     0.0594     0.0061
   142.25   -20.25    1999    14.1761    29.8512     2.4686     0.0453     0.0598     0.0062
   142.25   -20.25    2000    15.1093    19.2920     3.4160     0.0160     0.0691     0.0668
   142.25   -20.25    2001    10.9665    28.5788     2.0208     0.0702     0.0809     0.0013
   142.25   -20.25    2002    12.6012    42.2824     0.6975     0.0409     0.0411     0.0000
   142.25   -20.25    2003    14.4955    40.6199     2.7363     0.0523     0.0648     0.0045
   142.25   -20.25    2004    13.3932    31.4584     2.5795     0.0438     0.0601     0.0110
   142.25   -20.25    2005    11.9452    44.0614     1.5091     0.0836     0.0867     0.0002
   142.25   -20.25    2006    11.0413    32.2458     0.6796     0.0466     0.0471     0.0000
   142.25   -20.25    2007    12.7157    26.5663     2.8463     0.0269     0.0573     0.0120
   142.25   -20.25    2008    10.4708    32.5478     1.4287     0.0495     0.0528     0.0004
   142.25   -20.25    2009    14.6868    35.5499     2.0512     0.0477     0.0552     0.0034
   142.25   -20.25    2010    15.8157    16.3082     2.9787     0.0107     0.0652     0.0539
