      Lon      Lat    Year     Total
    41.75    60.75    1980     0.739
    41.75    60.75    1981     2.507
    41.75    60.75    1982     3.708
    41.75    60.75    1983     0.317
    41.75    60.75    1984     0.349
    41.75    60.75    1985     0.538
    41.75    60.75    1986     0.771
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.414
    41.75    60.75    1989     0.254
    41.75    60.75    1990     0.459
    41.75    60.75    1991     1.664
    41.75    60.75    1992     5.274
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.299
    41.75    60.75    1995     1.116
    41.75    60.75    1996     1.921
    41.75    60.75    1997     5.176
    41.75    60.75    1998     0.047
    41.75    60.75    1999     3.241
    41.75    60.75    2000     2.424
    41.75    60.75    2001     6.884
    41.75    60.75    2002     3.985
    41.75    60.75    2003     4.050
    41.75    60.75    2004     3.527
    41.75    60.75    2005     3.861
    41.75    60.75    2006     3.230
    41.75    60.75    2007     1.699
    41.75    60.75    2008     0.809
    41.75    60.75    2009     1.866
    41.75    60.75    2010     4.765
   142.25   -20.25    1980    44.948
   142.25   -20.25    1981    40.555
   142.25   -20.25    1982    61.321
   142.25   -20.25    1983    65.166
   142.25   -20.25    1984    57.839
   142.25   -20.25    1985    56.175
   142.25   -20.25    1986    53.523
   142.25   -20.25    1987    54.089
   142.25   -20.25    1988    49.904
   142.25   -20.25    1989    52.102
   142.25   -20.25    1990    85.332
   142.25   -20.25    1991    58.517
   142.25   -20.25    1992    53.561
   142.25   -20.25    1993    43.706
   142.25   -20.25    1994    74.157
   142.25   -20.25    1995    48.234
   142.25   -20.25    1996    47.720
   142.25   -20.25    1997    52.550
   142.25   -20.25    1998    54.461
   142.25   -20.25    1999    45.973
   142.25   -20.25    2000    42.915
   142.25   -20.25    2001    60.655
   142.25   -20.25    2002    71.435
   142.25   -20.25    2003    60.059
   142.25   -20.25    2004    61.118
   142.25   -20.25    2005    58.669
   142.25   -20.25    2006    72.397
   142.25   -20.25    2007    64.574
   142.25   -20.25    2008    64.730
   142.25   -20.25    2009    58.243
   142.25   -20.25    2010    30.721
