      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.024425    6.779323    6.351583    0.007815
    41.75    60.75    1981    0.039452    9.927596    8.619053    0.001689
    41.75    60.75    1982    0.023735    6.618842    5.856368    0.000083
    41.75    60.75    1983    0.029003    8.150103    7.775311    0.021341
    41.75    60.75    1984    0.027189    7.156330    6.720440    0.003086
    41.75    60.75    1985    0.025761    6.833872    6.321923    0.004098
    41.75    60.75    1986    0.021812    5.899366    5.559509    0.021655
    41.75    60.75    1987    0.022671    6.333458    6.062933    0.006394
    41.75    60.75    1988    0.035761    9.969223    9.349236    0.000000
    41.75    60.75    1989    0.036815    9.847036    9.252553    0.023680
    41.75    60.75    1990    0.024983    6.708091    6.254234    0.003418
    41.75    60.75    1991    0.028196    7.976250    7.339783    0.000000
    41.75    60.75    1992    0.021924    5.643894    4.513427    0.000010
    41.75    60.75    1993    0.021228    5.305189    5.019830    0.001760
    41.75    60.75    1994    0.020195    4.820352    4.378992    0.036493
    41.75    60.75    1995    0.030039    8.370329    7.851050    0.000000
    41.75    60.75    1996    0.021322    5.737499    5.222796    0.000164
    41.75    60.75    1997    0.022381    5.821155    4.839334    0.000588
    41.75    60.75    1998    0.026419    6.291925    6.038659    0.036949
    41.75    60.75    1999    0.033433    8.905517    7.832845    0.000007
    41.75    60.75    2000    0.030267    7.963863    7.206419    0.000000
    41.75    60.75    2001    0.025837    6.283595    5.018690    0.000043
    41.75    60.75    2002    0.024845    6.400278    5.420872    0.001736
    41.75    60.75    2003    0.025484    6.084381    5.271219    0.045227
    41.75    60.75    2004    0.025094    6.678314    5.968793    0.001775
    41.75    60.75    2005    0.029717    7.888812    6.871364    0.000000
    41.75    60.75    2006    0.025446    6.214571    5.411485    0.009139
    41.75    60.75    2007    0.024982    6.439723    6.259873    0.089553
    41.75    60.75    2008    0.019073    5.041305    4.751632    0.016666
    41.75    60.75    2009    0.020786    5.198801    4.659823    0.001145
    41.75    60.75    2010    0.031422    7.337092    6.178959    0.002185
   142.25   -20.25    1980    0.033601    9.884084   11.295873    0.408713
   142.25   -20.25    1981    0.036161    9.326834   12.266443    1.302288
   142.25   -20.25    1982    0.030205    9.549551   10.388985    0.252555
   142.25   -20.25    1983    0.029048    9.186088   11.007936    0.704089
   142.25   -20.25    1984    0.029511    8.228579   10.035604    0.644841
   142.25   -20.25    1985    0.032759   10.302017   12.203340    0.430361
   142.25   -20.25    1986    0.034479   10.439357   10.777138    0.041983
   142.25   -20.25    1987    0.032906    9.704576   11.056360    0.321986
   142.25   -20.25    1988    0.031754    9.807200   10.939634    0.249783
   142.25   -20.25    1989    0.032520    9.071214   10.918490    0.578140
   142.25   -20.25    1990    0.026080    8.907040   11.758575    1.691066
   142.25   -20.25    1991    0.030669    8.679926    9.100017    0.264095
   142.25   -20.25    1992    0.033595    9.895319   10.908518    0.232173
   142.25   -20.25    1993    0.034849    9.556593   11.663246    1.091205
   142.25   -20.25    1994    0.031271    9.638822   11.283806    0.718185
   142.25   -20.25    1995    0.032792    9.381104   10.324204    0.205968
   142.25   -20.25    1996    0.032466    9.495299   10.287285    0.216956
   142.25   -20.25    1997    0.030397    7.613999    8.221890    0.228732
   142.25   -20.25    1998    0.033281   10.046382   11.414830    0.291838
   142.25   -20.25    1999    0.031562    8.395857    9.230190    0.257500
   142.25   -20.25    2000    0.030245    7.666248    9.355614    0.579498
   142.25   -20.25    2001    0.029951    8.666040    9.562331    0.270834
   142.25   -20.25    2002    0.027904    8.305047    8.938351    0.281417
   142.25   -20.25    2003    0.033664    9.477961   10.378734    0.259988
   142.25   -20.25    2004    0.029790    7.687818    8.199081    0.289474
   142.25   -20.25    2005    0.033603   10.693786   11.620983    0.226138
   142.25   -20.25    2006    0.025994    7.603234    8.679604    0.367700
   142.25   -20.25    2007    0.027806    8.191517   10.912406    0.897057
   142.25   -20.25    2008    0.029362    8.863271    9.588733    0.244699
   142.25   -20.25    2009    0.029931    7.481198    7.926350    0.369093
   142.25   -20.25    2010    0.035654    7.589424    9.639642    0.754824
