      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.022231    6.146047    5.732688    0.006001
    41.75    60.75    1981    0.035366    8.808674    7.557595    0.001987
    41.75    60.75    1982    0.021202    5.846858    5.104092    0.000119
    41.75    60.75    1983    0.025719    7.208074    6.809707    0.009078
    41.75    60.75    1984    0.024357    6.395636    5.982849    0.002836
    41.75    60.75    1985    0.022865    6.020655    5.530482    0.004355
    41.75    60.75    1986    0.019406    5.257821    4.937465    0.018711
    41.75    60.75    1987    0.020267    5.640716    5.388093    0.007195
    41.75    60.75    1988    0.031953    8.871208    8.269372    0.000000
    41.75    60.75    1989    0.033429    8.925788    8.370309    0.023830
    41.75    60.75    1990    0.022599    6.019820    5.582536    0.003854
    41.75    60.75    1991    0.025032    7.027136    6.427947    0.000000
    41.75    60.75    1992    0.018987    4.844352    3.787564    0.000000
    41.75    60.75    1993    0.018623    4.763298    4.501704    0.001942
    41.75    60.75    1994    0.016953    3.996485    3.624300    0.041424
    41.75    60.75    1995    0.026070    7.279895    6.824979    0.000000
    41.75    60.75    1996    0.018893    5.042093    4.547018    0.000049
    41.75    60.75    1997    0.019367    5.017730    4.115727    0.000676
    41.75    60.75    1998    0.023182    5.544817    5.324292    0.038683
    41.75    60.75    1999    0.029383    7.756238    6.766419    0.000007
    41.75    60.75    2000    0.026975    7.137718    6.411951    0.000000
    41.75    60.75    2001    0.022202    5.367160    4.199396    0.000054
    41.75    60.75    2002    0.021217    5.396801    4.496124    0.001822
    41.75    60.75    2003    0.021746    5.177823    4.442564    0.046617
    41.75    60.75    2004    0.021293    5.566233    4.914083    0.002287
    41.75    60.75    2005    0.025206    6.614546    5.688394    0.000000
    41.75    60.75    2006    0.021944    5.313237    4.559907    0.005437
    41.75    60.75    2007    0.021172    5.487538    5.384093    0.094157
    41.75    60.75    2008    0.015722    4.215755    3.960069    0.013364
    41.75    60.75    2009    0.016482    4.044685    3.585178    0.000992
    41.75    60.75    2010    0.026001    6.097253    5.099422    0.002503
   142.25   -20.25    1980    0.033434    9.717076    9.987862    0.094733
   142.25   -20.25    1981    0.034461    8.914102   10.027498    0.370990
   142.25   -20.25    1982    0.029873    9.371585    9.650524    0.094768
   142.25   -20.25    1983    0.029045    9.171980   10.631165    0.565728
   142.25   -20.25    1984    0.028766    8.007457    8.548906    0.180019
   142.25   -20.25    1985    0.032015   10.091624   11.622595    0.347128
   142.25   -20.25    1986    0.034379   10.428939   10.723817    0.037387
   142.25   -20.25    1987    0.031857    9.347189    9.825692    0.101659
   142.25   -20.25    1988    0.031224    9.677483   10.625210    0.215684
   142.25   -20.25    1989    0.031174    8.672487    9.123663    0.130704
   142.25   -20.25    1990    0.026127    8.898133   11.080008    1.286476
   142.25   -20.25    1991    0.030702    8.652735    9.018733    0.218248
   142.25   -20.25    1992    0.033514    9.838047   10.701671    0.197833
   142.25   -20.25    1993    0.033585    9.179664   10.175530    0.238719
   142.25   -20.25    1994    0.030272    9.376168    9.658573    0.099031
   142.25   -20.25    1995    0.032355    9.230177   10.008504    0.170619
   142.25   -20.25    1996    0.031973    9.297097    9.919421    0.170492
   142.25   -20.25    1997    0.030125    7.499259    7.988749    0.184900
   142.25   -20.25    1998    0.033225   10.028809   11.099918    0.230893
   142.25   -20.25    1999    0.031425    8.328499    8.979966    0.185108
   142.25   -20.25    2000    0.030370    7.644832    8.807209    0.403734
   142.25   -20.25    2001    0.030174    8.680422    9.392040    0.214890
   142.25   -20.25    2002    0.028154    8.326449    8.844301    0.223440
   142.25   -20.25    2003    0.033317    9.363358   10.109696    0.211864
   142.25   -20.25    2004    0.029890    7.710100    8.124007    0.230434
   142.25   -20.25    2005    0.033149   10.613747   11.399406    0.190387
   142.25   -20.25    2006    0.026265    7.623071    8.446875    0.283486
   142.25   -20.25    2007    0.027745    8.153591   10.149347    0.663901
   142.25   -20.25    2008    0.029407    8.840200    9.464807    0.208627
   142.25   -20.25    2009    0.029756    7.447560    7.829961    0.297166
   142.25   -20.25    2010    0.035018    7.412407    8.937553    0.562785
