      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    86.5576    15.9114     0.0000     0.0121     0.0032     0.0000
    41.75    60.75    1981    82.6515    11.1696     0.0000     0.0169     0.0084     0.0000
    41.75    60.75    1982    73.8832     0.0065     0.0000     0.0166     0.0085     0.0000
    41.75    60.75    1983    71.0108     7.4235     0.0000     0.0131     0.0060     0.0000
    41.75    60.75    1984    76.6218     7.0863     0.0000     0.0212     0.0145     0.0002
    41.75    60.75    1985    70.4846    12.4605     0.0000     0.0255     0.0183     0.0000
    41.75    60.75    1986    76.3069     6.4323     0.0000     0.0311     0.0223     0.0001
    41.75    60.75    1987    78.5770    10.9349     0.0000     0.0315     0.0248     0.0000
    41.75    60.75    1988    72.8481    12.9810     0.0000     0.0271     0.0152     0.0000
    41.75    60.75    1989    70.4725     6.0964     0.0000     0.0136     0.0069     0.0002
    41.75    60.75    1990    61.6942     7.8096     0.0000     0.0080     0.0017     0.0000
    41.75    60.75    1991    60.8208     9.1400     0.0000     0.0224     0.0163     0.0000
    41.75    60.75    1992    59.9441    23.6163     0.0159     0.0299     0.0205     0.0000
    41.75    60.75    1993    54.9707     6.4893     0.0000     0.0072     0.0017     0.0000
    41.75    60.75    1994    55.8255    10.4612     0.0000     0.0126     0.0073     0.0000
    41.75    60.75    1995    66.6814    10.4271     0.0000     0.0171     0.0112     0.0000
    41.75    60.75    1996    61.8591     7.0151     0.0000     0.0369     0.0322     0.0000
    41.75    60.75    1997    66.4041    15.5186     0.0000     0.0099     0.0031     0.0000
    41.75    60.75    1998    66.3447     5.1772     0.0000     0.0135     0.0073     0.0000
    41.75    60.75    1999    68.2931    13.7954     0.0000     0.0145     0.0079     0.0000
    41.75    60.75    2000    65.0501     8.5675     0.0000     0.0245     0.0185     0.0000
    41.75    60.75    2001    59.2507    15.5671     0.0000     0.0261     0.0209     0.0000
    41.75    60.75    2002    57.0809    18.3774     0.0000     0.0113     0.0057     0.0000
    41.75    60.75    2003    58.4286     7.4128     0.0000     0.0110     0.0050     0.0000
    41.75    60.75    2004    51.4383     6.3039     0.0000     0.0120     0.0069     0.0000
    41.75    60.75    2005    53.8073    13.6112     0.0000     0.0228     0.0177     0.0000
    41.75    60.75    2006    52.4145     6.3576     0.0000     0.0200     0.0136     0.0000
    41.75    60.75    2007    45.8703     8.2873     0.0000     0.0075     0.0030     0.0000
    41.75    60.75    2008    38.9366     3.8238     0.0000     0.0156     0.0117     0.0000
    41.75    60.75    2009    40.7018     6.1104     0.0000     0.0205     0.0167     0.0000
    41.75    60.75    2010    51.1560     8.7058     0.0000     0.0313     0.0277     0.0000
   142.25   -20.25    1980     8.0232    26.2466     0.7028     0.0595     0.0601     0.0000
   142.25   -20.25    1981     8.6033    20.9846     0.7454     0.0698     0.0708     0.0001
   142.25   -20.25    1982     8.3071    29.1677     0.7158     0.0580     0.0585     0.0000
   142.25   -20.25    1983     9.6750    26.1299     0.8399     0.0782     0.0792     0.0001
   142.25   -20.25    1984    10.5156    24.3677     0.7017     0.0792     0.0800     0.0001
   142.25   -20.25    1985    10.3429    27.3881     1.6187     0.0913     0.0973     0.0005
   142.25   -20.25    1986     8.8806    36.4738     1.2830     0.0844     0.0866     0.0002
   142.25   -20.25    1987     8.8673    28.5000     1.9025     0.0314     0.0401     0.0016
   142.25   -20.25    1988    10.0678    25.9895     2.2372     0.0233     0.0399     0.0085
   142.25   -20.25    1989    12.6186    21.7556     0.7925     0.1139     0.1152     0.0001
   142.25   -20.25    1990     8.1406    25.0378     0.8088     0.0617     0.0629     0.0001
   142.25   -20.25    1991     7.8705    27.1846     0.5026     0.0444     0.0446     0.0000
   142.25   -20.25    1992     9.2680    29.1415     1.6889     0.0631     0.0692     0.0006
   142.25   -20.25    1993    11.1297    24.1287     1.5030     0.0852     0.0923     0.0008
   142.25   -20.25    1994     9.1484    33.3222     0.4032     0.0383     0.0384     0.0000
   142.25   -20.25    1995     8.8655    27.1260     1.9046     0.0438     0.0531     0.0012
   142.25   -20.25    1996    10.0287    26.2749     1.2264     0.1019     0.1051     0.0003
   142.25   -20.25    1997    11.8430    17.2676     1.8310     0.0192     0.0339     0.0112
   142.25   -20.25    1998     8.7443    19.3313     1.5676     0.0472     0.0533     0.0065
   142.25   -20.25    1999    11.0496    18.7921     1.7815     0.0287     0.0413     0.0067
   142.25   -20.25    2000    13.4657    13.0162     2.0876     0.0131     0.0413     0.0335
   142.25   -20.25    2001     9.6249    21.5363     1.7265     0.0703     0.0794     0.0010
   142.25   -20.25    2002     9.5271    29.9843     0.4569     0.0347     0.0348     0.0000
   142.25   -20.25    2003    10.8656    29.2792     2.2869     0.0312     0.0448     0.0048
   142.25   -20.25    2004    13.3528    26.0236     2.3521     0.0414     0.0586     0.0125
   142.25   -20.25    2005     8.2950    33.6600     1.3831     0.0785     0.0816     0.0002
   142.25   -20.25    2006     8.8802    25.9993     0.5788     0.0423     0.0427     0.0000
   142.25   -20.25    2007    10.6037    19.1084     2.7308     0.0229     0.0596     0.0136
   142.25   -20.25    2008     8.7924    26.1297     1.2451     0.0568     0.0595     0.0003
   142.25   -20.25    2009    12.3289    23.5352     1.3390     0.0414     0.0458     0.0013
   142.25   -20.25    2010    15.2629    12.5068     2.3086     0.0100     0.0529     0.0430
