      Lon      Lat    Year     Total
    41.75    60.75    1980     0.937
    41.75    60.75    1981     3.009
    41.75    60.75    1982     4.167
    41.75    60.75    1983     0.485
    41.75    60.75    1984     0.500
    41.75    60.75    1985     0.835
    41.75    60.75    1986     0.907
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.662
    41.75    60.75    1989     0.308
    41.75    60.75    1990     0.646
    41.75    60.75    1991     1.921
    41.75    60.75    1992     6.174
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.769
    41.75    60.75    1995     1.160
    41.75    60.75    1996     2.373
    41.75    60.75    1997     5.843
    41.75    60.75    1998     0.127
    41.75    60.75    1999     3.754
    41.75    60.75    2000     2.790
    41.75    60.75    2001     7.805
    41.75    60.75    2002     4.708
    41.75    60.75    2003     4.642
    41.75    60.75    2004     4.011
    41.75    60.75    2005     4.589
    41.75    60.75    2006     3.903
    41.75    60.75    2007     1.922
    41.75    60.75    2008     0.941
    41.75    60.75    2009     2.409
    41.75    60.75    2010     5.282
   142.25   -20.25    1980    44.004
   142.25   -20.25    1981    40.411
   142.25   -20.25    1982    60.374
   142.25   -20.25    1983    60.444
   142.25   -20.25    1984    54.823
   142.25   -20.25    1985    52.213
   142.25   -20.25    1986    50.768
   142.25   -20.25    1987    53.307
   142.25   -20.25    1988    47.279
   142.25   -20.25    1989    49.833
   142.25   -20.25    1990    77.698
   142.25   -20.25    1991    57.277
   142.25   -20.25    1992    51.126
   142.25   -20.25    1993    42.387
   142.25   -20.25    1994    71.646
   142.25   -20.25    1995    45.874
   142.25   -20.25    1996    45.361
   142.25   -20.25    1997    50.528
   142.25   -20.25    1998    50.750
   142.25   -20.25    1999    44.642
   142.25   -20.25    2000    39.062
   142.25   -20.25    2001    57.568
   142.25   -20.25    2002    68.960
   142.25   -20.25    2003    57.243
   142.25   -20.25    2004    59.653
   142.25   -20.25    2005    55.961
   142.25   -20.25    2006    69.437
   142.25   -20.25    2007    62.338
   142.25   -20.25    2008    59.930
   142.25   -20.25    2009    57.624
   142.25   -20.25    2010    28.854
