      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.021527    5.948523    5.556687    0.006455
    41.75    60.75    1981    0.034241    8.542447    7.349620    0.001936
    41.75    60.75    1982    0.020488    5.660636    4.955604    0.000134
    41.75    60.75    1983    0.024702    6.926449    6.551087    0.008785
    41.75    60.75    1984    0.023541    6.184049    5.790498    0.002745
    41.75    60.75    1985    0.022014    5.804594    5.344808    0.004156
    41.75    60.75    1986    0.018776    5.101141    4.797027    0.018555
    41.75    60.75    1987    0.019576    5.454203    5.215105    0.006630
    41.75    60.75    1988    0.030800    8.557123    7.983209    0.000000
    41.75    60.75    1989    0.032501    8.690023    8.157064    0.021720
    41.75    60.75    1990    0.021815    5.816309    5.404726    0.003679
    41.75    60.75    1991    0.023990    6.732076    6.165472    0.000000
    41.75    60.75    1992    0.018311    4.686988    3.690715    0.000000
    41.75    60.75    1993    0.017723    4.518531    4.272383    0.001751
    41.75    60.75    1994    0.015996    3.771414    3.431325    0.040314
    41.75    60.75    1995    0.025055    7.009189    6.579157    0.000046
    41.75    60.75    1996    0.018196    4.873153    4.409740    0.000050
    41.75    60.75    1997    0.018546    4.812439    3.962484    0.000623
    41.75    60.75    1998    0.022112    5.279866    5.071479    0.035999
    41.75    60.75    1999    0.028247    7.462188    6.519560    0.000006
    41.75    60.75    2000    0.025870    6.808271    6.122328    0.000000
    41.75    60.75    2001    0.021144    5.118747    4.021179    0.000045
    41.75    60.75    2002    0.020097    5.125255    4.287763    0.001504
    41.75    60.75    2003    0.020302    4.810885    4.122468    0.032321
    41.75    60.75    2004    0.019752    5.173112    4.584633    0.001819
    41.75    60.75    2005    0.023632    6.219052    5.370649    0.000000
    41.75    60.75    2006    0.020737    5.029487    4.332367    0.005757
    41.75    60.75    2007    0.019855    5.135266    5.051645    0.089229
    41.75    60.75    2008    0.014737    3.943019    3.712379    0.012569
    41.75    60.75    2009    0.015455    3.807074    3.388735    0.000927
    41.75    60.75    2010    0.024666    5.789771    4.850708    0.002359
   142.25   -20.25    1980    0.032588    9.500658    9.744373    0.076306
   142.25   -20.25    1981    0.032981    8.586247    9.484397    0.292091
   142.25   -20.25    1982    0.029605    9.275342    9.552159    0.094639
   142.25   -20.25    1983    0.028405    9.101232   10.454020    0.514976
   142.25   -20.25    1984    0.028437    7.941511    8.464108    0.159860
   142.25   -20.25    1985    0.031526    9.991312   11.372390    0.314149
   142.25   -20.25    1986    0.034300   10.465902   10.746669    0.034674
   142.25   -20.25    1987    0.031090    9.207169    9.675255    0.099525
   142.25   -20.25    1988    0.030511    9.547493   10.479505    0.220198
   142.25   -20.25    1989    0.030341    8.470850    8.880955    0.122823
   142.25   -20.25    1990    0.026681    9.011548   10.806957    1.006344
   142.25   -20.25    1991    0.030363    8.549648    8.909901    0.219120
   142.25   -20.25    1992    0.032891    9.743340   10.544136    0.186944
   142.25   -20.25    1993    0.032205    8.860853    9.790819    0.227357
   142.25   -20.25    1994    0.029958    9.256892    9.532671    0.097422
   142.25   -20.25    1995    0.032241    9.244640    9.938709    0.157048
   142.25   -20.25    1996    0.031811    9.260502    9.837271    0.159712
   142.25   -20.25    1997    0.029340    7.322378    7.798641    0.178041
   142.25   -20.25    1998    0.032660    9.895739   10.772088    0.195834
   142.25   -20.25    1999    0.030677    8.186210    8.746458    0.163727
   142.25   -20.25    2000    0.029221    7.325669    8.092567    0.293533
   142.25   -20.25    2001    0.029522    8.532210    9.168223    0.196896
   142.25   -20.25    2002    0.028050    8.226238    8.700269    0.198209
   142.25   -20.25    2003    0.033109    9.269020    9.966938    0.195717
   142.25   -20.25    2004    0.029656    7.587635    7.981077    0.214726
   142.25   -20.25    2005    0.033374   10.707515   11.382149    0.167958
   142.25   -20.25    2006    0.026124    7.555090    8.240896    0.243647
   142.25   -20.25    2007    0.027472    8.128202    9.531234    0.472331
   142.25   -20.25    2008    0.029465    8.882827    9.476122    0.198157
   142.25   -20.25    2009    0.028750    7.165550    7.534392    0.270873
   142.25   -20.25    2010    0.034037    7.195042    8.381060    0.441394
