      Lon      Lat    Year     Total
    41.75    60.75    1980     0.529
    41.75    60.75    1981     2.042
    41.75    60.75    1982     3.179
    41.75    60.75    1983     0.168
    41.75    60.75    1984     0.191
    41.75    60.75    1985     0.201
    41.75    60.75    1986     0.618
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.195
    41.75    60.75    1989     0.219
    41.75    60.75    1990     0.237
    41.75    60.75    1991     1.367
    41.75    60.75    1992     4.315
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.857
    41.75    60.75    1995     1.058
    41.75    60.75    1996     1.508
    41.75    60.75    1997     4.624
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.787
    41.75    60.75    2000     2.034
    41.75    60.75    2001     5.956
    41.75    60.75    2002     3.245
    41.75    60.75    2003     3.447
    41.75    60.75    2004     3.021
    41.75    60.75    2005     3.040
    41.75    60.75    2006     2.494
    41.75    60.75    2007     1.417
    41.75    60.75    2008     0.599
    41.75    60.75    2009     1.407
    41.75    60.75    2010     4.232
   142.25   -20.25    1980    46.618
   142.25   -20.25    1981    41.863
   142.25   -20.25    1982    62.791
   142.25   -20.25    1983    66.555
   142.25   -20.25    1984    59.707
   142.25   -20.25    1985    57.963
   142.25   -20.25    1986    55.332
   142.25   -20.25    1987    55.928
   142.25   -20.25    1988    52.145
   142.25   -20.25    1989    53.524
   142.25   -20.25    1990    86.713
   142.25   -20.25    1991    60.172
   142.25   -20.25    1992    55.682
   142.25   -20.25    1993    45.470
   142.25   -20.25    1994    75.585
   142.25   -20.25    1995    50.693
   142.25   -20.25    1996    49.207
   142.25   -20.25    1997    54.120
   142.25   -20.25    1998    55.991
   142.25   -20.25    1999    47.870
   142.25   -20.25    2000    44.088
   142.25   -20.25    2001    62.354
   142.25   -20.25    2002    73.132
   142.25   -20.25    2003    61.891
   142.25   -20.25    2004    62.232
   142.25   -20.25    2005    60.584
   142.25   -20.25    2006    73.631
   142.25   -20.25    2007    66.054
   142.25   -20.25    2008    66.718
   142.25   -20.25    2009    59.411
   142.25   -20.25    2010    32.014
