      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.026035    7.181240    6.841586    0.015839
    41.75    60.75    1981    0.043626   11.551266   10.512370    0.002085
    41.75    60.75    1982    0.025548    7.144005    6.519333    0.000061
    41.75    60.75    1983    0.030368    8.339037    8.151469    0.048146
    41.75    60.75    1984    0.028984    7.352430    7.019816    0.002005
    41.75    60.75    1985    0.028371    7.731552    7.312990    0.003905
    41.75    60.75    1986    0.023705    6.259642    5.967119    0.012856
    41.75    60.75    1987    0.024691    6.773982    6.542507    0.005828
    41.75    60.75    1988    0.039138   10.620983   10.149153    0.000000
    41.75    60.75    1989    0.040722   10.592529   10.123092    0.017217
    41.75    60.75    1990    0.028051    7.553222    7.164283    0.003021
    41.75    60.75    1991    0.031831    9.132525    8.602806    0.000000
    41.75    60.75    1992    0.025619    6.932041    5.925832    0.000000
    41.75    60.75    1993    0.022927    5.013048    4.777330    0.007741
    41.75    60.75    1994    0.023588    5.769188    5.343376    0.026930
    41.75    60.75    1995    0.033838    9.287451    8.863905    0.000000
    41.75    60.75    1996    0.024111    6.577487    6.118515    0.000280
    41.75    60.75    1997    0.026163    7.057321    6.214045    0.000271
    41.75    60.75    1998    0.028959    6.739403    6.509521    0.032174
    41.75    60.75    1999    0.037355   10.658377    9.825028    0.000006
    41.75    60.75    2000    0.032532    8.460906    7.856958    0.000000
    41.75    60.75    2001    0.029357    7.446340    6.408593    0.000020
    41.75    60.75    2002    0.026963    7.361330    6.594901    0.000806
    41.75    60.75    2003    0.027410    6.784589    6.125047    0.036032
    41.75    60.75    2004    0.026523    7.391119    6.825648    0.001735
    41.75    60.75    2005    0.031795    8.889588    8.133868    0.000000
    41.75    60.75    2006    0.026895    6.893956    6.282874    0.009308
    41.75    60.75    2007    0.026614    6.658817    6.463128    0.071752
    41.75    60.75    2008    0.020795    5.167298    4.908157    0.014327
    41.75    60.75    2009    0.023670    6.280465    5.839261    0.000967
    41.75    60.75    2010    0.036211    8.641971    7.739656    0.002898
   142.25   -20.25    1980    0.040571   11.578638   15.191626    0.955408
   142.25   -20.25    1981    0.041966   11.228003   15.193770    1.905948
   142.25   -20.25    1982    0.037928   11.182875   16.275784    1.437544
   142.25   -20.25    1983    0.038435   11.963527   17.338219    1.482921
   142.25   -20.25    1984    0.037017   10.065764   14.505560    1.741219
   142.25   -20.25    1985    0.037574   12.226654   15.571438    0.586355
   142.25   -20.25    1986    0.039689   12.904462   16.034333    0.296278
   142.25   -20.25    1987    0.040067   11.697336   21.384914    3.058383
   142.25   -20.25    1988    0.035509   11.723998   17.298030    0.744273
   142.25   -20.25    1989    0.038963   10.891509   19.142582    2.728187
   142.25   -20.25    1990    0.035966   11.191475   17.145089    2.536407
   142.25   -20.25    1991    0.039989   10.830591   12.757687    0.926849
   142.25   -20.25    1992    0.041676   12.134596   17.097374    2.241427
   142.25   -20.25    1993    0.041118   11.234947   17.082104    4.554161
   142.25   -20.25    1994    0.037519   11.261001   17.961055    3.407768
   142.25   -20.25    1995    0.041506   11.944086   16.963188    1.044724
   142.25   -20.25    1996    0.038676   11.685734   17.224688    1.489462
   142.25   -20.25    1997    0.039233    9.419973   12.738180    2.205533
   142.25   -20.25    1998    0.042644   12.621686   15.947343    1.285698
   142.25   -20.25    1999    0.039333   10.436937   13.478415    0.997218
   142.25   -20.25    2000    0.039265   10.052079   13.273500    3.263734
   142.25   -20.25    2001    0.040678   10.879642   12.165198    0.448104
   142.25   -20.25    2002    0.035686   10.317739   11.737707    0.663416
   142.25   -20.25    2003    0.040893   11.645053   15.537854    1.820717
   142.25   -20.25    2004    0.037300    9.928306   13.538281    1.188202
   142.25   -20.25    2005    0.039072   12.456608   14.081814    0.333117
   142.25   -20.25    2006    0.034802    9.411328   13.540251    1.863806
   142.25   -20.25    2007    0.036814   10.125926   13.167386    0.817051
   142.25   -20.25    2008    0.038373   10.870787   13.305644    0.792929
   142.25   -20.25    2009    0.037820    9.725979   11.376690    0.831208
   142.25   -20.25    2010    0.042163    9.430615   14.300317    1.903445
