      Lon      Lat    Year     Total
    41.75    60.75    1980     0.269
    41.75    60.75    1981     1.483
    41.75    60.75    1982     2.907
    41.75    60.75    1983     0.078
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.148
    41.75    60.75    1986     0.418
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.024
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.152
    41.75    60.75    1991     0.922
    41.75    60.75    1992     3.995
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.508
    41.75    60.75    1995     0.426
    41.75    60.75    1996     1.513
    41.75    60.75    1997     3.689
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.734
    41.75    60.75    2000     1.530
    41.75    60.75    2001     5.222
    41.75    60.75    2002     2.610
    41.75    60.75    2003     2.995
    41.75    60.75    2004     2.747
    41.75    60.75    2005     2.400
    41.75    60.75    2006     2.082
    41.75    60.75    2007     1.286
    41.75    60.75    2008     0.571
    41.75    60.75    2009     1.126
    41.75    60.75    2010     3.273
   142.25   -20.25    1980    28.966
   142.25   -20.25    1981    25.890
   142.25   -20.25    1982    41.772
   142.25   -20.25    1983    43.553
   142.25   -20.25    1984    41.772
   142.25   -20.25    1985    40.062
   142.25   -20.25    1986    34.994
   142.25   -20.25    1987    36.251
   142.25   -20.25    1988    33.360
   142.25   -20.25    1989    34.391
   142.25   -20.25    1990    63.276
   142.25   -20.25    1991    41.492
   142.25   -20.25    1992    36.896
   142.25   -20.25    1993    27.371
   142.25   -20.25    1994    52.683
   142.25   -20.25    1995    32.476
   142.25   -20.25    1996    31.532
   142.25   -20.25    1997    36.712
   142.25   -20.25    1998    38.268
   142.25   -20.25    1999    31.666
   142.25   -20.25    2000    27.755
   142.25   -20.25    2001    45.712
   142.25   -20.25    2002    53.692
   142.25   -20.25    2003    42.437
   142.25   -20.25    2004    46.957
   142.25   -20.25    2005    43.497
   142.25   -20.25    2006    54.565
   142.25   -20.25    2007    51.771
   142.25   -20.25    2008    48.315
   142.25   -20.25    2009    41.997
   142.25   -20.25    2010    21.256
