      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.024719    6.853338    6.475513    0.010064
    41.75    60.75    1981    0.040721   10.495241    9.336616    0.002362
    41.75    60.75    1982    0.024179    6.775662    6.089933    0.000037
    41.75    60.75    1983    0.029058    8.114110    7.846186    0.036006
    41.75    60.75    1984    0.027544    7.141635    6.774636    0.002154
    41.75    60.75    1985    0.026537    7.090610    6.620847    0.004452
    41.75    60.75    1986    0.022436    6.019427    5.706425    0.017293
    41.75    60.75    1987    0.023327    6.507416    6.255805    0.005745
    41.75    60.75    1988    0.036874   10.258359    9.721724    0.000000
    41.75    60.75    1989    0.038208   10.242793    9.731205    0.020654
    41.75    60.75    1990    0.026094    7.024761    6.603236    0.003117
    41.75    60.75    1991    0.029669    8.513157    7.947377    0.000000
    41.75    60.75    1992    0.023310    6.121199    5.053371    0.000000
    41.75    60.75    1993    0.021665    5.133083    4.867975    0.001634
    41.75    60.75    1994    0.021267    5.126727    4.700718    0.032355
    41.75    60.75    1995    0.031167    8.675072    8.210366    0.000035
    41.75    60.75    1996    0.022103    6.017040    5.542407    0.000192
    41.75    60.75    1997    0.023620    6.242884    5.345975    0.000510
    41.75    60.75    1998    0.027012    6.401103    6.161161    0.032368
    41.75    60.75    1999    0.034736    9.576065    8.646372    0.000006
    41.75    60.75    2000    0.031033    8.134203    7.467073    0.000000
    41.75    60.75    2001    0.027451    6.789455    5.637948    0.000026
    41.75    60.75    2002    0.025786    6.799989    5.915653    0.001157
    41.75    60.75    2003    0.026278    6.386085    5.649494    0.045759
    41.75    60.75    2004    0.025614    6.976827    6.337282    0.002399
    41.75    60.75    2005    0.030589    8.313695    7.429065    0.000000
    41.75    60.75    2006    0.025976    6.478141    5.773457    0.008770
    41.75    60.75    2007    0.025316    6.435438    6.246072    0.078513
    41.75    60.75    2008    0.019472    5.028542    4.761607    0.015408
    41.75    60.75    2009    0.021566    5.547960    5.068616    0.000990
    41.75    60.75    2010    0.032965    7.724239    6.705386    0.002401
   142.25   -20.25    1980    0.037754   10.864404   17.074481    1.660461
   142.25   -20.25    1981    0.041593   10.665981   17.433720    3.233090
   142.25   -20.25    1982    0.034680   10.639360   16.822468    1.731128
   142.25   -20.25    1983    0.035545   10.806819   15.292396    1.528933
   142.25   -20.25    1984    0.034056    9.237587   14.624981    2.151879
   142.25   -20.25    1985    0.036796   11.689555   15.100391    0.722748
   142.25   -20.25    1986    0.039052   11.657126   13.403968    0.181665
   142.25   -20.25    1987    0.039074   11.258326   23.100094    3.259974
   142.25   -20.25    1988    0.036273   11.224047   15.057253    0.582603
   142.25   -20.25    1989    0.037791   10.495542   21.029247    3.453761
   142.25   -20.25    1990    0.031218   10.013576   15.457766    2.736706
   142.25   -20.25    1991    0.035431    9.723863   12.202708    1.196409
   142.25   -20.25    1992    0.038749   11.121981   14.693365    1.459134
   142.25   -20.25    1993    0.040003   10.786534   17.157403    5.062357
   142.25   -20.25    1994    0.034890   10.649977   17.325714    3.363228
   142.25   -20.25    1995    0.037983   10.638434   13.830327    0.688634
   142.25   -20.25    1996    0.037526   11.064640   16.165759    1.402911
   142.25   -20.25    1997    0.035430    8.642831   11.840512    1.934634
   142.25   -20.25    1998    0.038173   11.212826   14.729593    1.304340
   142.25   -20.25    1999    0.036113    9.497916   13.594946    1.486840
   142.25   -20.25    2000    0.036020    9.107709   12.395093    2.859151
   142.25   -20.25    2001    0.033942    9.424284   10.722036    0.438378
   142.25   -20.25    2002    0.030277    9.047358    9.650390    0.248906
   142.25   -20.25    2003    0.037229   10.575716   12.957143    1.060942
   142.25   -20.25    2004    0.033758    9.017058   12.248398    1.178989
   142.25   -20.25    2005    0.035255   11.080781   12.178350    0.269746
   142.25   -20.25    2006    0.029867    8.563020   11.489456    1.263034
   142.25   -20.25    2007    0.031212    8.849043   11.519239    0.904722
   142.25   -20.25    2008    0.033035    9.718061   11.258121    0.469101
   142.25   -20.25    2009    0.032686    8.296284    9.056683    0.579788
   142.25   -20.25    2010    0.039523    8.701382   12.916144    1.623072
