      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980    99.4034    14.5201     0.0000     0.0137     0.0035     0.0000
    41.75    60.75    1981    90.4666    10.5941     0.0000     0.0182     0.0090     0.0000
    41.75    60.75    1982    82.3497     0.0073     0.0000     0.0184     0.0094     0.0000
    41.75    60.75    1983    81.1465     7.0940     0.0000     0.0150     0.0068     0.0000
    41.75    60.75    1984    88.8732     6.5713     0.0000     0.0240     0.0161     0.0001
    41.75    60.75    1985    82.1115    12.3234     0.0000     0.0302     0.0219     0.0000
    41.75    60.75    1986    89.9253     6.3371     0.0000     0.0367     0.0262     0.0001
    41.75    60.75    1987    93.7467    10.7954     0.0000     0.0376     0.0295     0.0000
    41.75    60.75    1988    86.2971    12.5346     0.0000     0.0319     0.0177     0.0000
    41.75    60.75    1989    82.9840     5.6739     0.0000     0.0157     0.0077     0.0001
    41.75    60.75    1990    75.4278     7.8497     0.0000     0.0098     0.0021     0.0000
    41.75    60.75    1991    73.0640     8.8656     0.0000     0.0268     0.0195     0.0000
    41.75    60.75    1992    70.4874    21.6328     0.0122     0.0372     0.0265     0.0000
    41.75    60.75    1993    70.4381     6.5039     0.0000     0.0091     0.0022     0.0000
    41.75    60.75    1994    70.8872    10.8251     0.0000     0.0157     0.0090     0.0000
    41.75    60.75    1995    79.9246    10.6175     0.0000     0.0202     0.0131     0.0000
    41.75    60.75    1996    75.3206     7.1125     0.0000     0.0436     0.0380     0.0000
    41.75    60.75    1997    78.1717    14.0006     0.0000     0.0117     0.0037     0.0000
    41.75    60.75    1998    79.5926     5.2388     0.0000     0.0161     0.0087     0.0000
    41.75    60.75    1999    76.9647    13.0761     0.0000     0.0159     0.0085     0.0000
    41.75    60.75    2000    73.7794     8.4175     0.0000     0.0277     0.0209     0.0000
    41.75    60.75    2001    67.7090    14.0408     0.0000     0.0302     0.0244     0.0000
    41.75    60.75    2002    64.1816    16.5740     0.0000     0.0131     0.0068     0.0000
    41.75    60.75    2003    65.4060     7.4671     0.0000     0.0123     0.0056     0.0000
    41.75    60.75    2004    57.8233     6.3322     0.0000     0.0133     0.0076     0.0000
    41.75    60.75    2005    58.5294    12.6922     0.0000     0.0251     0.0196     0.0000
    41.75    60.75    2006    58.2690     5.9085     0.0000     0.0222     0.0150     0.0000
    41.75    60.75    2007    54.9226     8.7229     0.0000     0.0090     0.0036     0.0000
    41.75    60.75    2008    50.3084     4.0198     0.0000     0.0200     0.0150     0.0000
    41.75    60.75    2009    51.8517     6.5147     0.0000     0.0265     0.0216     0.0000
    41.75    60.75    2010    59.0293     8.6280     0.0000     0.0357     0.0317     0.0000
   142.25   -20.25    1980    11.3832    39.7499     0.8079     0.0753     0.0759     0.0000
   142.25   -20.25    1981    11.3121    33.6988     0.8049     0.0857     0.0864     0.0001
   142.25   -20.25    1982    11.5760    37.9814     0.7410     0.0683     0.0688     0.0000
   142.25   -20.25    1983    11.9697    35.7690     0.8862     0.0860     0.0867     0.0001
   142.25   -20.25    1984    12.1723    30.4630     0.6392     0.0895     0.0900     0.0000
   142.25   -20.25    1985    12.5174    37.5880     1.7060     0.0991     0.1030     0.0003
   142.25   -20.25    1986    11.4414    44.6973     1.2305     0.0912     0.0928     0.0001
   142.25   -20.25    1987    10.8370    34.7745     1.8118     0.0407     0.0461     0.0011
   142.25   -20.25    1988    12.4528    34.8936     3.0890     0.0325     0.0542     0.0076
   142.25   -20.25    1989    14.5773    27.8602     0.8758     0.1393     0.1403     0.0001
   142.25   -20.25    1990     9.8197    29.6146     0.7025     0.0716     0.0723     0.0001
   142.25   -20.25    1991    10.2223    33.2616     0.5400     0.0547     0.0549     0.0000
   142.25   -20.25    1992    12.6041    40.2823     1.9610     0.0753     0.0801     0.0005
   142.25   -20.25    1993    14.1131    36.8208     1.8856     0.0978     0.1039     0.0007
   142.25   -20.25    1994    10.7614    37.3931     0.4848     0.0511     0.0513     0.0000
   142.25   -20.25    1995    11.6505    35.4926     1.9068     0.0522     0.0582     0.0009
   142.25   -20.25    1996    11.1516    31.0986     1.1614     0.0976     0.0997     0.0002
   142.25   -20.25    1997    13.9469    21.4956     2.1801     0.0241     0.0394     0.0098
   142.25   -20.25    1998    10.0528    25.2983     1.6100     0.0527     0.0567     0.0045
   142.25   -20.25    1999    12.9140    25.8278     2.1519     0.0349     0.0461     0.0047
   142.25   -20.25    2000    15.2314    17.7133     2.5114     0.0152     0.0412     0.0318
   142.25   -20.25    2001    10.6014    24.5774     1.6012     0.0687     0.0756     0.0009
   142.25   -20.25    2002    10.0183    35.7907     0.6089     0.0460     0.0463     0.0000
   142.25   -20.25    2003    12.5961    34.0687     2.2555     0.0475     0.0563     0.0031
   142.25   -20.25    2004    12.3115    26.3605     1.8671     0.0362     0.0454     0.0066
   142.25   -20.25    2005     9.4588    35.0148     1.1913     0.0880     0.0902     0.0002
   142.25   -20.25    2006     9.9338    28.1116     0.5298     0.0511     0.0514     0.0000
   142.25   -20.25    2007    11.5828    22.9586     2.2506     0.0274     0.0453     0.0073
   142.25   -20.25    2008     9.1421    27.4801     1.1801     0.0478     0.0503     0.0003
   142.25   -20.25    2009    12.4199    29.6615     1.7148     0.0477     0.0530     0.0030
   142.25   -20.25    2010    15.8539    14.2212     2.1554     0.0103     0.0376     0.0281
