      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.026027    7.164813    6.844346    0.016370
    41.75    60.75    1981    0.043783   11.646804   10.640918    0.001787
    41.75    60.75    1982    0.025635    7.126828    6.543301    0.000036
    41.75    60.75    1983    0.030429    8.294341    8.101582    0.043216
    41.75    60.75    1984    0.029003    7.292908    6.962408    0.001577
    41.75    60.75    1985    0.028365    7.826767    7.446538    0.003497
    41.75    60.75    1986    0.023676    6.231976    5.943242    0.010565
    41.75    60.75    1987    0.024556    6.673322    6.454752    0.004710
    41.75    60.75    1988    0.038992   10.463783   10.007987    0.000000
    41.75    60.75    1989    0.040553   10.526861   10.052889    0.015268
    41.75    60.75    1990    0.027741    7.456344    7.091909    0.002729
    41.75    60.75    1991    0.031425    8.967877    8.447873    0.000000
    41.75    60.75    1992    0.025645    7.035035    6.100452    0.000011
    41.75    60.75    1993    0.022618    4.766635    4.546318    0.008859
    41.75    60.75    1994    0.023693    5.833422    5.425966    0.023340
    41.75    60.75    1995    0.033990    9.307883    8.884575    0.000018
    41.75    60.75    1996    0.024268    6.622211    6.206625    0.000407
    41.75    60.75    1997    0.026513    7.210639    6.399532    0.000298
    41.75    60.75    1998    0.029057    6.691956    6.462835    0.029785
    41.75    60.75    1999    0.037554   10.711525    9.882637    0.000005
    41.75    60.75    2000    0.032492    8.367599    7.785126    0.000000
    41.75    60.75    2001    0.029606    7.585656    6.594352    0.000015
    41.75    60.75    2002    0.027104    7.506275    6.790997    0.000621
    41.75    60.75    2003    0.027447    6.849384    6.221634    0.034331
    41.75    60.75    2004    0.026619    7.468537    6.943521    0.001286
    41.75    60.75    2005    0.031945    9.011661    8.295914    0.000000
    41.75    60.75    2006    0.026924    6.950317    6.375193    0.008794
    41.75    60.75    2007    0.026572    6.600536    6.402077    0.064428
    41.75    60.75    2008    0.020892    5.112487    4.874985    0.012433
    41.75    60.75    2009    0.024003    6.456650    6.051489    0.000943
    41.75    60.75    2010    0.036394    8.692218    7.800662    0.002383
   142.25   -20.25    1980    0.040541   11.540993   13.189462    0.440624
   142.25   -20.25    1981    0.041294   11.018848   13.299719    1.138235
   142.25   -20.25    1982    0.037825   11.154930   13.378425    0.626548
   142.25   -20.25    1983    0.037563   11.615382   14.001521    0.708462
   142.25   -20.25    1984    0.036173    9.846246   11.702262    0.791655
   142.25   -20.25    1985    0.037046   12.031292   14.199542    0.406675
   142.25   -20.25    1986    0.039986   12.863222   14.538645    0.164224
   142.25   -20.25    1987    0.039681   11.528153   15.532007    1.241062
   142.25   -20.25    1988    0.035361   11.591829   14.142731    0.378065
   142.25   -20.25    1989    0.038837   10.757823   14.381073    1.103755
   142.25   -20.25    1990    0.035173   10.886254   13.191483    1.106106
   142.25   -20.25    1991    0.038874   10.587106   11.306496    0.362691
   142.25   -20.25    1992    0.040668   11.830602   13.879591    0.788848
   142.25   -20.25    1993    0.041000   11.154418   14.091138    2.348352
   142.25   -20.25    1994    0.037421   11.235260   14.732710    1.755211
   142.25   -20.25    1995    0.040547   11.569607   13.460267    0.397633
   142.25   -20.25    1996    0.038384   11.520483   13.901106    0.625558
   142.25   -20.25    1997    0.038424    9.250467   10.426434    0.663750
   142.25   -20.25    1998    0.041262   12.195192   13.554996    0.420607
   142.25   -20.25    1999    0.039038   10.316245   12.006496    0.547660
   142.25   -20.25    2000    0.038857    9.844788   11.637629    1.261376
   142.25   -20.25    2001    0.039547   10.559084   11.092191    0.177394
   142.25   -20.25    2002    0.035044   10.117537   10.465088    0.140151
   142.25   -20.25    2003    0.039444   11.150370   12.490583    0.539984
   142.25   -20.25    2004    0.036139    9.614808   10.917004    0.500652
   142.25   -20.25    2005    0.038200   12.145126   12.951366    0.186867
   142.25   -20.25    2006    0.033749    9.140019   10.159177    0.411179
   142.25   -20.25    2007    0.034984    9.702307   10.727832    0.429583
   142.25   -20.25    2008    0.037381   10.592907   11.068511    0.145587
   142.25   -20.25    2009    0.036447    9.480003    9.802458    0.237805
   142.25   -20.25    2010    0.040714    9.078886   11.271859    0.795256
