      Lon      Lat    Year     Total
    41.75    60.75    1980     0.447
    41.75    60.75    1981     1.856
    41.75    60.75    1982     3.433
    41.75    60.75    1983     0.197
    41.75    60.75    1984     0.019
    41.75    60.75    1985     0.407
    41.75    60.75    1986     0.568
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.134
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.330
    41.75    60.75    1991     1.113
    41.75    60.75    1992     4.961
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.933
    41.75    60.75    1995     0.466
    41.75    60.75    1996     1.972
    41.75    60.75    1997     4.314
    41.75    60.75    1998     0.000
    41.75    60.75    1999     2.063
    41.75    60.75    2000     1.860
    41.75    60.75    2001     6.031
    41.75    60.75    2002     3.268
    41.75    60.75    2003     3.541
    41.75    60.75    2004     3.225
    41.75    60.75    2005     2.983
    41.75    60.75    2006     2.721
    41.75    60.75    2007     1.519
    41.75    60.75    2008     0.800
    41.75    60.75    2009     1.582
    41.75    60.75    2010     3.751
   142.25   -20.25    1980    28.913
   142.25   -20.25    1981    25.881
   142.25   -20.25    1982    41.395
   142.25   -20.25    1983    41.807
   142.25   -20.25    1984    40.033
   142.25   -20.25    1985    37.691
   142.25   -20.25    1986    34.276
   142.25   -20.25    1987    36.189
   142.25   -20.25    1988    32.764
   142.25   -20.25    1989    34.176
   142.25   -20.25    1990    60.084
   142.25   -20.25    1991    41.251
   142.25   -20.25    1992    36.357
   142.25   -20.25    1993    27.310
   142.25   -20.25    1994    52.380
   142.25   -20.25    1995    31.356
   142.25   -20.25    1996    30.961
   142.25   -20.25    1997    36.091
   142.25   -20.25    1998    36.604
   142.25   -20.25    1999    30.951
   142.25   -20.25    2000    26.386
   142.25   -20.25    2001    44.314
   142.25   -20.25    2002    52.039
   142.25   -20.25    2003    41.079
   142.25   -20.25    2004    46.425
   142.25   -20.25    2005    40.937
   142.25   -20.25    2006    54.038
   142.25   -20.25    2007    49.320
   142.25   -20.25    2008    45.641
   142.25   -20.25    2009    41.917
   142.25   -20.25    2010    20.420
