1 30 12.5 2 0.1 0.1 0.15 0 30 12.5 2 0.1 0.1 0.15 0
2 35 12.5 2 0.1 0.1 0.15 0 35 12.5 2 0.1 0.1 0.15 0
3 40 12.5 2 0.1 0.1 0.15 0 40 12.5 2 0.1 0.1 0.15 0
4 30 15 2 0.1 0.1 0.15 0 30 15 2 0.1 0.1 0.15 0
5 35 15 2 0.1 0.1 0.15 0 35 15 2 0.1 0.1 0.15 0
6 40 15 2 0.1 0.1 0.15 0 40 15 2 0.1 0.1 0.15 0
7 30 17.5 2 0.1 0.1 0.15 0 30 17.5 2 0.1 0.1 0.15 0
8 35 17.5 2 0.1 0.1 0.15 0 35 17.5 2 0.1 0.1 0.15 0
9 40 17.5 2 0.1 0.1 0.15 0 40 17.5 2 0.1 0.1 0.15 0
10 30 12.5 2.78 0.1 0.1 0.15 0 30 12.5 2.78 0.1 0.1 0.15 0
11 35 12.5 2.78 0.1 0.1 0.15 0 35 12.5 2.78 0.1 0.1 0.15 0
12 40 12.5 2.78 0.1 0.1 0.15 0 40 12.5 2.78 0.1 0.1 0.15 0
13 30 15 2.78 0.1 0.1 0.15 0 30 15 2.78 0.1 0.1 0.15 0
14 35 15 2.78 0.1 0.1 0.15 0 35 15 2.78 0.1 0.1 0.15 0
15 40 15 2.78 0.1 0.1 0.15 0 40 15 2.78 0.1 0.1 0.15 0
16 30 17.5 2.78 0.1 0.1 0.15 0 30 17.5 2.78 0.1 0.1 0.15 0
17 35 17.5 2.78 0.1 0.1 0.15 0 35 17.5 2.78 0.1 0.1 0.15 0
18 40 17.5 2.78 0.1 0.1 0.15 0 40 17.5 2.78 0.1 0.1 0.15 0
19 30 12.5 3.5 0.1 0.1 0.15 0 30 12.5 3.5 0.1 0.1 0.15 0
20 35 12.5 3.5 0.1 0.1 0.15 0 35 12.5 3.5 0.1 0.1 0.15 0
21 40 12.5 3.5 0.1 0.1 0.15 0 40 12.5 3.5 0.1 0.1 0.15 0
22 30 15 3.5 0.1 0.1 0.15 0 30 15 3.5 0.1 0.1 0.15 0
23 35 15 3.5 0.1 0.1 0.15 0 35 15 3.5 0.1 0.1 0.15 0
24 40 15 3.5 0.1 0.1 0.15 0 40 15 3.5 0.1 0.1 0.15 0
25 30 17.5 3.5 0.1 0.1 0.15 0 30 17.5 3.5 0.1 0.1 0.15 0
26 35 17.5 3.5 0.1 0.1 0.15 0 35 17.5 3.5 0.1 0.1 0.15 0
27 40 17.5 3.5 0.1 0.1 0.15 0 40 17.5 3.5 0.1 0.1 0.15 0
28 30 12.5 5 0.1 0.1 0.15 0 30 12.5 5 0.1 0.1 0.15 0
29 35 12.5 5 0.1 0.1 0.15 0 35 12.5 5 0.1 0.1 0.15 0
30 40 12.5 5 0.1 0.1 0.15 0 40 12.5 5 0.1 0.1 0.15 0
31 30 15 5 0.1 0.1 0.15 0 30 15 5 0.1 0.1 0.15 0
32 35 15 5 0.1 0.1 0.15 0 35 15 5 0.1 0.1 0.15 0
33 40 15 5 0.1 0.1 0.15 0 40 15 5 0.1 0.1 0.15 0
34 30 17.5 5 0.1 0.1 0.15 0 30 17.5 5 0.1 0.1 0.15 0
35 35 17.5 5 0.1 0.1 0.15 0 35 17.5 5 0.1 0.1 0.15 0
36 40 17.5 5 0.1 0.1 0.15 0 40 17.5 5 0.1 0.1 0.15 0
37 30 12.5 2 0.2 0.1 0.15 0 30 12.5 2 0.2 0.1 0.15 0
38 35 12.5 2 0.2 0.1 0.15 0 35 12.5 2 0.2 0.1 0.15 0
39 40 12.5 2 0.2 0.1 0.15 0 40 12.5 2 0.2 0.1 0.15 0
40 30 15 2 0.2 0.1 0.15 0 30 15 2 0.2 0.1 0.15 0
41 35 15 2 0.2 0.1 0.15 0 35 15 2 0.2 0.1 0.15 0
42 40 15 2 0.2 0.1 0.15 0 40 15 2 0.2 0.1 0.15 0
43 30 17.5 2 0.2 0.1 0.15 0 30 17.5 2 0.2 0.1 0.15 0
44 35 17.5 2 0.2 0.1 0.15 0 35 17.5 2 0.2 0.1 0.15 0
45 40 17.5 2 0.2 0.1 0.15 0 40 17.5 2 0.2 0.1 0.15 0
46 30 12.5 2.78 0.2 0.1 0.15 0 30 12.5 2.78 0.2 0.1 0.15 0
47 35 12.5 2.78 0.2 0.1 0.15 0 35 12.5 2.78 0.2 0.1 0.15 0
48 40 12.5 2.78 0.2 0.1 0.15 0 40 12.5 2.78 0.2 0.1 0.15 0
49 30 15 2.78 0.2 0.1 0.15 0 30 15 2.78 0.2 0.1 0.15 0
50 35 15 2.78 0.2 0.1 0.15 0 35 15 2.78 0.2 0.1 0.15 0
51 40 15 2.78 0.2 0.1 0.15 0 40 15 2.78 0.2 0.1 0.15 0
52 30 17.5 2.78 0.2 0.1 0.15 0 30 17.5 2.78 0.2 0.1 0.15 0
53 35 17.5 2.78 0.2 0.1 0.15 0 35 17.5 2.78 0.2 0.1 0.15 0
54 40 17.5 2.78 0.2 0.1 0.15 0 40 17.5 2.78 0.2 0.1 0.15 0
55 30 12.5 3.5 0.2 0.1 0.15 0 30 12.5 3.5 0.2 0.1 0.15 0
56 35 12.5 3.5 0.2 0.1 0.15 0 35 12.5 3.5 0.2 0.1 0.15 0
57 40 12.5 3.5 0.2 0.1 0.15 0 40 12.5 3.5 0.2 0.1 0.15 0
58 30 15 3.5 0.2 0.1 0.15 0 30 15 3.5 0.2 0.1 0.15 0
59 35 15 3.5 0.2 0.1 0.15 0 35 15 3.5 0.2 0.1 0.15 0
60 40 15 3.5 0.2 0.1 0.15 0 40 15 3.5 0.2 0.1 0.15 0
61 30 17.5 3.5 0.2 0.1 0.15 0 30 17.5 3.5 0.2 0.1 0.15 0
62 35 17.5 3.5 0.2 0.1 0.15 0 35 17.5 3.5 0.2 0.1 0.15 0
63 40 17.5 3.5 0.2 0.1 0.15 0 40 17.5 3.5 0.2 0.1 0.15 0
64 30 12.5 5 0.2 0.1 0.15 0 30 12.5 5 0.2 0.1 0.15 0
65 35 12.5 5 0.2 0.1 0.15 0 35 12.5 5 0.2 0.1 0.15 0
66 40 12.5 5 0.2 0.1 0.15 0 40 12.5 5 0.2 0.1 0.15 0
67 30 15 5 0.2 0.1 0.15 0 30 15 5 0.2 0.1 0.15 0
68 35 15 5 0.2 0.1 0.15 0 35 15 5 0.2 0.1 0.15 0
69 40 15 5 0.2 0.1 0.15 0 40 15 5 0.2 0.1 0.15 0
70 30 17.5 5 0.2 0.1 0.15 0 30 17.5 5 0.2 0.1 0.15 0
71 35 17.5 5 0.2 0.1 0.15 0 35 17.5 5 0.2 0.1 0.15 0
72 40 17.5 5 0.2 0.1 0.15 0 40 17.5 5 0.2 0.1 0.15 0
73 30 12.5 2 0.3 0.1 0.15 0 30 12.5 2 0.3 0.1 0.15 0
74 35 12.5 2 0.3 0.1 0.15 0 35 12.5 2 0.3 0.1 0.15 0
75 40 12.5 2 0.3 0.1 0.15 0 40 12.5 2 0.3 0.1 0.15 0
76 30 15 2 0.3 0.1 0.15 0 30 15 2 0.3 0.1 0.15 0
77 35 15 2 0.3 0.1 0.15 0 35 15 2 0.3 0.1 0.15 0
78 40 15 2 0.3 0.1 0.15 0 40 15 2 0.3 0.1 0.15 0
79 30 17.5 2 0.3 0.1 0.15 0 30 17.5 2 0.3 0.1 0.15 0
80 35 17.5 2 0.3 0.1 0.15 0 35 17.5 2 0.3 0.1 0.15 0
81 40 17.5 2 0.3 0.1 0.15 0 40 17.5 2 0.3 0.1 0.15 0
82 30 12.5 2.78 0.3 0.1 0.15 0 30 12.5 2.78 0.3 0.1 0.15 0
83 35 12.5 2.78 0.3 0.1 0.15 0 35 12.5 2.78 0.3 0.1 0.15 0
84 40 12.5 2.78 0.3 0.1 0.15 0 40 12.5 2.78 0.3 0.1 0.15 0
85 30 15 2.78 0.3 0.1 0.15 0 30 15 2.78 0.3 0.1 0.15 0
86 35 15 2.78 0.3 0.1 0.15 0 35 15 2.78 0.3 0.1 0.15 0
87 40 15 2.78 0.3 0.1 0.15 0 40 15 2.78 0.3 0.1 0.15 0
88 30 17.5 2.78 0.3 0.1 0.15 0 30 17.5 2.78 0.3 0.1 0.15 0
89 35 17.5 2.78 0.3 0.1 0.15 0 35 17.5 2.78 0.3 0.1 0.15 0
90 40 17.5 2.78 0.3 0.1 0.15 0 40 17.5 2.78 0.3 0.1 0.15 0
91 30 12.5 3.5 0.3 0.1 0.15 0 30 12.5 3.5 0.3 0.1 0.15 0
92 35 12.5 3.5 0.3 0.1 0.15 0 35 12.5 3.5 0.3 0.1 0.15 0
93 40 12.5 3.5 0.3 0.1 0.15 0 40 12.5 3.5 0.3 0.1 0.15 0
94 30 15 3.5 0.3 0.1 0.15 0 30 15 3.5 0.3 0.1 0.15 0
95 35 15 3.5 0.3 0.1 0.15 0 35 15 3.5 0.3 0.1 0.15 0
96 40 15 3.5 0.3 0.1 0.15 0 40 15 3.5 0.3 0.1 0.15 0
97 30 17.5 3.5 0.3 0.1 0.15 0 30 17.5 3.5 0.3 0.1 0.15 0
98 35 17.5 3.5 0.3 0.1 0.15 0 35 17.5 3.5 0.3 0.1 0.15 0
99 40 17.5 3.5 0.3 0.1 0.15 0 40 17.5 3.5 0.3 0.1 0.15 0
100 30 12.5 5 0.3 0.1 0.15 0 30 12.5 5 0.3 0.1 0.15 0
