      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   106.0327    18.1113     0.0000     0.0148     0.0038     0.0000
    41.75    60.75    1981    99.6675    12.3614     0.0000     0.0203     0.0101     0.0000
    41.75    60.75    1982    95.6360     0.0085     0.0000     0.0214     0.0110     0.0000
    41.75    60.75    1983    90.9362     8.4601     0.0000     0.0168     0.0077     0.0000
    41.75    60.75    1984    93.6399     7.7823     0.0000     0.0260     0.0177     0.0002
    41.75    60.75    1985    90.6365    14.3352     0.0000     0.0330     0.0238     0.0000
    41.75    60.75    1986    96.1262     7.1579     0.0000     0.0392     0.0280     0.0001
    41.75    60.75    1987    98.4998    12.3033     0.0000     0.0396     0.0311     0.0000
    41.75    60.75    1988    89.7766    14.7546     0.0000     0.0334     0.0186     0.0000
    41.75    60.75    1989    82.5513     6.9516     0.0000     0.0160     0.0082     0.0002
    41.75    60.75    1990    78.8707     9.0590     0.0000     0.0103     0.0022     0.0000
    41.75    60.75    1991    74.3806    10.5512     0.0000     0.0275     0.0200     0.0000
    41.75    60.75    1992    77.1885    27.2101     0.0177     0.0394     0.0274     0.0000
    41.75    60.75    1993    77.2094     7.7615     0.0000     0.0101     0.0024     0.0000
    41.75    60.75    1994    80.0781    12.8274     0.0000     0.0180     0.0103     0.0000
    41.75    60.75    1995    83.6791    12.3070     0.0000     0.0216     0.0141     0.0000
    41.75    60.75    1996    83.9344     8.4574     0.0000     0.0494     0.0431     0.0000
    41.75    60.75    1997    88.0371    18.1188     0.0000     0.0131     0.0042     0.0000
    41.75    60.75    1998    89.5324     6.1346     0.0000     0.0182     0.0099     0.0000
    41.75    60.75    1999    86.1341    16.0038     0.0000     0.0183     0.0101     0.0000
    41.75    60.75    2000    82.5365    10.1944     0.0000     0.0311     0.0235     0.0000
    41.75    60.75    2001    79.8728    19.0029     0.0000     0.0355     0.0285     0.0000
    41.75    60.75    2002    77.9661    22.5347     0.0000     0.0157     0.0080     0.0000
    41.75    60.75    2003    79.9299     8.9739     0.0000     0.0151     0.0069     0.0000
    41.75    60.75    2004    74.9983     8.2917     0.0000     0.0174     0.0100     0.0000
    41.75    60.75    2005    72.5022    16.5837     0.0000     0.0308     0.0240     0.0000
    41.75    60.75    2006    71.6681     7.6435     0.0000     0.0274     0.0186     0.0000
    41.75    60.75    2007    66.4637    10.8398     0.0000     0.0109     0.0043     0.0000
    41.75    60.75    2008    63.5517     5.1870     0.0000     0.0254     0.0191     0.0000
    41.75    60.75    2009    64.5567     8.3754     0.0000     0.0328     0.0267     0.0000
    41.75    60.75    2010    69.4375    10.5718     0.0000     0.0426     0.0377     0.0000
   142.25   -20.25    1980    14.7341    44.0378     0.9725     0.0597     0.0606     0.0001
   142.25   -20.25    1981    13.1532    32.9649     0.8911     0.0698     0.0709     0.0001
   142.25   -20.25    1982    11.2259    37.3121     0.8376     0.0581     0.0586     0.0000
   142.25   -20.25    1983    13.2466    35.1366     0.9231     0.0784     0.0794     0.0001
   142.25   -20.25    1984    13.4153    32.7795     0.8596     0.0787     0.0796     0.0001
   142.25   -20.25    1985    12.7121    37.6899     1.8112     0.0914     0.0974     0.0005
   142.25   -20.25    1986    15.2698    50.4458     1.4541     0.0842     0.0864     0.0002
   142.25   -20.25    1987    11.3208    35.9182     2.0451     0.0328     0.0416     0.0016
   142.25   -20.25    1988    14.6554    40.4173     3.2250     0.0501     0.0712     0.0093
   142.25   -20.25    1989    13.8525    27.7005     0.9000     0.1144     0.1159     0.0001
   142.25   -20.25    1990     9.5961    30.5526     0.9360     0.0609     0.0622     0.0001
   142.25   -20.25    1991     9.6894    33.4609     0.6029     0.0445     0.0447     0.0000
   142.25   -20.25    1992    14.7656    42.8720     1.9959     0.0664     0.0729     0.0007
   142.25   -20.25    1993    15.6386    37.7880     1.8369     0.0880     0.0960     0.0010
   142.25   -20.25    1994    10.2982    40.4219     0.5189     0.0387     0.0389     0.0000
   142.25   -20.25    1995    12.8363    37.4632     2.1798     0.0451     0.0553     0.0013
   142.25   -20.25    1996    10.9739    33.5213     1.4420     0.0993     0.1032     0.0003
   142.25   -20.25    1997    12.6423    22.2749     2.4160     0.0239     0.0432     0.0138
   142.25   -20.25    1998    10.8518    26.9668     2.1253     0.0512     0.0595     0.0083
   142.25   -20.25    1999    12.1499    24.9276     2.2154     0.0317     0.0477     0.0085
   142.25   -20.25    2000    13.3849    16.0531     2.7909     0.0138     0.0557     0.0507
   142.25   -20.25    2001     9.4546    27.6755     2.2801     0.0690     0.0826     0.0015
   142.25   -20.25    2002    10.5813    39.6211     0.6304     0.0351     0.0353     0.0000
   142.25   -20.25    2003    12.4815    37.6516     2.7826     0.0357     0.0523     0.0060
   142.25   -20.25    2004    12.9406    31.9631     2.8686     0.0398     0.0616     0.0160
   142.25   -20.25    2005     9.7838    43.5755     1.7178     0.0781     0.0821     0.0003
   142.25   -20.25    2006     8.7445    31.0322     0.6923     0.0424     0.0429     0.0001
   142.25   -20.25    2007    10.8195    23.7950     3.2540     0.0226     0.0666     0.0165
   142.25   -20.25    2008     8.6299    32.2760     1.5513     0.0545     0.0582     0.0004
   142.25   -20.25    2009    13.6188    33.3817     1.9393     0.0426     0.0502     0.0025
   142.25   -20.25    2010    15.2999    15.9165     3.0005     0.0100     0.0695     0.0601
