      Lon      Lat    Year     Total
    41.75    60.75    1980     0.733
    41.75    60.75    1981     2.385
    41.75    60.75    1982     3.226
    41.75    60.75    1983     0.291
    41.75    60.75    1984     0.494
    41.75    60.75    1985     0.295
    41.75    60.75    1986     0.783
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.381
    41.75    60.75    1989     0.621
    41.75    60.75    1990     0.338
    41.75    60.75    1991     1.919
    41.75    60.75    1992     4.843
    41.75    60.75    1993     0.000
    41.75    60.75    1994     3.103
    41.75    60.75    1995     1.130
    41.75    60.75    1996     1.632
    41.75    60.75    1997     5.085
    41.75    60.75    1998     0.012
    41.75    60.75    1999     3.624
    41.75    60.75    2000     2.350
    41.75    60.75    2001     6.684
    41.75    60.75    2002     3.782
    41.75    60.75    2003     3.722
    41.75    60.75    2004     3.223
    41.75    60.75    2005     3.698
    41.75    60.75    2006     3.088
    41.75    60.75    2007     1.658
    41.75    60.75    2008     0.613
    41.75    60.75    2009     1.653
    41.75    60.75    2010     4.683
   142.25   -20.25    1980    42.850
   142.25   -20.25    1981    38.762
   142.25   -20.25    1982    59.063
   142.25   -20.25    1983    61.940
   142.25   -20.25    1984    55.260
   142.25   -20.25    1985    52.834
   142.25   -20.25    1986    50.960
   142.25   -20.25    1987    52.202
   142.25   -20.25    1988    47.420
   142.25   -20.25    1989    49.756
   142.25   -20.25    1990    82.584
   142.25   -20.25    1991    56.129
   142.25   -20.25    1992    50.939
   142.25   -20.25    1993    41.421
   142.25   -20.25    1994    72.655
   142.25   -20.25    1995    46.722
   142.25   -20.25    1996    45.582
   142.25   -20.25    1997    50.465
   142.25   -20.25    1998    51.454
   142.25   -20.25    1999    43.289
   142.25   -20.25    2000    40.215
   142.25   -20.25    2001    58.531
   142.25   -20.25    2002    66.716
   142.25   -20.25    2003    56.993
   142.25   -20.25    2004    59.700
   142.25   -20.25    2005    53.649
   142.25   -20.25    2006    70.683
   142.25   -20.25    2007    62.644
   142.25   -20.25    2008    61.190
   142.25   -20.25    2009    56.448
   142.25   -20.25    2010    29.192
