      Lon      Lat    Year         NH3          NO         N2O          N2
    41.75    60.75    1980    0.026936    7.421806    7.078905    0.016574
    41.75    60.75    1981    0.045313   12.017754   10.952211    0.001914
    41.75    60.75    1982    0.026650    7.431828    6.811878    0.000057
    41.75    60.75    1983    0.031828    8.706246    8.501810    0.046262
    41.75    60.75    1984    0.030226    7.656303    7.309405    0.002099
    41.75    60.75    1985    0.029613    8.111920    7.689703    0.003821
    41.75    60.75    1986    0.024688    6.509103    6.204919    0.012272
    41.75    60.75    1987    0.025629    7.022734    6.784568    0.005956
    41.75    60.75    1988    0.040658   11.015205   10.530377    0.000000
    41.75    60.75    1989    0.042171   10.942977   10.457694    0.017358
    41.75    60.75    1990    0.029085    7.827192    7.433761    0.002901
    41.75    60.75    1991    0.033160    9.504528    8.950973    0.000000
    41.75    60.75    1992    0.026778    7.287836    6.266076    0.000005
    41.75    60.75    1993    0.023870    5.124752    4.884875    0.008734
    41.75    60.75    1994    0.024942    6.126412    5.679832    0.025037
    41.75    60.75    1995    0.035549    9.768279    9.322549    0.000046
    41.75    60.75    1996    0.025247    6.885433    6.424807    0.000242
    41.75    60.75    1997    0.027593    7.465921    6.595387    0.000329
    41.75    60.75    1998    0.030423    7.044928    6.805042    0.033081
    41.75    60.75    1999    0.039138   11.177095   10.308772    0.000006
    41.75    60.75    2000    0.033971    8.805794    8.188465    0.000000
    41.75    60.75    2001    0.030855    7.843471    6.765803    0.000026
    41.75    60.75    2002    0.028253    7.708279    6.904671    0.000841
    41.75    60.75    2003    0.028905    7.203397    6.539022    0.040857
    41.75    60.75    2004    0.028266    7.927652    7.355580    0.001732
    41.75    60.75    2005    0.033862    9.504437    8.716972    0.000000
    41.75    60.75    2006    0.028350    7.281522    6.647894    0.009494
    41.75    60.75    2007    0.028243    7.047077    6.837211    0.071959
    41.75    60.75    2008    0.022312    5.490223    5.219823    0.013553
    41.75    60.75    2009    0.025588    6.823368    6.361948    0.000941
    41.75    60.75    2010    0.038661    9.247858    8.302073    0.002685
   142.25   -20.25    1980    0.040432   11.537055   15.942780    1.168025
   142.25   -20.25    1981    0.042083   11.253652   15.867316    2.211795
   142.25   -20.25    1982    0.037821   11.146627   17.345822    1.752773
   142.25   -20.25    1983    0.038479   11.997641   18.786831    1.851038
   142.25   -20.25    1984    0.037131   10.079921   15.767412    2.209089
   142.25   -20.25    1985    0.037823   12.324147   16.485047    0.734383
   142.25   -20.25    1986    0.039501   12.867867   16.895543    0.379745
   142.25   -20.25    1987    0.040096   11.709871   24.695366    4.097884
   142.25   -20.25    1988    0.035335   11.678487   18.784887    0.931887
   142.25   -20.25    1989    0.038879   10.891548   21.187248    3.445073
   142.25   -20.25    1990    0.035941   11.224508   19.601204    3.535435
   142.25   -20.25    1991    0.040306   10.871924   13.275983    1.170959
   142.25   -20.25    1992    0.041895   12.190671   18.614866    3.059432
   142.25   -20.25    1993    0.041018   11.218227   18.186925    5.389162
   142.25   -20.25    1994    0.037434   11.227244   19.089575    4.005869
   142.25   -20.25    1995    0.041670   12.011847   19.157196    1.434415
   142.25   -20.25    1996    0.038657   11.702535   18.864588    1.946435
   142.25   -20.25    1997    0.039275    9.402741   14.255692    3.435151
   142.25   -20.25    1998    0.043054   12.745622   17.456917    2.007161
   142.25   -20.25    1999    0.039432   10.495513   14.707216    1.419658
   142.25   -20.25    2000    0.039381   10.118031   14.706535    4.648409
   142.25   -20.25    2001    0.041120   10.985961   12.882387    0.680986
   142.25   -20.25    2002    0.035902   10.392144   12.728872    1.138276
   142.25   -20.25    2003    0.041361   11.806634   17.341321    2.752190
   142.25   -20.25    2004    0.037705   10.033934   15.183856    1.553578
   142.25   -20.25    2005    0.039582   12.623069   14.894909    0.442453
   142.25   -20.25    2006    0.035115    9.499378   15.711549    2.982873
   142.25   -20.25    2007    0.037562   10.320665   14.590109    1.053980
   142.25   -20.25    2008    0.038569   10.920168   14.205289    1.082491
   142.25   -20.25    2009    0.038455    9.835222   12.275031    1.202420
   142.25   -20.25    2010    0.042993    9.629461   16.406598    2.705419
