      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   100.6955    14.9305     0.0000     0.0140     0.0036     0.0000
    41.75    60.75    1981    91.9835    10.7793     0.0000     0.0185     0.0091     0.0000
    41.75    60.75    1982    83.7688     0.0074     0.0000     0.0188     0.0096     0.0000
    41.75    60.75    1983    82.4588     7.2278     0.0000     0.0152     0.0069     0.0000
    41.75    60.75    1984    89.7222     6.4471     0.0000     0.0243     0.0164     0.0001
    41.75    60.75    1985    83.7661    12.6529     0.0000     0.0307     0.0222     0.0000
    41.75    60.75    1986    91.2182     6.4558     0.0000     0.0372     0.0266     0.0001
    41.75    60.75    1987    94.6323    11.0266     0.0000     0.0380     0.0298     0.0000
    41.75    60.75    1988    87.6343    13.0985     0.0000     0.0324     0.0180     0.0000
    41.75    60.75    1989    84.7818     5.8049     0.0000     0.0161     0.0079     0.0001
    41.75    60.75    1990    77.5562     8.1359     0.0000     0.0101     0.0022     0.0000
    41.75    60.75    1991    75.0606     9.1327     0.0000     0.0276     0.0201     0.0000
    41.75    60.75    1992    72.5796    22.3730     0.0129     0.0380     0.0269     0.0000
    41.75    60.75    1993    72.3511     6.7846     0.0000     0.0094     0.0022     0.0000
    41.75    60.75    1994    73.2294    11.3029     0.0000     0.0163     0.0093     0.0000
    41.75    60.75    1995    80.9833    11.0234     0.0000     0.0205     0.0134     0.0000
    41.75    60.75    1996    76.7664     7.5366     0.0000     0.0448     0.0391     0.0000
    41.75    60.75    1997    79.5941    14.1673     0.0000     0.0119     0.0038     0.0000
    41.75    60.75    1998    81.0513     5.3653     0.0000     0.0164     0.0089     0.0000
    41.75    60.75    1999    78.4060    13.3340     0.0000     0.0162     0.0087     0.0000
    41.75    60.75    2000    75.2605     8.6531     0.0000     0.0283     0.0213     0.0000
    41.75    60.75    2001    69.8397    14.5461     0.0000     0.0311     0.0251     0.0000
    41.75    60.75    2002    66.6320    17.4753     0.0000     0.0135     0.0070     0.0000
    41.75    60.75    2003    68.1903     8.1356     0.0000     0.0128     0.0058     0.0000
    41.75    60.75    2004    60.8335     6.5875     0.0000     0.0140     0.0080     0.0000
    41.75    60.75    2005    60.6409    13.0745     0.0000     0.0260     0.0203     0.0000
    41.75    60.75    2006    60.2130     6.1435     0.0000     0.0229     0.0155     0.0000
    41.75    60.75    2007    56.6914     8.9800     0.0000     0.0093     0.0037     0.0000
    41.75    60.75    2008    52.7841     4.3018     0.0000     0.0211     0.0158     0.0000
    41.75    60.75    2009    53.6532     6.6246     0.0000     0.0273     0.0223     0.0000
    41.75    60.75    2010    60.5122     8.8241     0.0000     0.0367     0.0325     0.0000
   142.25   -20.25    1980    12.0958    41.8104     0.8465     0.0747     0.0754     0.0001
   142.25   -20.25    1981    11.7910    35.3655     0.8505     0.0856     0.0864     0.0001
   142.25   -20.25    1982    12.3659    39.6145     0.7795     0.0682     0.0687     0.0000
   142.25   -20.25    1983    12.5215    37.8279     0.9415     0.0866     0.0874     0.0001
   142.25   -20.25    1984    12.6635    31.9489     0.6777     0.0893     0.0899     0.0000
   142.25   -20.25    1985    12.8696    39.4574     1.8445     0.1005     0.1050     0.0004
   142.25   -20.25    1986    12.0724    47.2100     1.3033     0.0918     0.0935     0.0001
   142.25   -20.25    1987    11.4571    36.8745     1.9576     0.0433     0.0494     0.0012
   142.25   -20.25    1988    12.9652    36.8730     3.4577     0.0357     0.0624     0.0088
   142.25   -20.25    1989    15.0079    29.6075     0.9586     0.1404     0.1415     0.0001
   142.25   -20.25    1990    10.3422    30.7493     0.7389     0.0712     0.0719     0.0001
   142.25   -20.25    1991    10.9661    34.5837     0.5676     0.0544     0.0546     0.0000
   142.25   -20.25    1992    13.0825    41.6117     2.0487     0.0767     0.0819     0.0005
   142.25   -20.25    1993    14.4905    38.1795     1.9777     0.0993     0.1060     0.0007
   142.25   -20.25    1994    11.5742    39.0692     0.5087     0.0504     0.0505     0.0000
   142.25   -20.25    1995    12.2215    37.0596     2.0267     0.0540     0.0608     0.0010
   142.25   -20.25    1996    11.5011    33.0465     1.2611     0.0992     0.1016     0.0002
   142.25   -20.25    1997    14.6102    22.6587     2.4879     0.0259     0.0459     0.0123
   142.25   -20.25    1998    10.3466    26.2546     1.7546     0.0543     0.0591     0.0055
   142.25   -20.25    1999    13.2530    26.6561     2.3463     0.0370     0.0506     0.0055
   142.25   -20.25    2000    15.3684    18.0433     2.7569     0.0155     0.0476     0.0393
   142.25   -20.25    2001    10.8210    25.1413     1.6817     0.0697     0.0775     0.0010
   142.25   -20.25    2002    10.9110    37.0590     0.6319     0.0454     0.0457     0.0000
   142.25   -20.25    2003    13.1206    35.2723     2.4687     0.0516     0.0620     0.0036
   142.25   -20.25    2004    12.7302    26.9772     2.0512     0.0383     0.0492     0.0077
   142.25   -20.25    2005    10.0852    36.8252     1.2578     0.0880     0.0904     0.0002
   142.25   -20.25    2006    10.5171    28.9566     0.5655     0.0506     0.0510     0.0000
   142.25   -20.25    2007    11.9997    23.6511     2.4229     0.0302     0.0509     0.0084
   142.25   -20.25    2008     9.6608    28.3288     1.2399     0.0485     0.0512     0.0003
   142.25   -20.25    2009    13.1098    30.4896     1.8208     0.0504     0.0563     0.0032
   142.25   -20.25    2010    15.8984    14.1717     2.3004     0.0105     0.0428     0.0332
